logtime,scenario_time,type_attribute,module,address,value
221625.849664,1.070935,performance,resman,a_in_tolerance,1
221625.849714,1.070935,performance,resman,a_deviation,-8
221625.849808,1.070935,performance,resman,b_in_tolerance,1
221625.849847,1.070935,performance,resman,b_deviation,-8
221625.851485,1.070935,input,track,joystick_x,0
221625.851546,1.070935,input,track,joystick_y,0
221625.851594,1.070935,performance,track,joystick_x,0
221625.851629,1.070935,performance,track,joystick_y,0
221625.851689,1.070935,performance,track,cursor_in_target,1
221625.851731,1.070935,performance,track,center_deviation,1.394005
221625.883485,1.104522,performance,sysmon,event_occured,0
221625.88364,1.104522,performance,sysmon,response_time,0
221625.884309,1.104522,state,sysmon,scale1,4
221625.884371,1.104522,state,sysmon,scale2,4
221625.884423,1.104522,state,sysmon,scale3,6
221625.88447,1.104522,state,sysmon,scale4,4
221625.966404,1.187675,performance,resman,a_in_tolerance,1
221625.966452,1.187675,performance,resman,a_deviation,-9
221625.966535,1.187675,performance,resman,b_in_tolerance,1
221625.966571,1.187675,performance,resman,b_deviation,-9
221625.968189,1.187675,input,track,joystick_x,0
221625.968246,1.187675,input,track,joystick_y,0
221625.968292,1.187675,performance,track,joystick_x,0
221625.968326,1.187675,performance,track,joystick_y,0
221625.968383,1.187675,performance,track,cursor_in_target,1
221625.968431,1.187675,performance,track,center_deviation,2.450629
221625.984459,1.205416,performance,sysmon,event_occured,0
221625.984652,1.205416,performance,sysmon,response_time,0
221625.985258,1.205416,state,sysmon,scale1,3
221625.985315,1.205416,state,sysmon,scale2,3
221625.985362,1.205416,state,sysmon,scale3,7
221625.985403,1.205416,state,sysmon,scale4,3
221626.083138,1.304351,performance,resman,a_in_tolerance,1
221626.083189,1.304351,performance,resman,a_deviation,-10
221626.083276,1.304351,performance,resman,b_in_tolerance,1
221626.083314,1.304351,performance,resman,b_deviation,-10
221626.085033,1.304351,input,track,joystick_x,0
221626.085095,1.304351,input,track,joystick_y,0
221626.085141,1.304351,performance,track,joystick_x,0
221626.085175,1.304351,performance,track,joystick_y,0
221626.085233,1.304351,performance,track,cursor_in_target,1
221626.085276,1.304351,performance,track,center_deviation,3.60659
221626.100065,1.321133,performance,sysmon,event_occured,0
221626.100247,1.321133,performance,sysmon,response_time,0
221626.101029,1.321133,state,sysmon,scale1,4
221626.101122,1.321133,state,sysmon,scale2,4
221626.101202,1.321133,state,sysmon,scale3,6
221626.101276,1.321133,state,sysmon,scale4,4
221626.183319,1.404507,performance,resman,a_in_tolerance,1
221626.183372,1.404507,performance,resman,a_deviation,-11
221626.183461,1.404507,performance,resman,b_in_tolerance,1
221626.183498,1.404507,performance,resman,b_deviation,-11
221626.185127,1.404507,input,track,joystick_x,0
221626.185182,1.404507,input,track,joystick_y,0
221626.185229,1.404507,performance,track,joystick_x,0
221626.185263,1.404507,performance,track,joystick_y,0
221626.185417,1.404507,performance,track,cursor_in_target,1
221626.185465,1.404507,performance,track,center_deviation,4.79018
221626.20015,1.42118,performance,sysmon,event_occured,0
221626.200336,1.42118,performance,sysmon,response_time,0
221626.200921,1.42118,state,sysmon,scale1,3
221626.200979,1.42118,state,sysmon,scale2,3
221626.201026,1.42118,state,sysmon,scale3,5
221626.201068,1.42118,state,sysmon,scale4,3
221626.299707,1.520963,performance,resman,a_in_tolerance,1
221626.29976,1.520963,performance,resman,a_deviation,-12
221626.299844,1.520963,performance,resman,b_in_tolerance,1
221626.299882,1.520963,performance,resman,b_deviation,-12
221626.301451,1.520963,input,track,joystick_x,0
221626.301508,1.520963,input,track,joystick_y,0
221626.301555,1.520963,performance,track,joystick_x,0
221626.301589,1.520963,performance,track,joystick_y,0
221626.301648,1.520963,performance,track,cursor_in_target,1
221626.301691,1.520963,performance,track,center_deviation,5.984735
221626.317505,1.538565,performance,sysmon,event_occured,0
221626.317661,1.538565,performance,sysmon,response_time,0
221626.318352,1.538565,state,sysmon,scale1,4
221626.318408,1.538565,state,sysmon,scale2,4
221626.318452,1.538565,state,sysmon,scale3,6
221626.318494,1.538565,state,sysmon,scale4,4
221626.399733,1.621,performance,resman,a_in_tolerance,1
221626.399788,1.621,performance,resman,a_deviation,-13
221626.399872,1.621,performance,resman,b_in_tolerance,1
221626.399911,1.621,performance,resman,b_deviation,-13
221626.40151,1.621,input,track,joystick_x,0
221626.401566,1.621,input,track,joystick_y,0
221626.401613,1.621,performance,track,joystick_x,0
221626.401647,1.621,performance,track,joystick_y,0
221626.401704,1.621,performance,track,cursor_in_target,1
221626.401748,1.621,performance,track,center_deviation,7.184518
221626.433375,1.654401,performance,sysmon,event_occured,0
221626.433533,1.654401,performance,sysmon,response_time,0
221626.434129,1.654401,state,sysmon,scale1,5
221626.434189,1.654401,state,sysmon,scale2,5
221626.434235,1.654401,state,sysmon,scale3,7
221626.434278,1.654401,state,sysmon,scale4,5
221626.499689,1.721007,performance,resman,a_in_tolerance,1
221626.499738,1.721007,performance,resman,a_deviation,-14
221626.499821,1.721007,performance,resman,b_in_tolerance,1
221626.499859,1.721007,performance,resman,b_deviation,-14
221626.501398,1.721007,input,track,joystick_x,0
221626.501455,1.721007,input,track,joystick_y,0
221626.501502,1.721007,performance,track,joystick_x,0
221626.501535,1.721007,performance,track,joystick_y,0
221626.501595,1.721007,performance,track,cursor_in_target,1
221626.501639,1.721007,performance,track,center_deviation,8.387032
221626.549974,1.77103,performance,sysmon,event_occured,0
221626.55014,1.77103,performance,sysmon,response_time,0
221626.550773,1.77103,state,sysmon,scale1,4
221626.550831,1.77103,state,sysmon,scale2,4
221626.550878,1.77103,state,sysmon,scale3,6
221626.550921,1.77103,state,sysmon,scale4,4
221626.616352,1.837575,performance,resman,a_in_tolerance,1
221626.6164,1.837575,performance,resman,a_deviation,-15
221626.616617,1.837575,performance,resman,b_in_tolerance,1
221626.616656,1.837575,performance,resman,b_deviation,-15
221626.618158,1.837575,input,track,joystick_x,0
221626.618213,1.837575,input,track,joystick_y,0
221626.61826,1.837575,performance,track,joystick_x,0
221626.618297,1.837575,performance,track,joystick_y,0
221626.618356,1.837575,performance,track,cursor_in_target,1
221626.6184,1.837575,performance,track,center_deviation,9.591007
221626.650075,1.871169,performance,sysmon,event_occured,0
221626.650247,1.871169,performance,sysmon,response_time,0
221626.650837,1.871169,state,sysmon,scale1,3
221626.650895,1.871169,state,sysmon,scale2,5
221626.650942,1.871169,state,sysmon,scale3,5
221626.650986,1.871169,state,sysmon,scale4,5
221626.716427,1.937684,performance,resman,a_in_tolerance,1
221626.716477,1.937684,performance,resman,a_deviation,-16
221626.716567,1.937684,performance,resman,b_in_tolerance,1
221626.716609,1.937684,performance,resman,b_deviation,-16
221626.718157,1.937684,input,track,joystick_x,0
221626.718216,1.937684,input,track,joystick_y,0
221626.718264,1.937684,performance,track,joystick_x,0
221626.718298,1.937684,performance,track,joystick_y,0
221626.718356,1.937684,performance,track,cursor_in_target,1
221626.718397,1.937684,performance,track,center_deviation,10.795725
221626.766642,1.987662,performance,sysmon,event_occured,0
221626.76681,1.987662,performance,sysmon,response_time,0
221626.76743,1.987662,state,sysmon,scale1,4
221626.767491,1.987662,state,sysmon,scale2,4
221626.767539,1.987662,state,sysmon,scale3,4
221626.767593,1.987662,state,sysmon,scale4,6
221626.817122,2.03838,performance,resman,a_in_tolerance,1
221626.817167,2.03838,performance,resman,a_deviation,-17
221626.817242,2.03838,performance,resman,b_in_tolerance,1
221626.817275,2.03838,performance,resman,b_deviation,-17
221626.818825,2.03838,input,track,joystick_x,0
221626.818883,2.03838,input,track,joystick_y,0
221626.81893,2.03838,performance,track,joystick_x,0
221626.818966,2.03838,performance,track,joystick_y,0
221626.819025,2.03838,performance,track,cursor_in_target,1
221626.819069,2.03838,performance,track,center_deviation,12.000738
221626.883156,2.104182,performance,sysmon,event_occured,0
221626.883316,2.104182,performance,sysmon,response_time,0
221626.883949,2.104182,state,sysmon,scale1,5
221626.884017,2.104182,state,sysmon,scale2,5
221626.88407,2.104182,state,sysmon,scale3,5
221626.884119,2.104182,state,sysmon,scale4,7
221626.933337,2.154516,performance,resman,a_in_tolerance,1
221626.933388,2.154516,performance,resman,a_deviation,-18
221626.933476,2.154516,performance,resman,b_in_tolerance,1
221626.933514,2.154516,performance,resman,b_deviation,-18
