logtime,scenario_time,type_attribute,module,address,value
246977.729233,1.053814,performance,sysmon,event_occured,0
246977.729853,1.053814,state,sysmon,scale1,6
246977.729909,1.053814,state,sysmon,scale2,4
246977.729954,1.053814,state,sysmon,scale3,4
246977.729997,1.053814,state,sysmon,scale4,6
246977.745848,1.070503,input,track,joystick_x,0
246977.745967,1.070503,input,track,joystick_y,0
246977.746021,1.070503,performance,track,joystick_x,0
246977.746057,1.070503,performance,track,joystick_y,0
246977.746118,1.070503,performance,track,cursor_in_target,1
246977.746161,1.070503,performance,track,center_deviation,1.394005
246977.747388,1.070503,performance,resman,a_in_tolerance,1
246977.747428,1.070503,performance,resman,a_deviation,-8
246977.747505,1.070503,performance,resman,b_in_tolerance,1
246977.74754,1.070503,performance,resman,b_deviation,-8
246977.829458,1.154004,performance,sysmon,event_occured,0
246977.830091,1.154004,state,sysmon,scale1,5
246977.830147,1.154004,state,sysmon,scale2,5
246977.830192,1.154004,state,sysmon,scale3,5
246977.830237,1.154004,state,sysmon,scale4,5
246977.845904,1.17055,input,track,joystick_x,0
246977.846037,1.17055,input,track,joystick_y,0
246977.846088,1.17055,performance,track,joystick_x,0
246977.846122,1.17055,performance,track,joystick_y,0
246977.846181,1.17055,performance,track,cursor_in_target,1
246977.846224,1.17055,performance,track,center_deviation,2.450629
246977.846838,1.17055,performance,resman,a_in_tolerance,1
246977.846878,1.17055,performance,resman,a_deviation,-9
246977.846953,1.17055,performance,resman,b_in_tolerance,1
246977.846987,1.17055,performance,resman,b_deviation,-9
246977.945931,1.270498,performance,sysmon,event_occured,0
246977.94655,1.270498,state,sysmon,scale1,4
246977.946606,1.270498,state,sysmon,scale2,4
246977.946653,1.270498,state,sysmon,scale3,6
246977.946697,1.270498,state,sysmon,scale4,4
246977.962733,1.287387,input,track,joystick_x,0
246977.962864,1.287387,input,track,joystick_y,0
246977.962916,1.287387,performance,track,joystick_x,0
246977.96295,1.287387,performance,track,joystick_y,0
246977.96301,1.287387,performance,track,cursor_in_target,1
246977.963054,1.287387,performance,track,center_deviation,3.60659
246977.963689,1.287387,performance,resman,a_in_tolerance,1
246977.963729,1.287387,performance,resman,a_deviation,-10
