joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0,0,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0,0,2.450629,1,1,-9,1,-9,0,0,0,0,0,0,0,0,3,7,7,3,0,0,1,0,0
0,0,3.60659,1,1,-10,1,-10,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
0,0,4.79018,1,1,-11,1,-11,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
0,0,5.984735,1,1,-12,1,-12,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
0,0,7.184518,1,1,-13,1,-13,0,0,0,0,0,0,0,0,5,3,7,5,0,0,1,0,0
0,0,8.387032,1,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
0,0,9.591007,1,1,-15,1,-15,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
0,0,10.795725,1,1,-16,1,-16,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
0,0,12.000738,1,1,-17,1,-17,0,0,0,0,0,0,0,0,7,3,3,3,0,0,1,0,0
0,0,13.205749,1,1,-18,1,-18,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
0,0,14.410547,1,1,-19,1,-19,0,0,0,0,0,0,0,0,7,5,5,5,0,0,1,0,0
0,0,15.614975,1,1,-20,1,-20,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
0,0,16.81891,1,1,-21,1,-21,0,0,0,0,0,0,0,0,5,3,5,3,0,0,1,0,0
0,0,18.022252,1,1,-22,1,-22,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.25,-7.0,19.224915,1,1,-23,1,-23,0,0,0,0,0,0,0,0,7,3,5,5,0,0,1,0,0
-0.25,-7.0,15.256291,1,1,-24,1,-24,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.25,-7.0,13.049786,1,1,-25,1,-25,0,0,0,0,0,0,0,0,7,5,3,7,0,0,1,0,0
-0.25,-7.0,13.500131,1,1,-26,1,-26,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.25,-7.0,16.390683,1,1,-27,1,-27,0,0,0,0,0,0,0,0,5,3,3,5,0,0,1,0,0
-0.25,-7.0,20.725144,1,1,-28,1,-28,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.25,-7.0,25.786005,1,1,-29,1,-29,0,0,0,0,0,0,0,0,7,3,5,5,0,0,1,0,0
-0.25,-7.0,31.222568,1,1,-30,1,-30,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.25,-7.0,36.869501,1,1,-31,1,-31,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-0.25,-7.0,42.643755,1,1,-32,1,-32,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-0.25,-7.0,48.500285,1,1,-33,1,-33,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-0.25,-7.0,54.412905,0,1,-34,1,-34,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.5,-6.5,60.365489,0,1,-35,1,-35,0,0,0,0,0,0,0,0,5,5,3,3,0,0,1,0,0
-0.5,-3.75,65.798041,0,1,-36,1,-36,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.5,-2.75,68.603443,0,1,-37,1,-37,0,0,0,0,0,0,0,0,5,3,5,3,0,0,1,0,0
-0.5,-2.75,70.448747,0,1,-38,1,-38,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
-0.5,-2.75,72.29588,0,1,-39,1,-39,0,0,0,0,0,0,0,0,7,3,5,5,0,0,1,0,0
-0.5,-2.5,74.14482,0,1,-40,1,-40,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.5,-2.5,75.753879,0,1,-41,1,-41,0,0,0,0,0,0,0,0,5,5,3,3,0,0,1,0,0
-0.75,-1.0,77.364407,0,1,-42,1,-42,0,0,0,0,0,0,0,0,6,6,4,4,0,0,1,0,0
-0.75,-1.0,77.462014,0,1,-43,1,-43,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
-0.75,-0.75,77.560821,0,1,-44,1,-44,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-0.75,-0.5,77.419064,0,1,-45,1,-45,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-0.75,-0.5,77.036878,0,1,-46,1,-46,0,0,0,0,0,0,0,0,6,6,4,4,0,0,1,0,0
-0.75,-0.5,76.656116,0,1,-47,1,-47,0,0,0,0,0,0,0,0,7,7,5,5,0,0,1,0,0
-0.75,-0.5,76.276802,0,1,-48,1,-48,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
-0.75,-0.5,75.898958,0,1,-49,1,-49,0,0,0,0,0,0,0,0,5,7,7,5,0,0,1,0,0
-0.75,-0.5,75.522607,0,1,-50,1,-50,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
-0.75,-0.5,75.147772,0,1,-51,1,-51,0,0,0,0,0,0,0,0,5,7,7,5,0,0,1,0,0
-0.75,-0.25,74.774474,0,1,-52,1,-52,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
-0.75,-0.25,74.161719,0,1,-53,1,-53,0,0,0,0,0,0,0,0,5,5,5,3,0,0,1,0,0
-0.75,-0.25,73.550787,0,1,-54,1,-54,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
-0.75,-0.25,72.941704,0,1,-55,1,-55,0,0,0,0,0,0,0,0,7,3,5,3,0,0,1,0,0
-0.75,-0.25,72.334495,0,1,-56,1,-56,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
-0.75,-0.25,71.729185,0,1,-57,1,-57,0,0,0,0,0,0,0,0,7,5,7,5,0,0,1,0,0
-0.75,-0.25,71.125796,0,1,-58,1,-58,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
-0.75,-0.25,70.524354,0,1,-59,1,-59,0,0,0,0,0,0,0,0,5,7,5,7,0,0,1,0,0
-0.75,-0.25,69.924882,0,1,-60,1,-60,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
-0.75,-0.25,69.327402,0,1,-61,1,-61,0,0,0,0,0,0,0,0,5,5,7,7,0,0,1,0,0
-0.75,-0.25,68.731938,0,1,-62,1,-62,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-0.75,-0.25,68.138513,0,1,-63,1,-63,0,0,0,0,0,0,0,0,3,3,7,5,0,0,1,0,0
-0.75,-0.25,67.547148,0,1,-64,1,-64,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-0.75,-0.25,66.957865,0,1,-65,1,-65,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-0.75,-0.25,66.370687,0,1,-66,1,-66,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.75,0.25,65.785634,0,1,-67,1,-67,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-0.75,0.25,64.726017,0,1,-68,1,-68,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.75,0.25,63.669701,0,1,-69,1,-69,0,0,0,0,0,0,0,0,5,3,3,5,0,0,1,0,0
-0.75,0.25,62.616759,0,1,-70,1,-70,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.75,0.25,61.567266,0,1,-71,1,-71,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
-0.75,0.25,60.521299,0,1,-72,1,-72,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
-0.75,0.25,59.478939,0,1,-73,1,-73,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-0.75,0.25,58.440271,0,1,-74,1,-74,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-0.75,0.25,57.405382,0,1,-75,1,-75,0,0,0,0,0,0,0,0,5,3,3,5,0,0,1,0,0
-0.75,0.25,56.374363,0,1,-76,1,-76,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.75,0.25,55.34731,0,1,-77,1,-77,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-0.5,0.25,54.324321,0,1,-78,1,-78,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-1.75,1.0,53.396584,0,1,-79,1,-79,0,0,0,0,0,0,0,0,3,3,3,5,0,0,1,0,0
-1.75,1.0,51.319016,0,1,-80,1,-80,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-1.75,1.0,49.245168,0,1,-81,1,-81,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-1.75,1.0,47.17535,1,1,-82,1,-82,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-1.75,1.0,45.109926,1,1,-83,1,-83,0,0,0,0,0,0,0,0,7,5,5,5,0,0,1,0,0
-1.75,1.0,43.049325,1,1,-84,1,-84,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
-1.75,1.0,40.994057,1,1,-85,1,-85,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
-1.75,1.0,38.944736,1,1,-86,1,-86,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
-1.75,1.0,36.902106,1,1,-87,1,-87,0,0,0,0,0,0,0,0,3,7,7,7,0,0,1,0,0
-1.75,1.0,34.867078,1,1,-88,1,-88,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
-1.75,0.5,32.840784,1,1,-89,1,-89,0,0,0,0,0,0,0,0,3,7,7,7,0,0,1,0,0
-1.75,0.5,31.307363,1,1,-90,1,-90,0,0,0,0,0,0,0,0,2,6,6,6,0,0,1,0,0
-1.75,0.5,29.791126,1,1,-91,1,-91,0,0,0,0,0,0,0,0,1,5,7,7,1,0,1,0,0
-1.75,0.5,28.294651,1,1,-92,1,-92,0,0,0,0,0,0,0,0,2,4,6,6,1,0,1,0,0
-1.75,0.5,26.821049,1,1,-93,1,-93,0,0,0,0,0,0,0,0,1,5,5,7,1,0,1,0,0
-1.75,0.5,25.374097,1,1,-94,1,-94,0,0,0,0,0,0,0,0,0,4,6,6,1,0,1,0,0
-1.75,0.5,23.9584,1,1,-95,1,-94,0,0,0,1,0,0,0,0,1,5,7,7,1,0,1,0,0
-1.75,0.5,22.5796,1,1,-96,1,-94,0,1,0,1,0,0,0,0,2,4,6,6,1,0,1,0,0
-1.75,0.5,21.244627,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,3,7,5,1,0,1,0,0
-1.75,0.5,19.962002,1,1,-96,1,-94,0,1,0,1,0,0,0,0,0,4,6,6,1,0,1,0,0
-1.75,0.5,18.742183,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,3,5,7,1,0,1,0,0
-1.75,0.5,17.597922,1,1,-96,1,-94,0,1,0,1,0,0,0,0,0,4,6,6,1,0,1,0,0
-1.75,0.5,16.544567,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,3,5,5,1,0,1,0,0
-1.75,0.5,15.600186,1,1,-96,1,-94,0,1,0,1,0,0,0,0,2,4,4,6,1,0,1,0,0
-1.75,0.5,14.785295,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,5,7,1,0,1,0,0
-1.75,0.5,14.12193,1,1,-96,1,-94,0,1,0,1,0,0,0,0,2,6,6,6,1,0,1,0,0
6.25,22.5,13.631815,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,7,5,1,0,1,0,0
6.25,22.75,12.16304,1,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,6,4,1,0,1,0,0
13.75,25.0,36.115695,1,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,7,5,1,0,1,0,0
13.75,25.25,64.657103,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,4,6,6,1,0,1,0,0
13.75,25.25,94.024397,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,3,7,5,1,0,1,0,0
13.75,25.25,123.555741,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,4,6,6,1,0,1,0,0
13.75,25.25,153.153918,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,3,5,5,1,0,1,0,0
13.5,25.25,182.784473,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,4,4,6,1,0,1,0,0
12.25,23.0,212.323479,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,3,5,1,0,1,0,0
9.75,13.0,220.980938,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,4,1,0,1,0,0
7.5,9.25,218.183306,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,7,3,3,1,0,1,0,0
5.75,7.25,230.380672,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,4,1,0,1,0,0
3.5,5.75,232.805288,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,5,5,1,0,1,0,0
-0.5,3.75,236.205494,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,6,6,6,1,0,1,0,0
-3.5,2.25,235.221056,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,7,5,5,1,0,1,0,0
-5.25,1.25,234.673139,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,6,1,0,1,0,0
-8.0,0.0,231.86682,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,5,7,1,0,1,0,0
-9.5,-0.75,228.180835,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,6,1,0,1,0,0
-12.75,-2.0,223.666056,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,3,7,1,0,1,0,0
-13.25,-2.25,217.046208,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,6,4,6,1,0,1,0,0
-13.25,-2.25,210.184938,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,3,5,1,0,1,0,0
-13.25,-2.25,203.882425,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,6,1,0,1,0,0
-13.25,-2.25,198.192482,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,7,5,7,1,0,1,0,0
-13.25,-2.25,193.169768,0,1,-96,1,-94,0,1,0,1,0,0,0,0,2,6,4,6,1,0,1,0,0
-13.25,-2.25,188.86806,0,1,-96,1,-94,0,1,0,1,0,0,0,0,1,5,5,7,1,1,0,1,0
-13.25,-2.25,185.33812,0,1,-96,1,-94,0,1,0,1,0,0,0,0,5,4,4,6,1,0,1,0,0
-13.25,-2.25,182.625273,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,5,3,7,0,0,1,0,0
-13.25,-2.25,180.766889,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,4,4,6,0,0,1,0,0
-10.0,-6.25,179.790051,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,3,5,5,0,0,1,0,0
-3.5,-13.75,175.274053,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,4,4,4,0,0,1,0,0
-3.5,-13.75,162.768388,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,5,5,3,0,0,1,0,0
-3.5,-13.75,150.417667,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,4,0,0,1,0,0
-3.5,-13.75,138.264715,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,7,3,3,0,0,1,0,0
-3.5,-13.75,126.368033,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,4,4,0,0,1,0,0
-2.0,-13.75,114.808899,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,7,5,5,0,0,1,0,0
-0.75,-14.0,103.104103,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,6,6,6,0,0,1,0,0
-0.75,-14.0,91.017312,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,5,7,5,0,0,1,0,0
-0.75,-14.0,79.345849,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,4,6,4,0,0,1,0,0
-0.75,-14.0,68.305445,0,1,-96,1,-94,0,1,0,1,0,0,0,0,0,5,7,5,0,0,1,0,0
0.0,-14.0,58.258933,0,1,-96,1,-94,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
