logtime,scenario_time,type_attribute,module,address,value
250031.001476,1.054355,performance,resman,a_in_tolerance,1
250031.001523,1.054355,performance,resman,a_deviation,-8
250031.001604,1.054355,performance,resman,b_in_tolerance,1
250031.00164,1.054355,performance,resman,b_deviation,-8
250031.003113,1.054355,input,track,joystick_x,0
250031.003168,1.054355,input,track,joystick_y,0
250031.003215,1.054355,performance,track,joystick_x,0
250031.003249,1.054355,performance,track,joystick_y,0
250031.003306,1.054355,performance,track,cursor_in_target,1
250031.003347,1.054355,performance,track,center_deviation,1.394005
250031.051279,1.10399,performance,sysmon,event_occured,0
250031.05198,1.10399,state,sysmon,scale1,6
250031.052063,1.10399,state,sysmon,scale2,6
250031.052111,1.10399,state,sysmon,scale3,6
250031.052153,1.10399,state,sysmon,scale4,4
250031.117832,1.170555,performance,resman,a_in_tolerance,1
250031.117882,1.170555,performance,resman,a_deviation,-9
250031.117962,1.170555,performance,resman,b_in_tolerance,1
250031.117996,1.170555,performance,resman,b_deviation,-9
250031.119479,1.170555,input,track,joystick_x,0
250031.119536,1.170555,input,track,joystick_y,0
250031.119581,1.170555,performance,track,joystick_x,0
250031.119615,1.170555,performance,track,joystick_y,0
250031.11967,1.170555,performance,track,cursor_in_target,1
250031.119712,1.170555,performance,track,center_deviation,2.450629
250031.151366,1.204032,performance,sysmon,event_occured,0
250031.152064,1.204032,state,sysmon,scale1,5
250031.152121,1.204032,state,sysmon,scale2,5
250031.152166,1.204032,state,sysmon,scale3,5
250031.152209,1.204032,state,sysmon,scale4,5
250031.234651,1.287475,performance,resman,a_in_tolerance,1
250031.234698,1.287475,performance,resman,a_deviation,-10
250031.234777,1.287475,performance,resman,b_in_tolerance,1
250031.234812,1.287475,performance,resman,b_deviation,-10
250031.236366,1.287475,input,track,joystick_x,0
250031.236423,1.287475,input,track,joystick_y,0
250031.236469,1.287475,performance,track,joystick_x,0
250031.236502,1.287475,performance,track,joystick_y,0
250031.236555,1.287475,performance,track,cursor_in_target,1
250031.236597,1.287475,performance,track,center_deviation,3.60659
250031.251371,1.304059,performance,sysmon,event_occured,0
250031.252156,1.304059,state,sysmon,scale1,4
250031.252211,1.304059,state,sysmon,scale2,6
250031.252256,1.304059,state,sysmon,scale3,6
250031.252299,1.304059,state,sysmon,scale4,4
250031.3511,1.403995,performance,resman,a_in_tolerance,1
250031.351146,1.403995,performance,resman,a_deviation,-11
250031.351226,1.403995,performance,resman,b_in_tolerance,1
250031.351262,1.403995,performance,resman,b_deviation,-11
250031.352888,1.403995,input,track,joystick_x,0
250031.352944,1.403995,input,track,joystick_y,0
250031.35299,1.403995,performance,track,joystick_x,0
250031.353024,1.403995,performance,track,joystick_y,0
250031.353149,1.403995,performance,track,cursor_in_target,1
250031.353191,1.403995,performance,track,center_deviation,4.79018
250031.368573,1.421192,performance,sysmon,event_occured,0
250031.369287,1.421192,state,sysmon,scale1,3
