logtime,scenario_time,type_attribute,module,address,value
246444.135188,1.043219,performance,resman,a_in_tolerance,1
246444.135233,1.043219,performance,resman,a_deviation,-8
246444.135312,1.043219,performance,resman,b_in_tolerance,1
246444.135347,1.043219,performance,resman,b_deviation,-8
246444.136998,1.043219,input,track,joystick_x,7.5
246444.137066,1.043219,input,track,joystick_y,39.75
246444.137119,1.043219,performance,track,joystick_x,7.5
246444.137153,1.043219,performance,track,joystick_y,39.75
246444.137211,1.043219,performance,track,cursor_in_target,1
246444.137252,1.043219,performance,track,center_deviation,2.592937
246444.152375,1.060243,performance,sysmon,event_occured,0
246444.153121,1.060243,state,sysmon,scale1,6
246444.153179,1.060243,state,sysmon,scale2,6
246444.153227,1.060243,state,sysmon,scale3,4
246444.153272,1.060243,state,sysmon,scale4,4
246444.235291,1.143267,performance,resman,a_in_tolerance,1
246444.235337,1.143267,performance,resman,a_deviation,-9
246444.235423,1.143267,performance,resman,b_in_tolerance,1
246444.235458,1.143267,performance,resman,b_deviation,-9
246444.237043,1.143267,input,track,joystick_x,8.5
246444.237109,1.143267,input,track,joystick_y,38.75
246444.237159,1.143267,performance,track,joystick_x,8.5
246444.237193,1.143267,performance,track,joystick_y,38.75
246444.237249,1.143267,performance,track,cursor_in_target,1
246444.237292,1.143267,performance,track,center_deviation,44.06236
246444.268713,1.176614,performance,sysmon,event_occured,0
246444.269414,1.176614,state,sysmon,scale1,7
246444.269482,1.176614,state,sysmon,scale2,5
246444.269526,1.176614,state,sysmon,scale3,5
246444.269568,1.176614,state,sysmon,scale4,5
246444.35188,1.259836,performance,resman,a_in_tolerance,1
246444.351923,1.259836,performance,resman,a_deviation,-10
246444.351999,1.259836,performance,resman,b_in_tolerance,1
246444.352066,1.259836,performance,resman,b_deviation,-10
246444.35365,1.259836,input,track,joystick_x,8.75
246444.353715,1.259836,input,track,joystick_y,38.25
246444.353767,1.259836,performance,track,joystick_x,8.75
246444.353803,1.259836,performance,track,joystick_y,38.25
246444.353859,1.259836,performance,track,cursor_in_target,0
246444.3539,1.259836,performance,track,center_deviation,84.810233
246444.368947,1.276863,performance,sysmon,event_occured,0
