952.323683,0.133435,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
952.324629,0.133435,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
952.345694,0.133435,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
952.349324,0.133435,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
952.350488,0.133435,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
952.355651,0.133435,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
952.359596,0.133435,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
952.383919,0.133435,aoi,resman,pump_2_flow,"(1632, 432.00000000000006, 1920, 378.00000000000006)"
952.386665,0.133435,aoi,resman,pump_3_flow,"(1632, 378.00000000000006, 1920, 324.00000000000006)"
952.389948,0.133435,aoi,resman,pump_4_flow,"(1632, 324.0, 1920, 270.0)"
952.392502,0.133435,aoi,resman,pump_5_flow,"(1632, 270.0, 1920, 216.0)"
952.394845,0.133435,aoi,resman,pump_6_flow,"(1632, 216.00000000000003, 1920, 162.00000000000003)"
952.397329,0.133435,aoi,resman,pump_7_flow,"(1632, 161.99999999999997, 1920, 107.99999999999997)"
952.399695,0.133435,aoi,resman,pump_8_flow,"(1632, 107.99999999999999, 1920, 53.999999999999986)"
952.401789,0.133435,aoi,resman,tank_a,"(723.84, 437.4, 882.24, 267.3)"
952.404479,0.133435,aoi,resman,tank_b,"(1251.8400000000001, 437.4, 1410.2400000000002, 267.3)"
952.406668,0.133435,aoi,resman,tank_c,"(628.8, 243.0, 734.4, 72.89999999999999)"
952.409177,0.133435,aoi,resman,tank_d,"(1156.8000000000002, 243.0, 1262.4, 72.89999999999999)"
952.410553,0.133435,aoi,resman,tank_e,"(892.8, 243.0, 1019.52, 72.89999999999999)"
952.412671,0.133435,aoi,resman,tank_f,"(1420.8000000000002, 243.0, 1547.5200000000002, 72.89999999999999)"
952.421602,0.133435,parameter,resman,title,Resources management
952.421636,0.133435,parameter,resman,taskplacement,bottommid
952.421654,0.133435,parameter,resman,taskupdatetime,100
952.421677,0.133435,parameter,resman,taskfeedback-overdue-active,0
952.421694,0.133435,parameter,resman,taskfeedback-overdue-color,"(241, 100, 100, 255)"
952.421712,0.133435,parameter,resman,taskfeedback-overdue-delayms,2000
952.421727,0.133435,parameter,resman,taskfeedback-overdue-blinkdurationms,1000
952.421743,0.133435,parameter,resman,taskfeedback-overdue-_nexttoggletime,0
952.421758,0.133435,parameter,resman,taskfeedback-overdue-_is_visible,0
952.421773,0.133435,parameter,resman,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7f24bcce3ac0>
952.421796,0.133435,parameter,resman,automaticsolver,0
952.42181,0.133435,parameter,resman,displayautomationstate,1
952.421825,0.133435,parameter,resman,pumpcoloroff,"(255, 255, 255, 255)"
952.42184,0.133435,parameter,resman,pumpcoloron,"(142, 219, 176, 255)"
952.421856,0.133435,parameter,resman,pumpcolorfailure,"(241, 100, 100, 255)"
