logtime,scenario_time,type,module,address,value
952.450825,0.253221,performance,track,joystick_x,0
952.450841,0.253221,performance,track,joystick_y,0
952.45687,0.268213,performance,track,joystick_x,0
952.456909,0.268213,performance,track,joystick_y,0
952.456976,0.268213,performance,track,cursor_in_target,1
952.457024,0.268213,performance,track,center_deviation,0.0
952.565745,0.377287,performance,track,cursor_in_target,1
952.565886,0.377287,performance,track,center_deviation,2.429249
952.678866,0.490477,performance,track,cursor_in_target,1
952.679019,0.490477,performance,track,center_deviation,2.239034
952.795251,0.606866,performance,track,cursor_in_target,1
952.795363,0.606866,performance,track,center_deviation,2.05737
952.911472,0.723088,performance,track,cursor_in_target,1
952.911575,0.723088,performance,track,center_deviation,1.886721
953.011649,0.823246,performance,track,cursor_in_target,1
953.011755,0.823246,performance,track,center_deviation,1.730356
953.111681,0.923288,performance,track,cursor_in_target,1
953.111784,0.923288,performance,track,center_deviation,1.592513
953.212384,1.023634,performance,track,joystick_x,17.75
953.212443,1.023634,performance,track,joystick_y,18.75
953.212552,1.023634,performance,track,cursor_in_target,1
953.212632,1.023634,performance,track,center_deviation,1.478425
953.328872,1.140182,performance,track,joystick_x,19.0
953.328928,1.140182,performance,track,joystick_y,18.0
953.329023,1.140182,performance,track,cursor_in_target,1
953.329096,1.140182,performance,track,center_deviation,28.257435
953.445052,1.256347,performance,track,joystick_x,18.25
953.445111,1.256347,performance,track,joystick_y,17.5
953.445217,1.256347,performance,track,cursor_in_target,0
953.44529,1.256347,performance,track,center_deviation,55.588281
953.545114,1.356558,performance,track,joystick_x,18.5
953.545171,1.356558,performance,track,joystick_y,17.25
953.545265,1.356558,performance,track,cursor_in_target,0
953.545334,1.356558,performance,track,center_deviation,82.06689
953.661854,1.473238,performance,track,joystick_x,15.5
953.661913,1.473238,performance,track,joystick_y,15.0
953.66213,1.473238,performance,track,cursor_in_target,0
953.662206,1.473238,performance,track,center_deviation,108.550389
953.762308,1.573601,performance,track,joystick_x,12.25
953.762366,1.573601,performance,track,joystick_y,10.25
953.762466,1.573601,performance,track,cursor_in_target,0
953.762539,1.573601,performance,track,center_deviation,131.324279
953.878735,1.690197,performance,track,joystick_x,11.0
953.878773,1.690197,performance,track,joystick_y,7.75
953.878837,1.690197,performance,track,cursor_in_target,0
953.878885,1.690197,performance,track,center_deviation,148.449117
953.995769,1.80719,performance,track,joystick_x,4.25
953.995826,1.80719,performance,track,joystick_y,2.25
953.995922,1.80719,performance,track,cursor_in_target,0
953.995992,1.80719,performance,track,center_deviation,162.949115
954.111842,1.923258,performance,track,joystick_x,-0.25
954.1119,1.923258,performance,track,joystick_y,-2.25
954.111998,1.923258,performance,track,cursor_in_target,0
954.112122,1.923258,performance,track,center_deviation,168.783638
954.212385,2.023699,performance,track,joystick_x,-3.5
954.212443,2.023699,performance,track,joystick_y,-6.75
954.212542,2.023699,performance,track,cursor_in_target,0
954.212615,2.023699,performance,track,center_deviation,168.265658
954.3286,2.139964,performance,track,joystick_x,-3.75
954.328659,2.139964,performance,track,joystick_y,-6.75
954.328756,2.139964,performance,track,cursor_in_target,0
954.32883,2.139964,performance,track,center_deviation,162.328107
954.445103,2.256564,performance,track,joystick_x,-3.75
954.445138,2.256564,performance,track,joystick_y,-6.75
954.445205,2.256564,performance,track,cursor_in_target,0
954.445248,2.256564,performance,track,center_deviation,156.240197
954.561654,2.37312,performance,track,joystick_x,-3.75
954.561689,2.37312,performance,track,joystick_y,-6.75
954.561753,2.37312,performance,track,cursor_in_target,0
954.561798,2.37312,performance,track,center_deviation,150.189519
954.661817,2.473188,performance,track,joystick_x,-3.75
954.661873,2.473188,performance,track,joystick_y,-6.75
954.66197,2.473188,performance,track,cursor_in_target,0
954.662044,2.473188,performance,track,center_deviation,144.180825
954.778375,2.589684,performance,track,joystick_x,-3.75
954.778434,2.589684,performance,track,joystick_y,-6.75
954.778536,2.589684,performance,track,cursor_in_target,0
954.778609,2.589684,performance,track,center_deviation,138.219665
954.878507,2.689926,performance,track,joystick_x,-3.75
954.878546,2.689926,performance,track,joystick_y,-6.75
954.878618,2.689926,performance,track,cursor_in_target,0
954.878662,2.689926,performance,track,center_deviation,132.312547
954.978483,2.789943,performance,track,joystick_x,-4.75
954.978518,2.789943,performance,track,joystick_y,-6.75
954.978581,2.789943,performance,track,cursor_in_target,0
954.978626,2.789943,performance,track,center_deviation,126.467143
955.07857,2.89003,performance,track,joystick_x,-4.75
955.078607,2.89003,performance,track,joystick_y,-6.75
955.078802,2.89003,performance,track,cursor_in_target,0
955.078879,2.89003,performance,track,center_deviation,119.866207
955.178675,2.99014,performance,track,joystick_x,-6.25
955.178711,2.99014,performance,track,joystick_y,-6.75
955.17881,2.99014,performance,track,cursor_in_target,0
955.178885,2.99014,performance,track,center_deviation,113.319198
955.296097,3.107547,performance,track,joystick_x,-6.5
955.296133,3.107547,performance,track,joystick_y,-6.75
955.296197,3.107547,performance,track,cursor_in_target,0
955.296242,3.107547,performance,track,center_deviation,105.562429
955.412121,3.223546,performance,track,joystick_x,-7.25
955.412158,3.223546,performance,track,joystick_y,-6.75
955.412219,3.223546,performance,track,cursor_in_target,0
955.412272,3.223546,performance,track,center_deviation,97.629453
955.512485,3.323633,performance,track,joystick_x,-7.5
955.512549,3.323633,performance,track,joystick_y,-6.75
955.512664,3.323633,performance,track,cursor_in_target,0
955.512744,3.323633,performance,track,center_deviation,89.087925
955.62842,3.439874,performance,track,joystick_x,-7.5
955.628461,3.439874,performance,track,joystick_y,-6.75
955.628557,3.439874,performance,track,cursor_in_target,0
955.62863,3.439874,performance,track,center_deviation,80.363687
955.745065,3.556427,performance,track,joystick_x,-7.5
955.745125,3.556427,performance,track,joystick_y,-6.75
955.745229,3.556427,performance,track,cursor_in_target,0
955.745302,3.556427,performance,track,center_deviation,71.683098
955.845175,3.656554,performance,track,joystick_x,-7.5
955.845232,3.656554,performance,track,joystick_y,-6.75
955.845331,3.656554,performance,track,cursor_in_target,0
