logtime,scenario_time,type,module,address,value
952.441674,0.253221,performance,resman,a_response_time,0
952.441796,0.253221,performance,resman,a_in_tolerance,1
952.44193,0.253221,performance,resman,b_response_time,0
952.441971,0.253221,performance,resman,b_in_tolerance,1
952.559322,0.366957,performance,resman,a_response_time,0
952.559353,0.366957,performance,resman,a_in_tolerance,1
952.559399,0.366957,performance,resman,b_response_time,0
952.559421,0.366957,performance,resman,b_in_tolerance,1
952.663331,0.473428,performance,resman,a_response_time,0
952.663462,0.473428,performance,resman,a_in_tolerance,1
952.663559,0.473428,performance,resman,b_response_time,0
952.663601,0.473428,performance,resman,b_in_tolerance,1
952.779737,0.589901,performance,resman,a_response_time,0
952.779865,0.589901,performance,resman,a_in_tolerance,1
952.779973,0.589901,performance,resman,b_response_time,0
952.780038,0.589901,performance,resman,b_in_tolerance,1
952.880266,0.690152,performance,resman,a_response_time,0
952.880411,0.690152,performance,resman,a_in_tolerance,1
952.880547,0.690152,performance,resman,b_response_time,0
952.880587,0.690152,performance,resman,b_in_tolerance,1
952.980349,0.790295,performance,resman,a_response_time,0
952.980467,0.790295,performance,resman,a_in_tolerance,1
952.980607,0.790295,performance,resman,b_response_time,0
952.980664,0.790295,performance,resman,b_in_tolerance,1
953.080298,0.890333,performance,resman,a_response_time,0
953.080492,0.890333,performance,resman,a_in_tolerance,1
953.080599,0.890333,performance,resman,b_response_time,0
953.08064,0.890333,performance,resman,b_in_tolerance,1
953.197735,1.006539,performance,resman,a_response_time,0
953.19779,1.006539,performance,resman,a_in_tolerance,1
953.19787,1.006539,performance,resman,b_response_time,0
953.197905,1.006539,performance,resman,b_in_tolerance,1
953.296954,1.106978,performance,resman,a_response_time,0
953.29707,1.106978,performance,resman,a_in_tolerance,1
953.297169,1.106978,performance,resman,b_response_time,0
953.297213,1.106978,performance,resman,b_in_tolerance,1
953.413179,1.223103,performance,resman,a_response_time,0
953.413292,1.223103,performance,resman,a_in_tolerance,1
953.41339,1.223103,performance,resman,b_response_time,0
953.413432,1.223103,performance,resman,b_in_tolerance,1
953.513095,1.323146,performance,resman,a_response_time,0
953.513244,1.323146,performance,resman,a_in_tolerance,1
953.51342,1.323146,performance,resman,b_response_time,0
953.513459,1.323146,performance,resman,b_in_tolerance,1
953.613237,1.423243,performance,resman,a_response_time,0
953.613344,1.423243,performance,resman,a_in_tolerance,1
953.613441,1.423243,performance,resman,b_response_time,0
953.613483,1.423243,performance,resman,b_in_tolerance,1
953.729197,1.539216,performance,resman,a_response_time,0
953.729347,1.539216,performance,resman,a_in_tolerance,1
953.729475,1.539216,performance,resman,b_response_time,0
953.729517,1.539216,performance,resman,b_in_tolerance,1
953.829588,1.63983,performance,resman,a_response_time,0
953.829724,1.63983,performance,resman,a_in_tolerance,1
953.829841,1.63983,performance,resman,b_response_time,0
953.829883,1.63983,performance,resman,b_in_tolerance,1
953.929868,1.740034,performance,resman,a_response_time,0
953.930018,1.740034,performance,resman,a_in_tolerance,1
953.930157,1.740034,performance,resman,b_response_time,0
953.930212,1.740034,performance,resman,b_in_tolerance,1
954.046373,1.85659,performance,resman,a_response_time,0
954.046518,1.85659,performance,resman,a_in_tolerance,1
954.046645,1.85659,performance,resman,b_response_time,0
954.046687,1.85659,performance,resman,b_in_tolerance,1
954.146965,1.956863,performance,resman,a_response_time,0
954.147069,1.956863,performance,resman,a_in_tolerance,1
954.147169,1.956863,performance,resman,b_response_time,0
954.147211,1.956863,performance,resman,b_in_tolerance,1
954.263255,2.073408,performance,resman,a_response_time,0
954.263394,2.073408,performance,resman,a_in_tolerance,1
954.263526,2.073408,performance,resman,b_response_time,0
954.263583,2.073408,performance,resman,b_in_tolerance,1
954.379933,2.19003,performance,resman,a_response_time,0
954.380105,2.19003,performance,resman,a_in_tolerance,1
954.380216,2.19003,performance,resman,b_response_time,0
954.380261,2.19003,performance,resman,b_in_tolerance,1
954.480811,2.290543,performance,resman,a_response_time,0
954.480935,2.290543,performance,resman,a_in_tolerance,1
954.481034,2.290543,performance,resman,b_response_time,0
954.481074,2.290543,performance,resman,b_in_tolerance,1
954.596642,2.40669,performance,resman,a_response_time,0
