logtime,scenario_time,type_attribute,module,address,value
247576.952553,1.070351,input,track,joystick_x,-5.5
247576.95272,1.070351,input,track,joystick_y,20.0
247576.952777,1.070351,performance,track,joystick_x,-5.5
247576.952814,1.070351,performance,track,joystick_y,20.0
247576.952888,1.070351,performance,track,cursor_in_target,1
247576.952935,1.070351,performance,track,center_deviation,1.394005
247576.954116,1.070351,performance,resman,a_in_tolerance,1
247576.954152,1.070351,performance,resman,a_deviation,-8
247576.954224,1.070351,performance,resman,b_in_tolerance,1
247576.954259,1.070351,performance,resman,b_deviation,-8
247576.969438,1.087438,performance,sysmon,event_occured,0
247576.970281,1.087438,state,sysmon,scale1,4
247576.970343,1.087438,state,sysmon,scale2,6
247576.970388,1.087438,state,sysmon,scale3,6
247576.970429,1.087438,state,sysmon,scale4,6
247577.069177,1.18696,input,track,joystick_x,-5.5
247577.069379,1.18696,input,track,joystick_y,20.0
247577.069437,1.18696,performance,track,joystick_x,-5.5
247577.069473,1.18696,performance,track,joystick_y,20.0
247577.069547,1.18696,performance,track,cursor_in_target,1
247577.069594,1.18696,performance,track,center_deviation,22.82059
247577.070115,1.18696,performance,resman,a_in_tolerance,1
247577.070152,1.18696,performance,resman,a_deviation,-9
247577.070223,1.18696,performance,resman,b_in_tolerance,1
247577.070256,1.18696,performance,resman,b_deviation,-9
247577.08624,1.204276,performance,sysmon,event_occured,0
247577.087117,1.204276,state,sysmon,scale1,5
247577.087185,1.204276,state,sysmon,scale2,5
247577.087234,1.204276,state,sysmon,scale3,5
247577.087277,1.204276,state,sysmon,scale4,5
247577.185714,1.303452,input,track,joystick_x,-5.5
247577.185929,1.303452,input,track,joystick_y,20.0
247577.185986,1.303452,performance,track,joystick_x,-5.5
247577.186021,1.303452,performance,track,joystick_y,20.0
247577.186094,1.303452,performance,track,cursor_in_target,1
247577.18614,1.303452,performance,track,center_deviation,44.277226
247577.186681,1.303452,performance,resman,a_in_tolerance,1
247577.186717,1.303452,performance,resman,a_deviation,-10
247577.186791,1.303452,performance,resman,b_in_tolerance,1
247577.186825,1.303452,performance,resman,b_deviation,-10
247577.202286,1.320349,performance,sysmon,event_occured,0
247577.203162,1.320349,state,sysmon,scale1,6
247577.203221,1.320349,state,sysmon,scale2,4
247577.203268,1.320349,state,sysmon,scale3,6
247577.20331,1.320349,state,sysmon,scale4,6
247577.302256,1.420131,input,track,joystick_x,-5.5
247577.302426,1.420131,input,track,joystick_y,20.0
247577.302494,1.420131,performance,track,joystick_x,-5.5
247577.302681,1.420131,performance,track,joystick_y,20.0
247577.302752,1.420131,performance,track,cursor_in_target,0
247577.302799,1.420131,performance,track,center_deviation,65.734185
247577.303511,1.420131,performance,resman,a_in_tolerance,1
247577.303547,1.420131,performance,resman,a_deviation,-11
247577.303619,1.420131,performance,resman,b_in_tolerance,1
247577.303653,1.420131,performance,resman,b_deviation,-11
247577.319165,1.437201,performance,sysmon,event_occured,0
247577.319953,1.437201,state,sysmon,scale1,5
247577.320056,1.437201,state,sysmon,scale2,3
247577.320104,1.437201,state,sysmon,scale3,7
247577.320153,1.437201,state,sysmon,scale4,7
247577.402262,1.520136,input,track,joystick_x,-5.5
247577.402428,1.520136,input,track,joystick_y,20.0
247577.402484,1.520136,performance,track,joystick_x,-5.5
247577.402521,1.520136,performance,track,joystick_y,20.0
247577.402586,1.520136,performance,track,cursor_in_target,0
247577.402635,1.520136,performance,track,center_deviation,87.190969
247577.403156,1.520136,performance,resman,a_in_tolerance,1
247577.403193,1.520136,performance,resman,a_deviation,-12
247577.403266,1.520136,performance,resman,b_in_tolerance,1
247577.4033,1.520136,performance,resman,b_deviation,-12
247577.43575,1.553763,performance,sysmon,event_occured,0
247577.436577,1.553763,state,sysmon,scale1,4
247577.436638,1.553763,state,sysmon,scale2,4
247577.436686,1.553763,state,sysmon,scale3,6
247577.436732,1.553763,state,sysmon,scale4,6
247577.502293,1.620155,input,track,joystick_x,-5.5
247577.502451,1.620155,input,track,joystick_y,20.0
247577.502508,1.620155,performance,track,joystick_x,-5.5
247577.502544,1.620155,performance,track,joystick_y,20.0
247577.502618,1.620155,performance,track,cursor_in_target,0
247577.502665,1.620155,performance,track,center_deviation,108.647451
247577.503178,1.620155,performance,resman,a_in_tolerance,1
247577.503215,1.620155,performance,resman,a_deviation,-13
247577.503287,1.620155,performance,resman,b_in_tolerance,1
247577.503321,1.620155,performance,resman,b_deviation,-13
247577.552257,1.670278,performance,sysmon,event_occured,0
247577.553122,1.670278,state,sysmon,scale1,5
247577.553179,1.670278,state,sysmon,scale2,5
247577.553225,1.670278,state,sysmon,scale3,5
247577.553267,1.670278,state,sysmon,scale4,5
247577.618876,1.736708,input,track,joystick_x,-5.5
247577.619049,1.736708,input,track,joystick_y,20.25
247577.619107,1.736708,performance,track,joystick_x,-5.5
247577.619143,1.736708,performance,track,joystick_y,20.25
247577.619219,1.736708,performance,track,cursor_in_target,0
247577.619267,1.736708,performance,track,center_deviation,130.103569
247577.619781,1.736708,performance,resman,a_in_tolerance,1
247577.619818,1.736708,performance,resman,a_deviation,-14
247577.61989,1.736708,performance,resman,b_in_tolerance,1
247577.619925,1.736708,performance,resman,b_deviation,-14
247577.669127,1.787155,performance,sysmon,event_occured,0
247577.669882,1.787155,state,sysmon,scale1,6
247577.669944,1.787155,state,sysmon,scale2,4
247577.669989,1.787155,state,sysmon,scale3,4
247577.67003,1.787155,state,sysmon,scale4,4
247577.719649,1.837476,input,track,joystick_x,-3.5
247577.719827,1.837476,input,track,joystick_y,10.25
247577.719887,1.837476,performance,track,joystick_x,-3.5
247577.719928,1.837476,performance,track,joystick_y,10.25
247577.720019,1.837476,performance,track,cursor_in_target,0
247577.720072,1.837476,performance,track,center_deviation,151.803265
247577.720607,1.837476,performance,resman,a_in_tolerance,1
247577.720709,1.837476,performance,resman,a_deviation,-15
247577.720789,1.837476,performance,resman,b_in_tolerance,1
247577.720824,1.837476,performance,resman,b_deviation,-15
247577.785399,1.903401,performance,sysmon,event_occured,0
247577.786165,1.903401,state,sysmon,scale1,5
247577.78623,1.903401,state,sysmon,scale2,5
247577.786276,1.903401,state,sysmon,scale3,3
247577.78632,1.903401,state,sysmon,scale4,3
247577.835818,1.953608,input,track,joystick_x,-1.5
247577.835993,1.953608,input,track,joystick_y,5.75
247577.836069,1.953608,performance,track,joystick_x,-1.5
247577.836107,1.953608,performance,track,joystick_y,5.75
247577.836188,1.953608,performance,track,cursor_in_target,0
247577.836238,1.953608,performance,track,center_deviation,163.307138
247577.836754,1.953608,performance,resman,a_in_tolerance,1
247577.836791,1.953608,performance,resman,a_deviation,-16
247577.836863,1.953608,performance,resman,b_in_tolerance,1
247577.836898,1.953608,performance,resman,b_deviation,-16
247577.902057,2.020113,performance,sysmon,event_occured,0
247577.902807,2.020113,state,sysmon,scale1,4
247577.902867,2.020113,state,sysmon,scale2,6
247577.902911,2.020113,state,sysmon,scale3,4
247577.902956,2.020113,state,sysmon,scale4,4
247577.952477,2.070308,input,track,joystick_x,-1.5
247577.952655,2.070308,input,track,joystick_y,5.75
247577.952709,2.070308,performance,track,joystick_x,-1.5
247577.952746,2.070308,performance,track,joystick_y,5.75
247577.95282,2.070308,performance,track,cursor_in_target,0
247577.952869,2.070308,performance,track,center_deviation,169.983394
247577.953965,2.070308,performance,resman,a_in_tolerance,1
247577.954002,2.070308,performance,resman,a_deviation,-17
247577.954074,2.070308,performance,resman,b_in_tolerance,1
247577.954108,2.070308,performance,resman,b_deviation,-17
247578.002615,2.120612,performance,sysmon,event_occured,0
247578.003348,2.120612,state,sysmon,scale1,5
247578.003402,2.120612,state,sysmon,scale2,7
247578.003446,2.120612,state,sysmon,scale3,5
247578.003487,2.120612,state,sysmon,scale4,5
247578.052574,2.170416,input,track,joystick_x,-2.0
247578.052732,2.170416,input,track,joystick_y,-0.5
247578.052787,2.170416,performance,track,joystick_x,-2.0
247578.052823,2.170416,performance,track,joystick_y,-0.5
