logtime,scenario_time,type,module,address,value
247232.861827,0,scenario_path,,,includes/scenarios/scenario_medium_1.txt
247232.865135,0,version,,,1.3.0
247234.740251,0,dialog,,,OpenMATB end
247234.753675,0.017246,event,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
247234.873245,0.017246,dialog,,,Warning end
247234.873653,0.034072,event,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
247234.889879,0.050317,event,track,cursorcolor,"(0, 153, 0, 255)"
247234.908229,0.067033,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
247234.909205,0.067033,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
247234.924873,0.067033,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
247234.926125,0.067033,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
247234.927159,0.067033,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
247234.931523,0.067033,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
247234.937351,0.067033,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
247234.940685,0.067033,aoi,resman,pump_2_flow,"(1632, 432.00000000000006, 1920, 378.00000000000006)"
247234.943685,0.067033,aoi,resman,pump_3_flow,"(1632, 378.00000000000006, 1920, 324.00000000000006)"
247234.966473,0.067033,aoi,resman,pump_4_flow,"(1632, 324.0, 1920, 270.0)"
247234.968903,0.067033,aoi,resman,pump_5_flow,"(1632, 270.0, 1920, 216.0)"
247234.971244,0.067033,aoi,resman,pump_6_flow,"(1632, 216.00000000000003, 1920, 162.00000000000003)"
247234.973028,0.067033,aoi,resman,pump_7_flow,"(1632, 161.99999999999997, 1920, 107.99999999999997)"
247234.974786,0.067033,aoi,resman,pump_8_flow,"(1632, 107.99999999999999, 1920, 53.999999999999986)"
247234.976976,0.067033,aoi,resman,tank_a,"(723.84, 437.4, 882.24, 267.3)"
247234.978937,0.067033,aoi,resman,tank_b,"(1251.8400000000001, 437.4, 1410.2400000000002, 267.3)"
247234.98042,0.067033,aoi,resman,tank_c,"(628.8, 243.0, 734.4, 72.89999999999999)"
247234.982089,0.067033,aoi,resman,tank_d,"(1156.8000000000002, 243.0, 1262.4, 72.89999999999999)"
247234.983077,0.067033,aoi,resman,tank_e,"(892.8, 243.0, 1019.52, 72.89999999999999)"
247234.984295,0.067033,aoi,resman,tank_f,"(1420.8000000000002, 243.0, 1547.5200000000002, 72.89999999999999)"
247234.99151,0.067033,parameter,resman,title,Resources management
247234.991543,0.067033,parameter,resman,taskplacement,bottommid
247234.99156,0.067033,parameter,resman,taskupdatetime,100
247234.991579,0.067033,parameter,resman,taskfeedback-overdue-active,0
247234.991596,0.067033,parameter,resman,taskfeedback-overdue-color,"(241, 100, 100, 255)"
247234.991613,0.067033,parameter,resman,taskfeedback-overdue-delayms,2000
247234.991628,0.067033,parameter,resman,taskfeedback-overdue-blinkdurationms,1000
247234.991643,0.067033,parameter,resman,taskfeedback-overdue-_nexttoggletime,0
247234.991657,0.067033,parameter,resman,taskfeedback-overdue-_is_visible,0
247234.991672,0.067033,parameter,resman,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7fcc6c059190>
247234.991699,0.067033,parameter,resman,automaticsolver,0
247234.991714,0.067033,parameter,resman,displayautomationstate,1
