logtime,scenario_time,type,module,address,value
38967.744401,0.318578,state,sysmon,"scale1, arrow",4
38967.744472,0.318578,state,sysmon,"scale2, arrow",6
38967.744533,0.318578,state,sysmon,"scale3, arrow",6
38967.744594,0.318578,state,sysmon,"scale4, arrow",4
38967.845128,0.420255,state,sysmon,"scale1, arrow",5
38967.845195,0.420255,state,sysmon,"scale2, arrow",5
38967.845249,0.420255,state,sysmon,"scale3, arrow",7
38967.8453,0.420255,state,sysmon,"scale4, arrow",3
38967.948075,0.5232,state,sysmon,"scale1, arrow",4
38967.948196,0.5232,state,sysmon,"scale2, arrow",4
38967.948394,0.5232,state,sysmon,"scale3, arrow",6
38967.948469,0.5232,state,sysmon,"scale4, arrow",4
38968.048421,0.623465,state,sysmon,"scale1, arrow",3
38968.048653,0.623465,state,sysmon,"scale2, arrow",3
38968.048733,0.623465,state,sysmon,"scale3, arrow",7
38968.048817,0.623465,state,sysmon,"scale4, arrow",5
38968.160895,0.735824,state,sysmon,"scale1, arrow",4
38968.160989,0.735824,state,sysmon,"scale2, arrow",4
38968.161063,0.735824,state,sysmon,"scale3, arrow",6
38968.161133,0.735824,state,sysmon,"scale4, arrow",6
38968.264808,0.840115,state,sysmon,"scale1, arrow",3
38968.264896,0.840115,state,sysmon,"scale2, arrow",3
38968.264967,0.840115,state,sysmon,"scale3, arrow",7
38968.265034,0.840115,state,sysmon,"scale4, arrow",5
38968.381329,0.956602,state,sysmon,"scale1, arrow",4
38968.381423,0.956602,state,sysmon,"scale2, arrow",4
38968.381498,0.956602,state,sysmon,"scale3, arrow",6
38968.381573,0.956602,state,sysmon,"scale4, arrow",6
38968.497692,1.072969,state,sysmon,"scale1, arrow",5
38968.497783,1.072969,state,sysmon,"scale2, arrow",5
38968.497858,1.072969,state,sysmon,"scale3, arrow",7
38968.497927,1.072969,state,sysmon,"scale4, arrow",5
38968.598114,1.173334,state,sysmon,"scale1, arrow",4
38968.598202,1.173334,state,sysmon,"scale2, arrow",6
38968.598293,1.173334,state,sysmon,"scale3, arrow",6
38968.598407,1.173334,state,sysmon,"scale4, arrow",4
38968.713848,1.289357,state,sysmon,"scale1, arrow",5
38968.713905,1.289357,state,sysmon,"scale2, arrow",7
38968.71395,1.289357,state,sysmon,"scale3, arrow",5
38968.713993,1.289357,state,sysmon,"scale4, arrow",3
38968.814019,1.389618,state,sysmon,"scale1, arrow",4
38968.814076,1.389618,state,sysmon,"scale2, arrow",6
38968.814122,1.389618,state,sysmon,"scale3, arrow",4
38968.814165,1.389618,state,sysmon,"scale4, arrow",4
38968.914298,1.489824,state,sysmon,"scale1, arrow",3
38968.914355,1.489824,state,sysmon,"scale2, arrow",7
38968.9144,1.489824,state,sysmon,"scale3, arrow",5
38968.914443,1.489824,state,sysmon,"scale4, arrow",3
38969.032926,1.608453,state,sysmon,"scale1, arrow",4
38969.032982,1.608453,state,sysmon,"scale2, arrow",6
38969.033026,1.608453,state,sysmon,"scale3, arrow",4
38969.033068,1.608453,state,sysmon,"scale4, arrow",4
38969.147176,1.722721,state,sysmon,"scale1, arrow",5
38969.147234,1.722721,state,sysmon,"scale2, arrow",5
38969.14728,1.722721,state,sysmon,"scale3, arrow",3
38969.147324,1.722721,state,sysmon,"scale4, arrow",3
38969.24788,1.823062,state,sysmon,"scale1, arrow",6
38969.247982,1.823062,state,sysmon,"scale2, arrow",4
