98584.419272,0.06677,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
98584.420475,0.06677,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
98584.436191,0.06677,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
98584.437789,0.06677,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
98584.438909,0.06677,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
98584.443417,0.06677,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
98584.449379,0.06677,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
98584.452655,0.06677,aoi,resman,pump_2_flow,"(1632, 432.00000000000006, 1920, 378.00000000000006)"
98584.455814,0.06677,aoi,resman,pump_3_flow,"(1632, 378.00000000000006, 1920, 324.00000000000006)"
98584.478591,0.06677,aoi,resman,pump_4_flow,"(1632, 324.0, 1920, 270.0)"
98584.481169,0.06677,aoi,resman,pump_5_flow,"(1632, 270.0, 1920, 216.0)"
98584.483272,0.06677,aoi,resman,pump_6_flow,"(1632, 216.00000000000003, 1920, 162.00000000000003)"
98584.485194,0.06677,aoi,resman,pump_7_flow,"(1632, 161.99999999999997, 1920, 107.99999999999997)"
98584.487149,0.06677,aoi,resman,pump_8_flow,"(1632, 107.99999999999999, 1920, 53.999999999999986)"
98584.48906,0.06677,aoi,resman,tank_a,"(723.84, 437.4, 882.24, 267.3)"
98584.490934,0.06677,aoi,resman,tank_b,"(1251.8400000000001, 437.4, 1410.2400000000002, 267.3)"
98584.492499,0.06677,aoi,resman,tank_c,"(628.8, 243.0, 734.4, 72.89999999999999)"
98584.494339,0.06677,aoi,resman,tank_d,"(1156.8000000000002, 243.0, 1262.4, 72.89999999999999)"
98584.495364,0.06677,aoi,resman,tank_e,"(892.8, 243.0, 1019.52, 72.89999999999999)"
98584.496601,0.06677,aoi,resman,tank_f,"(1420.8000000000002, 243.0, 1547.5200000000002, 72.89999999999999)"
98584.503843,0.06677,parameter,resman,title,Resources management
98584.503878,0.06677,parameter,resman,taskplacement,bottommid
98584.503895,0.06677,parameter,resman,taskupdatetime,100
98584.503913,0.06677,parameter,resman,taskfeedback-overdue-active,0
98584.50393,0.06677,parameter,resman,taskfeedback-overdue-color,"(241, 100, 100, 255)"
98584.503948,0.06677,parameter,resman,taskfeedback-overdue-delayms,2000
98584.503965,0.06677,parameter,resman,taskfeedback-overdue-blinkdurationms,1000
98584.50398,0.06677,parameter,resman,taskfeedback-overdue-_nexttoggletime,0
98584.503995,0.06677,parameter,resman,taskfeedback-overdue-_is_visible,0
98584.504023,0.06677,parameter,resman,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7f81cd147ca0>
98584.50405,0.06677,parameter,resman,automaticsolver,0
98584.504064,0.06677,parameter,resman,displayautomationstate,1
98584.504078,0.06677,parameter,resman,pumpcoloroff,"(255, 255, 255, 255)"
98584.504093,0.06677,parameter,resman,pumpcoloron,"(142, 219, 176, 255)"
98584.504108,0.06677,parameter,resman,pumpcolorfailure,"(241, 100, 100, 255)"
98584.504123,0.06677,parameter,resman,toleranceradius,250
98584.504137,0.06677,parameter,resman,statuslocation,bottomright
98584.504151,0.06677,parameter,resman,displaystatus,1
98584.504165,0.06677,parameter,resman,tolerancecolor,"(50, 50, 50, 255)"
98584.50418,0.06677,parameter,resman,tolerancecoloroutside,"(50, 50, 50, 255)"
98584.504196,0.06677,parameter,resman,tank-a-level,2500
98584.504211,0.06677,parameter,resman,tank-a-max,4000
98584.504225,0.06677,parameter,resman,tank-a-target,2500
98584.504239,0.06677,parameter,resman,tank-a-depletable,1
98584.504253,0.06677,parameter,resman,tank-a-lossperminute,800
98584.504267,0.06677,parameter,resman,tank-a-_infoside,left
98584.50428,0.06677,parameter,resman,tank-a-_response_time,0
98584.504295,0.06677,parameter,resman,tank-a-_is_in_tolerance,
98584.50431,0.06677,parameter,resman,tank-a-_tolerance_color,"(50, 50, 50, 255)"
98584.504326,0.06677,parameter,resman,tank-a-widget,<core.widgets.tank.Tank object at 0x7f81cc125d60>
98584.504343,0.06677,parameter,resman,tank-b-level,2500
98584.504357,0.06677,parameter,resman,tank-b-max,4000
98584.504371,0.06677,parameter,resman,tank-b-target,2500
98584.504384,0.06677,parameter,resman,tank-b-depletable,1
98584.504398,0.06677,parameter,resman,tank-b-lossperminute,800
98584.504412,0.06677,parameter,resman,tank-b-_infoside,right
98584.504426,0.06677,parameter,resman,tank-b-_response_time,0
98584.504439,0.06677,parameter,resman,tank-b-_is_in_tolerance,
98584.504453,0.06677,parameter,resman,tank-b-_tolerance_color,"(50, 50, 50, 255)"
98584.504468,0.06677,parameter,resman,tank-b-widget,<core.widgets.tank.Tank object at 0x7f81cc6b68e0>
98584.504484,0.06677,parameter,resman,tank-c-level,1000
98584.504498,0.06677,parameter,resman,tank-c-max,2000
98584.504513,0.06677,parameter,resman,tank-c-target,
98584.504526,0.06677,parameter,resman,tank-c-depletable,1
98584.504542,0.06677,parameter,resman,tank-c-lossperminute,0
98584.504556,0.06677,parameter,resman,tank-c-_infoside,left
98584.504569,0.06677,parameter,resman,tank-c-widget,<core.widgets.tank.Tank object at 0x7f81cc6b6820>
98584.504585,0.06677,parameter,resman,tank-d-level,1000
