joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0,0,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
0,0,2.450629,1,1,-9,1,-9,0,0,0,0,0,0,0,0,7,5,3,5,0,0,1,0,0
0,0,3.60659,1,1,-10,1,-10,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
0.0,-6.75,4.79018,1,1,-11,1,-11,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
0.0,-6.75,3.504712,1,1,-12,1,-12,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
0.0,-6.75,8.400154,1,1,-13,1,-13,0,0,0,0,0,0,0,0,3,3,3,5,0,0,1,0,0
0.0,-6.75,14.064116,1,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
0.0,-6.75,19.849673,1,1,-15,1,-15,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
0.0,-6.75,25.675099,1,1,-16,1,-16,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.5,-4.25,31.518598,1,1,-17,1,-17,0,0,0,0,0,0,0,0,5,3,5,7,0,0,1,0,0
-1.0,-2.0,34.82264,1,1,-18,1,-18,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
-2.25,2.25,35.828041,1,1,-19,1,-19,0,0,0,0,0,0,0,0,5,5,7,7,0,0,1,0,0
-2.25,2.25,32.434589,1,1,-20,1,-20,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
-2.25,2.25,29.067656,1,1,-21,1,-21,0,0,0,0,0,0,0,0,3,7,5,5,0,0,1,0,0
-2.25,2.25,25.737491,1,1,-22,1,-22,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-2.25,2.25,22.460261,1,1,-23,1,-23,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-2.25,2.25,19.262757,1,1,-24,1,-24,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-2.25,2.25,16.191969,1,1,-25,1,-25,0,0,0,0,0,0,0,0,3,7,3,5,0,0,1,0,0
-2.25,2.25,13.335322,1,1,-26,1,-26,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-2.25,2.25,10.862573,1,1,-27,1,-27,0,0,0,0,0,0,0,0,3,7,3,7,0,0,1,0,0
-2.25,2.25,9.091863,1,1,-28,1,-28,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
