logtime,scenario_time,type_attribute,module,address,value
98585.421967,1.070913,performance,resman,a_in_tolerance,1
98585.422012,1.070913,performance,resman,a_deviation,-8
98585.422089,1.070913,performance,resman,b_in_tolerance,1
98585.422125,1.070913,performance,resman,b_deviation,-8
98585.423566,1.070913,input,track,joystick_x,0
98585.423622,1.070913,input,track,joystick_y,0
98585.423668,1.070913,performance,track,joystick_x,0
98585.423703,1.070913,performance,track,joystick_y,0
98585.423762,1.070913,performance,track,cursor_in_target,1
98585.423803,1.070913,performance,track,center_deviation,1.394005
98585.439118,1.08837,performance,sysmon,event_occured,0
98585.439939,1.08837,state,sysmon,scale1,6
98585.440027,1.08837,state,sysmon,scale2,4
98585.440149,1.08837,state,sysmon,scale3,4
98585.440193,1.08837,state,sysmon,scale4,4
98585.538753,1.187653,performance,resman,a_in_tolerance,1
98585.538798,1.187653,performance,resman,a_deviation,-9
98585.538878,1.187653,performance,resman,b_in_tolerance,1
98585.538912,1.187653,performance,resman,b_deviation,-9
98585.5405,1.187653,input,track,joystick_x,0
98585.540557,1.187653,input,track,joystick_y,0
98585.540603,1.187653,performance,track,joystick_x,0
98585.540636,1.187653,performance,track,joystick_y,0
98585.54069,1.187653,performance,track,cursor_in_target,1
98585.54073,1.187653,performance,track,center_deviation,2.450629
98585.555182,1.204481,performance,sysmon,event_occured,0
98585.556162,1.204481,state,sysmon,scale1,7
98585.556224,1.204481,state,sysmon,scale2,5
98585.55627,1.204481,state,sysmon,scale3,3
98585.556312,1.204481,state,sysmon,scale4,5
98585.655374,1.304317,performance,resman,a_in_tolerance,1
98585.655423,1.304317,performance,resman,a_deviation,-10
98585.655505,1.304317,performance,resman,b_in_tolerance,1
98585.655542,1.304317,performance,resman,b_deviation,-10
98585.656968,1.304317,input,track,joystick_x,0
98585.657024,1.304317,input,track,joystick_y,0
98585.65707,1.304317,performance,track,joystick_x,0
98585.657103,1.304317,performance,track,joystick_y,0
98585.65716,1.304317,performance,track,cursor_in_target,1
98585.657201,1.304317,performance,track,center_deviation,3.60659
98585.671812,1.321058,performance,sysmon,event_occured,0
98585.672615,1.321058,state,sysmon,scale1,6
98585.672671,1.321058,state,sysmon,scale2,4
98585.672716,1.321058,state,sysmon,scale3,4
98585.67276,1.321058,state,sysmon,scale4,6
98585.755526,1.404453,performance,resman,a_in_tolerance,1
98585.75557,1.404453,performance,resman,a_deviation,-11
98585.755649,1.404453,performance,resman,b_in_tolerance,1
98585.755684,1.404453,performance,resman,b_deviation,-11
98585.757192,1.404453,input,track,joystick_x,0.0
98585.757251,1.404453,input,track,joystick_y,-6.75
98585.757301,1.404453,performance,track,joystick_x,0.0
98585.757336,1.404453,performance,track,joystick_y,-6.75
98585.757393,1.404453,performance,track,cursor_in_target,1
98585.757434,1.404453,performance,track,center_deviation,4.79018
