logtime,scenario_time,type,module,address,value
0.791081,0,scenario_path,,,includes\scenarios\basic.txt
0.791829,0,seed_value,communications,,
0.791888,0,seed_output,communications,,LPP463
0.792029,0,seed_value,communications,,
0.792051,0,seed_output,communications,,QNZ454
0.792187,0,seed_value,communications,,
0.792214,0,seed_output,communications,,FDV753
0.792574,0,seed_value,communications,,
0.79266,0,seed_output,communications,,XVZ241
0.792868,0,seed_value,communications,,
0.792927,0,seed_output,communications,,EHA972
0.793158,0,seed_value,communications,,
0.793218,0,seed_output,communications,,WMS232
0.793394,0,seed_value,communications,,
0.793438,0,seed_output,communications,,MYA347
0.793661,0,seed_value,communications,,
0.793731,0,seed_output,communications,,UPW443
0.793941,0,seed_value,communications,,
0.793992,0,seed_output,communications,,DXE892
0.794174,0,seed_value,communications,,
0.794217,0,seed_output,communications,,RZJ909
0.79438,0,seed_value,communications,,
0.794419,0,seed_output,communications,,APD620
0.794516,0,seed_value,communications,,
0.794548,0,seed_output,communications,,111.098028
0.794599,0,seed_value,communications,,
0.794631,0,seed_output,communications,,135.992022
0.794684,0,seed_value,communications,,
0.79471,0,seed_output,communications,,118.48416
0.794755,0,seed_value,communications,,
0.794776,0,seed_output,communications,,123.137533
0.838074,0,version,,,1.3.0
2.46151,0,dialog,,,OpenMATB end
2.480288,0.017952,event,sysmon,scales-1-key,F8
3.827421,0.017952,dialog,,,Warning end
3.827978,0.035514,event,resman,tank-b-target,1000
3.843657,0.051237,event,track,cursorcolor,"(0, 153, 0, 255)"
3.860175,0.067761,event,communications,callsignregex,[A-Z][A-Z]\d\d
3.876801,0.084384,event,communications,othercallsignnumber,5
3.893735,0.101325,event,communications,voicegender,male
3.910144,0.117735,event,communications,voiceidiom,french
3.929665,0.134658,aoi,resman,foreground,"(460, 388.8, 1305, 0.0)"
3.931697,0.134658,aoi,resman,overdue,"(460, 388.8, 1305, 0.0)"
3.953554,0.134658,aoi,resman,task_title,"(460, 432.0, 1305, 388.8)"
3.955711,0.134658,aoi,resman,automode,"(804.76, 247.32, 931.51, 225.72)"
3.957512,0.134658,aoi,resman,status_foreground,"(1305, 388.8, 1536, 0.0)"
3.964022,0.134658,aoi,resman,status_title,"(1305, 432.0, 1536, 388.8)"
3.969153,0.134658,aoi,resman,pump_1_flow,"(1305, 388.8, 1536, 345.6)"
3.973425,0.134658,aoi,resman,pump_2_flow,"(1305, 345.6, 1536, 302.40000000000003)"
3.977783,0.134658,aoi,resman,pump_3_flow,"(1305, 302.40000000000003, 1536, 259.20000000000005)"
3.98133,0.134658,aoi,resman,pump_4_flow,"(1305, 259.2, 1536, 216.0)"
