logtime,scenario_time,type_attribute,module,address,value
254483.734156,1.004452,performance,sysmon,event_occured,0
254483.735107,1.004452,state,sysmon,scale1,4
254483.735171,1.004452,state,sysmon,scale2,6
254483.735224,1.004452,state,sysmon,scale3,4
254483.735273,1.004452,state,sysmon,scale4,6
254483.833563,1.103674,performance,resman,a_in_tolerance,1
254483.83361,1.103674,performance,resman,a_deviation,-8
254483.833693,1.103674,performance,resman,b_in_tolerance,1
254483.83373,1.103674,performance,resman,b_deviation,-8
254483.835205,1.103674,input,track,joystick_x,0
254483.835263,1.103674,input,track,joystick_y,0
254483.835309,1.103674,performance,track,joystick_x,0
254483.835343,1.103674,performance,track,joystick_y,0
254483.835399,1.103674,performance,track,cursor_in_target,1
254483.83544,1.103674,performance,track,center_deviation,1.394005
254483.850901,1.121225,performance,sysmon,event_occured,0
254483.851704,1.121225,state,sysmon,scale1,3
254483.851767,1.121225,state,sysmon,scale2,7
254483.851816,1.121225,state,sysmon,scale3,5
254483.851861,1.121225,state,sysmon,scale4,5
254483.934267,1.204218,performance,resman,a_in_tolerance,1
254483.934315,1.204218,performance,resman,a_deviation,-9
254483.934401,1.204218,performance,resman,b_in_tolerance,1
254483.93444,1.204218,performance,resman,b_deviation,-9
254483.935905,1.204218,input,track,joystick_x,0
254483.935961,1.204218,input,track,joystick_y,0
254483.936017,1.204218,performance,track,joystick_x,0
254483.936052,1.204218,performance,track,joystick_y,0
254483.936107,1.204218,performance,track,cursor_in_target,1
254483.936147,1.204218,performance,track,center_deviation,2.450629
254483.967147,1.237468,performance,sysmon,event_occured,0
254483.967955,1.237468,state,sysmon,scale1,4
254483.968071,1.237468,state,sysmon,scale2,6
254483.968122,1.237468,state,sysmon,scale3,6
254483.968168,1.237468,state,sysmon,scale4,4
254484.034359,1.30426,performance,resman,a_in_tolerance,1
254484.03441,1.30426,performance,resman,a_deviation,-10
254484.034496,1.30426,performance,resman,b_in_tolerance,1
254484.034534,1.30426,performance,resman,b_deviation,-10
254484.035987,1.30426,input,track,joystick_x,-2.0
254484.036061,1.30426,input,track,joystick_y,1.0
254484.036108,1.30426,performance,track,joystick_x,-2.0
254484.036144,1.30426,performance,track,joystick_y,1.0
254484.0362,1.30426,performance,track,cursor_in_target,1
254484.036242,1.30426,performance,track,center_deviation,3.60659
254484.067302,1.337643,performance,sysmon,event_occured,0
254484.068281,1.337643,state,sysmon,scale1,5
254484.068345,1.337643,state,sysmon,scale2,5
254484.068396,1.337643,state,sysmon,scale3,5
254484.068443,1.337643,state,sysmon,scale4,5
254484.151468,1.421434,performance,resman,a_in_tolerance,1
254484.151516,1.421434,performance,resman,a_deviation,-11
254484.151603,1.421434,performance,resman,b_in_tolerance,1
254484.15164,1.421434,performance,resman,b_deviation,-11
254484.153071,1.421434,input,track,joystick_x,-2.0
254484.153129,1.421434,input,track,joystick_y,1.0
254484.153175,1.421434,performance,track,joystick_x,-2.0
254484.153209,1.421434,performance,track,joystick_y,1.0
254484.153352,1.421434,performance,track,cursor_in_target,1
254484.153396,1.421434,performance,track,center_deviation,5.197976
254484.167486,1.437829,performance,sysmon,event_occured,0
254484.168311,1.437829,state,sysmon,scale1,6
254484.168378,1.437829,state,sysmon,scale2,4
254484.168427,1.437829,state,sysmon,scale3,4
254484.168471,1.437829,state,sysmon,scale4,6
254484.267868,1.537805,performance,resman,a_in_tolerance,1
254484.267923,1.537805,performance,resman,a_deviation,-12
254484.268034,1.537805,performance,resman,b_in_tolerance,1
254484.268073,1.537805,performance,resman,b_deviation,-12
254484.269478,1.537805,input,track,joystick_x,-2.5
254484.269539,1.537805,input,track,joystick_y,1.0
254484.269587,1.537805,performance,track,joystick_x,-2.5
254484.269623,1.537805,performance,track,joystick_y,1.0
254484.269679,1.537805,performance,track,cursor_in_target,1
254484.269719,1.537805,performance,track,center_deviation,7.174723
254484.284694,1.555,performance,sysmon,event_occured,0
254484.285546,1.555,state,sysmon,scale1,5
254484.285761,1.555,state,sysmon,scale2,3
254484.285809,1.555,state,sysmon,scale3,3
254484.285852,1.555,state,sysmon,scale4,5
254484.384508,1.654414,performance,resman,a_in_tolerance,1
254484.384553,1.654414,performance,resman,a_deviation,-13
254484.384634,1.654414,performance,resman,b_in_tolerance,1
254484.38467,1.654414,performance,resman,b_deviation,-13
254484.386164,1.654414,input,track,joystick_x,-2.5
254484.386221,1.654414,input,track,joystick_y,1.0
254484.386271,1.654414,performance,track,joystick_x,-2.5
254484.386306,1.654414,performance,track,joystick_y,1.0
254484.386362,1.654414,performance,track,cursor_in_target,1
254484.386402,1.654414,performance,track,center_deviation,9.4207
254484.400845,1.671164,performance,sysmon,event_occured,0
254484.401566,1.671164,state,sysmon,scale1,6
254484.401629,1.671164,state,sysmon,scale2,4
254484.40168,1.671164,state,sysmon,scale3,4
254484.401726,1.671164,state,sysmon,scale4,4
254484.501076,1.771036,performance,resman,a_in_tolerance,1
254484.501132,1.771036,performance,resman,a_deviation,-14
254484.50122,1.771036,performance,resman,b_in_tolerance,1
254484.501258,1.771036,performance,resman,b_deviation,-14
254484.502635,1.771036,input,track,joystick_x,-2.5
254484.502693,1.771036,input,track,joystick_y,1.0
254484.50274,1.771036,performance,track,joystick_x,-2.5
254484.502777,1.771036,performance,track,joystick_y,1.0
254484.502832,1.771036,performance,track,cursor_in_target,1
254484.502874,1.771036,performance,track,center_deviation,11.807217
254484.518055,1.788385,performance,sysmon,event_occured,0
254484.518815,1.788385,state,sysmon,scale1,5
254484.518879,1.788385,state,sysmon,scale2,5
254484.518927,1.788385,state,sysmon,scale3,5
254484.518969,1.788385,state,sysmon,scale4,5
254484.601075,1.871055,performance,resman,a_in_tolerance,1
254484.601125,1.871055,performance,resman,a_deviation,-15
254484.601354,1.871055,performance,resman,b_in_tolerance,1
254484.601394,1.871055,performance,resman,b_deviation,-15
254484.602801,1.871055,input,track,joystick_x,-2.5
254484.602863,1.871055,input,track,joystick_y,0.75
254484.602912,1.871055,performance,track,joystick_x,-2.5
254484.602947,1.871055,performance,track,joystick_y,0.75
254484.603005,1.871055,performance,track,cursor_in_target,1
254484.603044,1.871055,performance,track,center_deviation,14.263791
254484.633869,1.904185,performance,sysmon,event_occured,0
254484.634707,1.904185,state,sysmon,scale1,6
254484.634774,1.904185,state,sysmon,scale2,6
254484.634826,1.904185,state,sysmon,scale3,6
254484.634876,1.904185,state,sysmon,scale4,6
254484.717631,1.987577,performance,resman,a_in_tolerance,1
254484.717687,1.987577,performance,resman,a_deviation,-16
254484.717783,1.987577,performance,resman,b_in_tolerance,1
254484.71783,1.987577,performance,resman,b_deviation,-16
254484.719265,1.987577,input,track,joystick_x,-2.25
254484.719343,1.987577,input,track,joystick_y,0.75
254484.719394,1.987577,performance,track,joystick_x,-2.25
254484.719428,1.987577,performance,track,joystick_y,0.75
254484.719486,1.987577,performance,track,cursor_in_target,1
254484.719527,1.987577,performance,track,center_deviation,16.53865
254484.73397,2.004273,performance,sysmon,event_occured,0
254484.734792,2.004273,state,sysmon,scale1,5
254484.734858,2.004273,state,sysmon,scale2,5
254484.734914,2.004273,state,sysmon,scale3,5
254484.734962,2.004273,state,sysmon,scale4,5
254484.834318,2.104227,performance,resman,a_in_tolerance,1
254484.834368,2.104227,performance,resman,a_deviation,-17
254484.834454,2.104227,performance,resman,b_in_tolerance,1
254484.834491,2.104227,performance,resman,b_deviation,-17
