logtime,scenario_time,type_attribute,module,address,value
221934.358845,1.053873,performance,resman,a_in_tolerance,1
221934.358894,1.053873,performance,resman,a_deviation,-8
221934.358983,1.053873,performance,resman,b_in_tolerance,1
221934.359024,1.053873,performance,resman,b_deviation,-8
221934.360634,1.053873,input,track,joystick_x,0
221934.360694,1.053873,input,track,joystick_y,0
221934.360741,1.053873,performance,track,joystick_x,0
221934.360773,1.053873,performance,track,joystick_y,0
221934.360831,1.053873,performance,track,cursor_in_target,1
221934.360872,1.053873,performance,track,center_deviation,1.394005
221934.391935,1.087358,performance,sysmon,event_occured,0
221934.392125,1.087358,performance,sysmon,response_time,0
221934.392866,1.087358,state,sysmon,scale1,4
221934.392929,1.087358,state,sysmon,scale2,6
221934.39298,1.087358,state,sysmon,scale3,4
221934.393027,1.087358,state,sysmon,scale4,4
221934.47553,1.170575,performance,resman,a_in_tolerance,1
221934.475575,1.170575,performance,resman,a_deviation,-9
221934.475657,1.170575,performance,resman,b_in_tolerance,1
221934.475698,1.170575,performance,resman,b_deviation,-9
221934.477186,1.170575,input,track,joystick_x,0
221934.477245,1.170575,input,track,joystick_y,0
221934.477292,1.170575,performance,track,joystick_x,0
221934.477325,1.170575,performance,track,joystick_y,0
221934.477381,1.170575,performance,track,cursor_in_target,1
221934.477423,1.170575,performance,track,center_deviation,2.450629
221934.491928,1.18737,performance,sysmon,event_occured,0
221934.492108,1.18737,performance,sysmon,response_time,0
221934.492784,1.18737,state,sysmon,scale1,3
221934.49285,1.18737,state,sysmon,scale2,7
221934.492909,1.18737,state,sysmon,scale3,3
221934.49295,1.18737,state,sysmon,scale4,3
221934.592116,1.287118,performance,resman,a_in_tolerance,1
221934.592166,1.287118,performance,resman,a_deviation,-10
221934.592262,1.287118,performance,resman,b_in_tolerance,1
221934.592303,1.287118,performance,resman,b_deviation,-10
221934.593697,1.287118,input,track,joystick_x,0
221934.593755,1.287118,input,track,joystick_y,0
221934.593801,1.287118,performance,track,joystick_x,0
221934.593835,1.287118,performance,track,joystick_y,0
221934.593892,1.287118,performance,track,cursor_in_target,1
221934.593934,1.287118,performance,track,center_deviation,3.60659
221934.608613,1.304027,performance,sysmon,event_occured,0
221934.608803,1.304027,performance,sysmon,response_time,0
221934.609644,1.304027,state,sysmon,scale1,4
221934.609703,1.304027,state,sysmon,scale2,6
221934.609752,1.304027,state,sysmon,scale3,4
221934.609794,1.304027,state,sysmon,scale4,4
221934.69212,1.387133,performance,resman,a_in_tolerance,1
221934.69217,1.387133,performance,resman,a_deviation,-11
221934.692264,1.387133,performance,resman,b_in_tolerance,1
221934.692305,1.387133,performance,resman,b_deviation,-11
221934.69369,1.387133,input,track,joystick_x,0
221934.693745,1.387133,input,track,joystick_y,0
221934.693791,1.387133,performance,track,joystick_x,0
221934.693825,1.387133,performance,track,joystick_y,0
221934.693964,1.387133,performance,track,cursor_in_target,1
221934.694007,1.387133,performance,track,center_deviation,4.79018
221934.708789,1.404232,performance,sysmon,event_occured,0
221934.708966,1.404232,performance,sysmon,response_time,0
221934.709659,1.404232,state,sysmon,scale1,3
221934.709725,1.404232,state,sysmon,scale2,5
221934.709782,1.404232,state,sysmon,scale3,3
221934.70983,1.404232,state,sysmon,scale4,5
221934.792475,1.48746,performance,resman,a_in_tolerance,1
221934.792525,1.48746,performance,resman,a_deviation,-12
221934.792613,1.48746,performance,resman,b_in_tolerance,1
221934.792651,1.48746,performance,resman,b_deviation,-12
221934.794076,1.48746,input,track,joystick_x,0
221934.794135,1.48746,input,track,joystick_y,0
221934.794184,1.48746,performance,track,joystick_x,0
221934.794217,1.48746,performance,track,joystick_y,0
221934.794275,1.48746,performance,track,cursor_in_target,1
221934.794316,1.48746,performance,track,center_deviation,5.984735
221934.825188,1.520597,performance,sysmon,event_occured,0
221934.825371,1.520597,performance,sysmon,response_time,0
221934.826203,1.520597,state,sysmon,scale1,4
221934.826267,1.520597,state,sysmon,scale2,6
221934.826314,1.520597,state,sysmon,scale3,4
221934.82636,1.520597,state,sysmon,scale4,6
221934.908898,1.603914,performance,resman,a_in_tolerance,1
221934.908953,1.603914,performance,resman,a_deviation,-13
221934.909043,1.603914,performance,resman,b_in_tolerance,1
221934.909082,1.603914,performance,resman,b_deviation,-13
221934.910571,1.603914,input,track,joystick_x,0
221934.910629,1.603914,input,track,joystick_y,0
221934.910676,1.603914,performance,track,joystick_x,0
221934.91071,1.603914,performance,track,joystick_y,0
221934.910767,1.603914,performance,track,cursor_in_target,1
221934.910808,1.603914,performance,track,center_deviation,7.184518
221934.925235,1.620667,performance,sysmon,event_occured,0
221934.925394,1.620667,performance,sysmon,response_time,0
221934.926065,1.620667,state,sysmon,scale1,5
221934.926139,1.620667,state,sysmon,scale2,7
221934.92619,1.620667,state,sysmon,scale3,5
221934.92625,1.620667,state,sysmon,scale4,5
221935.008992,1.70402,performance,resman,a_in_tolerance,1
221935.009055,1.70402,performance,resman,a_deviation,-14
221935.009159,1.70402,performance,resman,b_in_tolerance,1
221935.009204,1.70402,performance,resman,b_deviation,-14
221935.010918,1.70402,input,track,joystick_x,0
221935.010975,1.70402,input,track,joystick_y,0
221935.011021,1.70402,performance,track,joystick_x,0
221935.011054,1.70402,performance,track,joystick_y,0
221935.011108,1.70402,performance,track,cursor_in_target,1
221935.01115,1.70402,performance,track,center_deviation,8.387032
221935.04161,1.737044,performance,sysmon,event_occured,0
221935.041788,1.737044,performance,sysmon,response_time,0
221935.042465,1.737044,state,sysmon,scale1,4
221935.04253,1.737044,state,sysmon,scale2,6
221935.042581,1.737044,state,sysmon,scale3,4
221935.042627,1.737044,state,sysmon,scale4,4
221935.125424,1.820451,performance,resman,a_in_tolerance,1
221935.125594,1.820451,performance,resman,a_deviation,-15
221935.125697,1.820451,performance,resman,b_in_tolerance,1
221935.125738,1.820451,performance,resman,b_deviation,-15
221935.127169,1.820451,input,track,joystick_x,0
221935.127225,1.820451,input,track,joystick_y,0
221935.127271,1.820451,performance,track,joystick_x,0
221935.127306,1.820451,performance,track,joystick_y,0
221935.127361,1.820451,performance,track,cursor_in_target,1
221935.127403,1.820451,performance,track,center_deviation,9.591007
221935.141634,1.837063,performance,sysmon,event_occured,0
221935.141811,1.837063,performance,sysmon,response_time,0
221935.142517,1.837063,state,sysmon,scale1,5
221935.142578,1.837063,state,sysmon,scale2,5
221935.142627,1.837063,state,sysmon,scale3,5
221935.142673,1.837063,state,sysmon,scale4,5
221935.241848,1.936917,performance,resman,a_in_tolerance,1
221935.241901,1.936917,performance,resman,a_deviation,-16
221935.241991,1.936917,performance,resman,b_in_tolerance,1
221935.242036,1.936917,performance,resman,b_deviation,-16
221935.243501,1.936917,input,track,joystick_x,0
221935.243559,1.936917,input,track,joystick_y,0
221935.243606,1.936917,performance,track,joystick_x,0
221935.243639,1.936917,performance,track,joystick_y,0
221935.243695,1.936917,performance,track,cursor_in_target,1
221935.243735,1.936917,performance,track,center_deviation,10.795725
221935.258303,1.953725,performance,sysmon,event_occured,0
221935.258481,1.953725,performance,sysmon,response_time,0
221935.259168,1.953725,state,sysmon,scale1,4
221935.259235,1.953725,state,sysmon,scale2,4
221935.259288,1.953725,state,sysmon,scale3,6
221935.259337,1.953725,state,sysmon,scale4,4
221935.342016,2.037114,performance,resman,a_in_tolerance,1
221935.342064,2.037114,performance,resman,a_deviation,-17
221935.342156,2.037114,performance,resman,b_in_tolerance,1
221935.342196,2.037114,performance,resman,b_deviation,-17
221935.343685,2.037114,input,track,joystick_x,0
221935.343746,2.037114,input,track,joystick_y,0
