221933.483083,0.172467,input,track,joystick_x,0
221933.488498,0.183598,input,track,joystick_x,0
221934.360634,1.053873,input,track,joystick_x,0
221934.477186,1.170575,input,track,joystick_x,0
221934.593697,1.287118,input,track,joystick_x,0
221934.69369,1.387133,input,track,joystick_x,0
221934.794076,1.48746,input,track,joystick_x,0
221934.910571,1.603914,input,track,joystick_x,0
221935.010918,1.70402,input,track,joystick_x,0
221935.127169,1.820451,input,track,joystick_x,0
221935.243501,1.936917,input,track,joystick_x,0
221935.343685,2.037114,input,track,joystick_x,0
221935.460431,2.153763,input,track,joystick_x,0
221935.56078,2.253989,input,track,joystick_x,0
221935.676616,2.370439,input,track,joystick_x,0
221935.776923,2.470795,input,track,joystick_x,0
221935.892904,2.587231,input,track,joystick_x,0
221936.009517,2.703924,input,track,joystick_x,0
221936.125933,2.820513,input,track,joystick_x,0
221936.242395,2.936939,input,track,joystick_x,0
221936.342342,3.036957,input,track,joystick_x,0
221936.459139,3.153684,input,track,joystick_x,0
221936.575727,3.270288,input,track,joystick_x,0
221936.693263,3.387057,input,track,joystick_x,0
221936.809857,3.503655,input,track,joystick_x,0
221936.926491,3.620311,input,track,joystick_x,0
221937.026976,3.720765,input,track,joystick_x,0
221937.143099,3.836808,input,track,joystick_x,0
221937.242958,3.936871,input,track,joystick_x,0
221937.343258,4.037071,input,track,joystick_x,0
221937.459729,4.153559,input,track,joystick_x,0
221937.576423,4.270325,input,track,joystick_x,0
221937.693135,4.387,input,track,joystick_x,0
221937.809973,4.503709,input,track,joystick_x,0
221937.926452,4.6203,input,track,joystick_x,0
221938.026493,4.720345,input,track,joystick_x,0
221938.142936,4.836755,input,track,joystick_x,0
221938.242969,4.936797,input,track,joystick_x,0
221938.361005,5.053492,input,track,joystick_x,0
221938.461908,5.153625,input,track,joystick_x,0
221938.578491,5.270271,input,track,joystick_x,0
221938.695275,5.386896,input,track,joystick_x,0
221938.795114,5.486908,input,track,joystick_x,0
221938.895071,5.586949,input,track,joystick_x,0
221939.01169,5.703418,input,track,joystick_x,0
221939.111805,5.803434,input,track,joystick_x,0
221939.228274,5.920163,input,track,joystick_x,0
221939.328628,6.020499,input,track,joystick_x,0
221939.445113,6.136817,input,track,joystick_x,0
221939.561602,6.253525,input,track,joystick_x,0
221939.678181,6.370124,input,track,joystick_x,0
221939.79481,6.486763,input,track,joystick_x,0
221939.911549,6.603424,input,track,joystick_x,0
221940.011709,6.703468,input,track,joystick_x,0
221940.127952,6.819914,input,track,joystick_x,0
221940.228243,6.920136,input,track,joystick_x,0
221940.328207,7.020148,input,track,joystick_x,0
221940.428308,7.120194,input,track,joystick_x,0
221940.544819,7.236766,input,track,joystick_x,0
221940.661399,7.353048,input,track,joystick_x,0
221940.761374,7.453316,input,track,joystick_x,0
221940.878065,7.570064,input,track,joystick_x,0
221940.994592,7.686551,input,track,joystick_x,0
221941.111438,7.803411,input,track,joystick_x,0
221941.228264,7.920232,input,track,joystick_x,0
221941.344822,8.036701,input,track,joystick_x,0
221941.461551,8.153299,input,track,joystick_x,0
221941.577835,8.269816,input,track,joystick_x,0
221941.694579,8.386523,input,track,joystick_x,0
221941.811189,8.503094,input,track,joystick_x,0
221941.911354,8.60313,input,track,joystick_x,0
221942.027903,8.71989,input,track,joystick_x,0
221942.144587,8.836559,input,track,joystick_x,0
221942.261218,8.953198,input,track,joystick_x,0
221942.378107,9.0699,input,track,joystick_x,0
221942.478154,9.169917,input,track,joystick_x,0
221942.594716,9.286422,input,track,joystick_x,0
221942.694787,9.386604,input,track,joystick_x,0
221942.81119,9.503151,input,track,joystick_x,0
221942.911234,9.603156,input,track,joystick_x,0
221943.011328,9.703183,input,track,joystick_x,0
221943.128107,9.819878,input,track,joystick_x,0
221943.228038,9.919935,input,track,joystick_x,-3.5
221943.328239,10.02017,input,track,joystick_x,-4.25
221943.44444,10.136436,input,track,joystick_x,-4.5
221943.544983,10.236616,input,track,joystick_x,-4.5
221943.661418,10.352973,input,track,joystick_x,-4.5
221943.778024,10.470009,input,track,joystick_x,-4.25
221943.894956,10.586435,input,track,joystick_x,-3.75
221944.011202,10.703122,input,track,joystick_x,-3.75
221944.111216,10.803156,input,track,joystick_x,-4.75
221944.227806,10.919704,input,track,joystick_x,-4.75
221944.327982,11.019721,input,track,joystick_x,-4.75
221944.444517,11.136478,input,track,joystick_x,-4.5
221944.561246,11.252941,input,track,joystick_x,-4.5
221944.677737,11.369598,input,track,joystick_x,-4.75
221944.777923,11.469633,input,track,joystick_x,-4.75
221944.877935,11.569794,input,track,joystick_x,-1.75
221944.977904,11.669804,input,track,joystick_x,-1.5
221945.09473,11.786411,input,track,joystick_x,-1.5
221945.194733,11.886622,input,track,joystick_x,-1.5
221945.311385,12.003056,input,track,joystick_x,-1.5
221945.427689,12.119529,input,track,joystick_x,-1.5
221945.528205,12.219636,input,track,joystick_x,-1.5
221945.627853,12.31973,input,track,joystick_x,-1.5
221945.728077,12.419964,input,track,joystick_x,-0.5
221945.844382,12.536241,input,track,joystick_x,-0.25
221945.944512,12.636483,input,track,joystick_x,-0.25
221946.061123,12.75284,input,track,joystick_x,-0.25
221946.160927,12.85285,input,track,joystick_x,-0.25
221946.261269,12.952985,input,track,joystick_x,-0.25
221946.377754,13.069459,input,track,joystick_x,-0.25
221946.47784,13.16966,input,track,joystick_x,-0.25
221946.594272,13.286083,input,track,joystick_x,-0.25
221946.694522,13.386419,input,track,joystick_x,-0.25
221946.810956,13.502827,input,track,joystick_x,-0.25
221946.927861,13.619757,input,track,joystick_x,-0.25
221947.044569,13.736229,input,track,joystick_x,-0.25
221947.144399,13.836554,input,track,joystick_x,-0.25
221947.261189,13.952766,input,track,joystick_x,-0.25
221947.377499,14.069348,input,track,joystick_x,-0.25
221947.477713,14.169378,input,track,joystick_x,-0.25
221947.577757,14.269428,input,track,joystick_x,-0.25
221947.678075,14.369457,input,track,joystick_x,-0.25
221947.794065,14.486002,input,track,joystick_x,-0.25
221947.9108,14.602737,input,track,joystick_x,-0.25
221948.027717,14.719714,input,track,joystick_x,-0.5
221948.144181,14.836189,input,track,joystick_x,-0.5
221948.260907,14.952766,input,track,joystick_x,-0.5
221948.377315,15.069276,input,track,joystick_x,-0.5
221948.477301,15.169333,input,track,joystick_x,-0.5
221948.594089,15.286005,input,track,joystick_x,-0.5
221948.694311,15.386071,input,track,joystick_x,-0.5
221948.794189,15.486187,input,track,joystick_x,-0.5
221948.894884,15.586642,input,track,joystick_x,-0.5
221949.010798,15.702635,input,track,joystick_x,-0.5
221949.127328,15.819336,input,track,joystick_x,-0.5
221949.244137,15.936037,input,track,joystick_x,-0.5
221949.360745,16.05268,input,track,joystick_x,-0.5
221949.460857,16.152698,input,track,joystick_x,-0.5
221949.57741,16.269233,input,track,joystick_x,-0.5
221949.694294,16.385949,input,track,joystick_x,-0.5
221949.793994,16.485993,input,track,joystick_x,-0.5
221949.910691,16.602616,input,track,joystick_x,-0.5
221950.010721,16.702662,input,track,joystick_x,-0.5
221950.127414,16.819311,input,track,joystick_x,-0.5
221950.244051,16.935974,input,track,joystick_x,-0.5
221950.344015,17.036015,input,track,joystick_x,-0.5
221950.444052,17.136029,input,track,joystick_x,-0.5
221950.560541,17.252518,input,track,joystick_x,-0.5
221950.660798,17.352539,input,track,joystick_x,-0.5
221950.761002,17.452986,input,track,joystick_x,-0.5
221950.877132,17.569088,input,track,joystick_x,-0.5
221950.977242,17.669243,input,track,joystick_x,-0.5
221951.07734,17.769298,input,track,joystick_x,-0.5
221951.193939,17.885901,input,track,joystick_x,-0.5
221951.310724,18.002669,input,track,joystick_x,-0.5
221951.427977,18.119322,input,track,joystick_x,-0.5
221951.541514,18.234202,input,track,joystick_x,-0.5
221951.644565,18.336519,input,track,joystick_x,-0.5
221951.7607,18.452573,input,track,joystick_x,-0.5
221951.877074,18.569027,input,track,joystick_x,-0.5
221951.982188,18.672866,input,track,joystick_x,-0.5
221952.093722,18.785712,input,track,joystick_x,-0.5
221952.193843,18.885715,input,track,joystick_x,-0.5
221952.293791,18.985762,input,track,joystick_x,-0.5
221952.409666,19.1024,input,track,joystick_x,-0.5
221952.526399,19.219095,input,track,joystick_x,-0.5
221952.626559,19.319157,input,track,joystick_x,-0.5
221952.742982,19.435884,input,track,joystick_x,-0.5
221952.859825,19.55239,input,track,joystick_x,-0.5
221952.975949,19.668803,input,track,joystick_x,-0.5
221953.076448,19.768972,input,track,joystick_x,-0.5
221953.176183,19.868974,input,track,joystick_x,-0.5
221953.292908,19.985722,input,track,joystick_x,-0.5
221953.409656,20.102408,input,track,joystick_x,-0.5
221953.526415,20.219082,input,track,joystick_x,-0.5
221953.642775,20.335619,input,track,joystick_x,-0.5
221953.742819,20.435674,input,track,joystick_x,-0.5
221953.859602,20.552339,input,track,joystick_x,-0.5
221953.976266,20.668772,input,track,joystick_x,-0.5
221954.076201,20.768927,input,track,joystick_x,-0.5
221954.192721,20.885518,input,track,joystick_x,-0.5
221954.292913,20.985586,input,track,joystick_x,-0.5
221954.392792,21.085589,input,track,joystick_x,-0.5
221954.492829,21.185595,input,track,joystick_x,-0.5
221954.609627,21.302344,input,track,joystick_x,-0.5
221954.726007,21.418755,input,track,joystick_x,-0.5
221954.826352,21.518906,input,track,joystick_x,-0.5
221954.926282,21.61902,input,track,joystick_x,-0.5
221955.026445,21.719206,input,track,joystick_x,-0.5
221955.14304,21.835624,input,track,joystick_x,-0.5
221955.259471,21.952316,input,track,joystick_x,-0.5
221955.375887,22.068729,input,track,joystick_x,-0.5
221955.492626,22.185455,input,track,joystick_x,-0.5
221955.609429,22.302229,input,track,joystick_x,-0.5
221955.709933,22.4025,input,track,joystick_x,-0.5
221955.826178,22.518797,input,track,joystick_x,-0.5
221955.942627,22.635408,input,track,joystick_x,-0.5
221956.059371,22.752178,input,track,joystick_x,-0.5
221956.175856,22.868751,input,track,joystick_x,-0.5
221956.292369,22.985274,input,track,joystick_x,-0.5
221956.39257,23.085364,input,track,joystick_x,-0.5
221956.492618,23.185519,input,track,joystick_x,-0.5
221956.609247,23.302046,input,track,joystick_x,-0.5
221956.710169,23.402777,input,track,joystick_x,-0.5
221956.825827,23.518646,input,track,joystick_x,-0.5
221956.942522,23.635257,input,track,joystick_x,-0.5
221957.042736,23.735514,input,track,joystick_x,-0.5
221957.159575,23.852006,input,track,joystick_x,-0.5
221957.276339,23.968764,input,track,joystick_x,-0.5
221957.392507,24.085274,input,track,joystick_x,-0.5
221957.49261,24.185284,input,track,joystick_x,-0.5
221957.5929,24.285319,input,track,joystick_x,-0.5
221957.694872,24.387292,input,track,joystick_x,-0.5
221957.809284,24.501986,input,track,joystick_x,-0.5
221957.909503,24.602107,input,track,joystick_x,-0.5
221958.025968,24.718586,input,track,joystick_x,-0.5
221958.126106,24.81891,input,track,joystick_x,-0.5
221958.226214,24.918914,input,track,joystick_x,-0.5
221958.342935,25.035723,input,track,joystick_x,-0.5
221958.459307,25.151979,input,track,joystick_x,-0.5
221958.559273,25.252031,input,track,joystick_x,-0.5
221958.676089,25.368736,input,track,joystick_x,-0.5
221958.792492,25.485248,input,track,joystick_x,-0.5
221958.909207,25.601972,input,track,joystick_x,-0.5
221959.026054,25.718592,input,track,joystick_x,-0.5
221959.142492,25.835274,input,track,joystick_x,-0.5
221959.242875,25.935643,input,track,joystick_x,-0.5
221959.359169,26.051997,input,track,joystick_x,-0.5
221959.475683,26.168466,input,track,joystick_x,-0.5
221959.575814,26.268607,input,track,joystick_x,-0.5
221959.692303,26.385057,input,track,joystick_x,-0.5
221959.808928,26.501647,input,track,joystick_x,-0.5
221959.90896,26.601753,input,track,joystick_x,-0.5
221960.025616,26.718405,input,track,joystick_x,-0.5
221960.142375,26.83502,input,track,joystick_x,-0.5
221960.243135,26.93574,input,track,joystick_x,-0.5
221960.35901,27.0518,input,track,joystick_x,-0.5
221960.459019,27.151838,input,track,joystick_x,-0.5
221960.575631,27.268468,input,track,joystick_x,-0.5
221960.692022,27.384878,input,track,joystick_x,-0.5
221960.792369,27.484976,input,track,joystick_x,-0.5
221960.908886,27.601681,input,track,joystick_x,-0.5
221961.009156,27.701808,input,track,joystick_x,-0.5
221961.125725,27.818458,input,track,joystick_x,-0.5
221961.2262,27.918748,input,track,joystick_x,-0.5
221961.342289,28.03503,input,track,joystick_x,-0.5
221961.458926,28.151697,input,track,joystick_x,-0.5
221961.559455,28.251701,input,track,joystick_x,-0.5
221961.675734,28.368386,input,track,joystick_x,-0.5
221961.77571,28.4685,input,track,joystick_x,-0.5
221961.875926,28.568598,input,track,joystick_x,-0.5
221961.992248,28.684937,input,track,joystick_x,-0.5
221962.109001,28.801607,input,track,joystick_x,-0.5
221962.20919,28.901852,input,track,joystick_x,-0.5
221962.325608,29.01832,input,track,joystick_x,-0.5
221962.42577,29.118477,input,track,joystick_x,-0.5
221962.542056,29.23478,input,track,joystick_x,-0.5
221962.642017,29.334831,input,track,joystick_x,-0.5
221962.742154,29.43495,input,track,joystick_x,-0.5
221962.842428,29.534982,input,track,joystick_x,-0.5
221962.958869,29.651511,input,track,joystick_x,-0.5
221963.075373,29.768207,input,track,joystick_x,0.0
221963.175456,29.868317,input,track,joystick_x,0.0
221963.275518,29.96835,input,track,joystick_x,0.0
221963.392221,30.08499,input,track,joystick_x,0.0
221963.508722,30.20154,input,track,joystick_x,0.0
221963.625438,30.318273,input,track,joystick_x,0.0
221963.725505,30.418289,input,track,joystick_x,0.0
221963.825676,30.518302,input,track,joystick_x,0.0
221963.942216,30.63498,input,track,joystick_x,0.0
221964.058881,30.751489,input,track,joystick_x,0.0
221964.175318,30.868171,input,track,joystick_x,0.0
221964.292102,30.98494,input,track,joystick_x,0.25
221964.408832,31.101513,input,track,joystick_x,0.75
221964.525323,31.218143,input,track,joystick_x,0.75
221964.625655,31.318183,input,track,joystick_x,0.75
221964.741898,31.434736,input,track,joystick_x,0.75
221964.842056,31.53486,input,track,joystick_x,0.75
221964.958452,31.651258,input,track,joystick_x,0.75
221965.058561,31.751357,input,track,joystick_x,0.75
221965.158681,31.85148,input,track,joystick_x,0.25
221965.275227,31.968064,input,track,joystick_x,0.25
221965.392143,32.084779,input,track,joystick_x,0.25
221965.508475,32.201244,input,track,joystick_x,0.25
221965.608485,32.301287,input,track,joystick_x,0.25
221965.708529,32.401339,input,track,joystick_x,0.25
221965.825344,32.518094,input,track,joystick_x,0.25
221965.941886,32.634655,input,track,joystick_x,0.25
221966.041878,32.734665,input,track,joystick_x,0.25
221966.158572,32.851417,input,track,joystick_x,0.25
221966.275239,32.968066,input,track,joystick_x,0.25
221966.375243,33.06809,input,track,joystick_x,0.25
221966.475509,33.168358,input,track,joystick_x,0.25
221966.59191,33.284585,input,track,joystick_x,0.25
221966.691907,33.384717,input,track,joystick_x,0.25
221966.808478,33.501275,input,track,joystick_x,0.25
221966.92518,33.61798,input,track,joystick_x,0.25
221967.041922,33.734618,input,track,joystick_x,0.25
221967.158398,33.851142,input,track,joystick_x,0.25
221967.258459,33.95118,input,track,joystick_x,0.25
