logtime,scenario_time,type_attribute,module,address,value
1033.418908,1.007561,performance,track,cursor_in_target,1
1033.418969,1.007561,performance,track,center_deviation,1.478425
1033.419547,1.007561,performance,resman,a_in_tolerance,1
1033.419587,1.007561,performance,resman,a_deviation,-7
1033.41966,1.007561,performance,resman,b_in_tolerance,1
1033.419694,1.007561,performance,resman,b_deviation,-7
1033.432518,1.023376,performance,sysmon,signal_detection,NONE
1033.433322,1.023376,state,sysmon,scale1,7
1033.43338,1.023376,state,sysmon,scale2,5
1033.433426,1.023376,state,sysmon,scale3,3
1033.43347,1.023376,state,sysmon,scale4,7
1033.531912,1.122,input,track,joystick_x,-27.75
1033.532034,1.122,input,track,joystick_y,18.25
1033.532087,1.122,performance,track,joystick_x,-27.75
1033.532121,1.122,performance,track,joystick_y,18.25
1033.532177,1.122,performance,track,cursor_in_target,1
1033.532219,1.122,performance,track,center_deviation,1.394005
1033.53329,1.122,performance,resman,a_in_tolerance,1
1033.533326,1.122,performance,resman,a_deviation,-8
1033.533394,1.122,performance,resman,b_in_tolerance,1
1033.533425,1.122,performance,resman,b_deviation,-8
1033.548413,1.139312,performance,sysmon,signal_detection,NONE
1033.549199,1.139312,state,sysmon,scale1,6
1033.549253,1.139312,state,sysmon,scale2,4
1033.549297,1.139312,state,sysmon,scale3,4
1033.549343,1.139312,state,sysmon,scale4,6
1033.633311,1.223114,input,track,joystick_x,-27.75
1033.633423,1.223114,input,track,joystick_y,18.5
1033.633477,1.223114,performance,track,joystick_x,-27.75
1033.633514,1.223114,performance,track,joystick_y,18.5
1033.633572,1.223114,performance,track,cursor_in_target,1
1033.633629,1.223114,performance,track,center_deviation,33.928261
1033.634203,1.223114,performance,resman,a_in_tolerance,1
1033.63424,1.223114,performance,resman,a_deviation,-9
1033.634314,1.223114,performance,resman,b_in_tolerance,1
1033.634349,1.223114,performance,resman,b_deviation,-9
1033.648883,1.239786,performance,sysmon,signal_detection,NONE
1033.649793,1.239786,state,sysmon,scale1,5
1033.649856,1.239786,state,sysmon,scale2,3
1033.649901,1.239786,state,sysmon,scale3,3
1033.649943,1.239786,state,sysmon,scale4,7
1033.749971,1.339748,input,track,joystick_x,-27.75
1033.750086,1.339748,input,track,joystick_y,18.5
1033.75014,1.339748,performance,track,joystick_x,-27.75
1033.750176,1.339748,performance,track,joystick_y,18.5
1033.750235,1.339748,performance,track,cursor_in_target,0
1033.75028,1.339748,performance,track,center_deviation,67.165683
1033.750975,1.339748,performance,resman,a_in_tolerance,1
1033.751013,1.339748,performance,resman,a_deviation,-10
1033.751087,1.339748,performance,resman,b_in_tolerance,1
1033.751121,1.339748,performance,resman,b_deviation,-10
1033.765756,1.356643,performance,sysmon,signal_detection,NONE
1033.766522,1.356643,state,sysmon,scale1,4
1033.76658,1.356643,state,sysmon,scale2,4
1033.766627,1.356643,state,sysmon,scale3,4
1033.76667,1.356643,state,sysmon,scale4,6
1033.866459,1.456329,input,track,joystick_x,-26.0
1033.866568,1.456329,input,track,joystick_y,23.25
1033.86662,1.456329,performance,track,joystick_x,-26.0
1033.866655,1.456329,performance,track,joystick_y,23.25
1033.866711,1.456329,performance,track,cursor_in_target,0
1033.866756,1.456329,performance,track,center_deviation,100.407203
1033.867407,1.456329,performance,resman,a_in_tolerance,1
1033.867446,1.456329,performance,resman,a_deviation,-11
1033.86752,1.456329,performance,resman,b_in_tolerance,1
1033.867554,1.456329,performance,resman,b_deviation,-11
1033.882729,1.473619,performance,sysmon,signal_detection,NONE
1033.883518,1.473619,state,sysmon,scale1,5
1033.883576,1.473619,state,sysmon,scale2,3
1033.883623,1.473619,state,sysmon,scale3,3
1033.88367,1.473619,state,sysmon,scale4,7
1033.966501,1.556383,input,track,joystick_x,-18.75
1033.966612,1.556383,input,track,joystick_y,22.0
1033.966665,1.556383,performance,track,joystick_x,-18.75
1033.966701,1.556383,performance,track,joystick_y,22.0
1033.966756,1.556383,performance,track,cursor_in_target,0
1033.966798,1.556383,performance,track,center_deviation,135.12764
1033.967412,1.556383,performance,resman,a_in_tolerance,1
1033.967452,1.556383,performance,resman,a_deviation,-12
1033.967526,1.556383,performance,resman,b_in_tolerance,1
1033.967561,1.556383,performance,resman,b_deviation,-12
1033.998772,1.589656,performance,sysmon,signal_detection,NONE
1033.999519,1.589656,state,sysmon,scale1,4
1033.999583,1.589656,state,sysmon,scale2,4
1033.999627,1.589656,state,sysmon,scale3,4
1033.999669,1.589656,state,sysmon,scale4,6
1034.066527,1.656405,input,track,joystick_x,-14.75
1034.066637,1.656405,input,track,joystick_y,19.5
1034.066688,1.656405,performance,track,joystick_x,-14.75
1034.066724,1.656405,performance,track,joystick_y,19.5
1034.066781,1.656405,performance,track,cursor_in_target,0
