joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0.0,-0.25,1.478425,1,1,-7,1,-7,0,0,0,0,0,0,0,0,5,3,7,7,0,0,1,0,0
0.0,0.25,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
0.0,0.25,2.214787,1,1,-9,1,-9,0,0,0,0,0,0,0,0,3,3,7,5,0,0,1,0,0
0.0,0.25,3.60659,1,1,-10,1,-10,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
0.0,0.25,5.010211,1,1,-11,1,-11,0,0,0,0,0,0,0,0,3,3,7,5,0,0,1,0,0
0.0,0.25,6.417579,1,1,-12,1,-12,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
0.0,0.25,7.826384,1,1,-13,1,-13,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
-0.25,0.25,9.235698,1,1,-14,1,-14,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.25,0.25,10.645065,1,1,-15,1,-15,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-0.75,0.25,11.927497,1,1,-16,1,-16,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.75,0.25,13.210778,1,1,-17,1,-17,0,0,0,0,0,0,0,0,7,3,3,3,0,0,1,0,0
-0.75,0.25,14.259644,1,1,-18,1,-18,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
-0.75,0.25,15.326493,1,1,-19,1,-19,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-0.75,0.25,16.40764,1,1,-20,1,-20,0,0,0,0,0,0,0,0,6,4,6,6,0,0,1,0,0
-0.75,0.25,17.50026,1,1,-21,1,-21,0,0,0,0,0,0,0,0,7,5,5,5,0,0,1,0,0
-0.75,0.25,18.60216,1,1,-22,1,-22,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.75,0.25,19.711611,1,1,-23,1,-23,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-0.75,0.25,20.827238,1,1,-24,1,-24,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-0.75,0.25,21.947931,1,1,-25,1,-25,0,0,0,0,0,0,0,0,5,7,3,7,0,0,1,0,0
-0.75,0.25,23.072786,1,1,-26,1,-26,0,0,0,0,0,0,0,0,6,6,4,6,0,0,1,0,0
-0.75,0.25,24.201058,1,1,-27,1,-27,0,0,0,0,0,0,0,0,5,5,3,7,0,0,1,0,0
-0.75,0.25,25.332127,1,1,-28,1,-28,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.75,0.25,26.465471,1,1,-29,1,-29,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
-0.75,0.25,27.60065,1,1,-30,1,-30,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-0.75,0.0,28.737286,1,1,-31,1,-31,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-0.75,0.0,29.875055,1,1,-32,1,-32,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-0.75,0.0,30.769825,1,1,-33,1,-33,0,0,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
-0.75,0.0,31.664473,1,1,-34,1,-34,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.75,0.0,32.558875,1,1,-35,1,-35,0,0,0,0,0,0,0,0,7,3,5,5,0,0,1,0,0
-0.75,0.0,33.452919,1,1,-36,1,-36,0,0,0,0,0,0,0,0,6,4,6,4,0,0,1,0,0
-0.75,0.0,34.3465,1,1,-37,1,-37,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-0.75,0.0,35.239522,1,1,-38,1,-38,0,0,0,0,0,0,0,0,6,4,4,6,0,0,1,0,0
-0.75,0.0,36.131894,1,1,-39,1,-39,0,0,0,0,0,0,0,0,5,5,5,7,0,0,1,0,0
-0.75,0.0,37.023532,1,1,-40,1,-40,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-0.75,0.0,37.914355,1,1,-41,1,-41,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
-0.75,0.0,38.804288,1,1,-42,1,-42,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
-0.75,0.0,39.693259,1,1,-43,1,-43,0,0,0,0,0,0,0,0,3,7,7,3,0,0,1,0,0
-0.75,0.0,40.581202,1,1,-44,1,-44,0,0,0,0,0,0,0,0,4,6,6,4,0,0,1,0,0
-0.75,0.0,41.468051,1,1,-45,1,-45,0,0,0,0,0,0,0,0,5,7,7,5,0,0,1,0,0
-0.75,0.0,42.353744,1,1,-46,1,-46,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-0.75,0.0,43.238223,1,1,-47,1,-47,0,0,0,0,0,0,0,0,7,7,7,3,0,0,1,0,0
-0.75,0.0,44.121429,1,1,-48,1,-48,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-0.75,0.0,45.003309,1,1,-49,1,-49,0,0,0,0,0,0,0,0,7,7,5,5,0,0,1,0,0
-0.75,0.0,45.883809,1,1,-50,1,-50,0,0,0,0,0,0,0,0,6,6,6,6,0,0,1,0,0
