logtime,scenario_time,type_attribute,module,address,value
1597.736073,1.0062,performance,track,cursor_in_target,1
1597.736136,1.0062,performance,track,center_deviation,1.478425
1597.73661,1.0062,performance,resman,a_in_tolerance,1
1597.736647,1.0062,performance,resman,a_deviation,-7
1597.736719,1.0062,performance,resman,b_in_tolerance,1
1597.736753,1.0062,performance,resman,b_deviation,-7
1597.768449,1.039562,performance,sysmon,event_occured,0
1597.769035,1.039562,state,sysmon,scale1,5
1597.76909,1.039562,state,sysmon,scale2,3
1597.769134,1.039562,state,sysmon,scale3,7
1597.769174,1.039562,state,sysmon,scale4,7
1597.851277,1.122619,input,track,joystick_x,0.0
1597.851379,1.122619,input,track,joystick_y,-0.25
1597.851435,1.122619,performance,track,joystick_x,0.0
1597.851469,1.122619,performance,track,joystick_y,-0.25
1597.851532,1.122619,performance,track,cursor_in_target,1
1597.851574,1.122619,performance,track,center_deviation,1.394005
1597.852695,1.122619,performance,resman,a_in_tolerance,1
1597.852731,1.122619,performance,resman,a_deviation,-8
1597.852805,1.122619,performance,resman,b_in_tolerance,1
1597.85284,1.122619,performance,resman,b_deviation,-8
1597.884969,1.155965,performance,sysmon,event_occured,0
1597.885545,1.155965,state,sysmon,scale1,4
1597.8856,1.155965,state,sysmon,scale2,4
1597.885645,1.155965,state,sysmon,scale3,6
1597.885687,1.155965,state,sysmon,scale4,6
1597.968206,1.239427,input,track,joystick_x,0.0
1597.968305,1.239427,input,track,joystick_y,0.25
1597.968358,1.239427,performance,track,joystick_x,0.0
1597.968392,1.239427,performance,track,joystick_y,0.25
1597.968452,1.239427,performance,track,cursor_in_target,1
1597.968497,1.239427,performance,track,center_deviation,2.214787
1597.968963,1.239427,performance,resman,a_in_tolerance,1
1597.969,1.239427,performance,resman,a_deviation,-9
1597.969076,1.239427,performance,resman,b_in_tolerance,1
1597.96911,1.239427,performance,resman,b_deviation,-9
1597.98503,1.256149,performance,sysmon,event_occured,0
1597.985613,1.256149,state,sysmon,scale1,3
1597.98567,1.256149,state,sysmon,scale2,3
1597.985715,1.256149,state,sysmon,scale3,7
1597.985757,1.256149,state,sysmon,scale4,5
1598.084514,1.355847,input,track,joystick_x,0.0
1598.084625,1.355847,input,track,joystick_y,0.25
1598.08468,1.355847,performance,track,joystick_x,0.0
1598.084716,1.355847,performance,track,joystick_y,0.25
1598.084776,1.355847,performance,track,cursor_in_target,1
1598.084818,1.355847,performance,track,center_deviation,3.60659
1598.085292,1.355847,performance,resman,a_in_tolerance,1
1598.085329,1.355847,performance,resman,a_deviation,-10
1598.085403,1.355847,performance,resman,b_in_tolerance,1
1598.085438,1.355847,performance,resman,b_deviation,-10
1598.100886,1.372064,performance,sysmon,event_occured,0
1598.101426,1.372064,state,sysmon,scale1,4
1598.101476,1.372064,state,sysmon,scale2,4
1598.101516,1.372064,state,sysmon,scale3,6
1598.101554,1.372064,state,sysmon,scale4,6
1598.184555,1.455875,input,track,joystick_x,0.0
1598.184655,1.455875,input,track,joystick_y,0.25
1598.184708,1.455875,performance,track,joystick_x,0.0
