logtime,scenario_time,type_attribute,module,address,value
221299.525633,1.03686,input,track,joystick_x,0
221299.525817,1.03686,input,track,joystick_y,0
221299.52587,1.03686,performance,track,joystick_x,0
221299.525907,1.03686,performance,track,joystick_y,0
221299.52599,1.03686,performance,track,cursor_in_target,1
221299.526036,1.03686,performance,track,center_deviation,1.394005
221299.527307,1.03686,performance,resman,a_in_tolerance,1
221299.527344,1.03686,performance,resman,a_deviation,-8
221299.527418,1.03686,performance,resman,b_in_tolerance,1
221299.527453,1.03686,performance,resman,b_deviation,-8
221299.558948,1.06984,performance,sysmon,event_occured,0
221299.55912,1.06984,performance,sysmon,response_time,0
221299.559683,1.06984,state,sysmon,scale1,6
221299.559739,1.06984,state,sysmon,scale2,4
221299.559785,1.06984,state,sysmon,scale3,4
221299.559827,1.06984,state,sysmon,scale4,6
221299.627151,1.138342,input,track,joystick_x,0
221299.627274,1.138342,input,track,joystick_y,0
221299.627324,1.138342,performance,track,joystick_x,0
221299.627359,1.138342,performance,track,joystick_y,0
221299.62742,1.138342,performance,track,cursor_in_target,1
221299.627464,1.138342,performance,track,center_deviation,2.450629
221299.628418,1.138342,performance,resman,a_in_tolerance,1
221299.628459,1.138342,performance,resman,a_deviation,-9
221299.628537,1.138342,performance,resman,b_in_tolerance,1
221299.628572,1.138342,performance,resman,b_deviation,-9
221299.675734,1.186575,performance,sysmon,event_occured,0
221299.675907,1.186575,performance,sysmon,response_time,0
221299.676561,1.186575,state,sysmon,scale1,7
221299.676621,1.186575,state,sysmon,scale2,3
221299.67667,1.186575,state,sysmon,scale3,3
221299.676716,1.186575,state,sysmon,scale4,7
221299.741924,1.253163,input,track,joystick_x,0
221299.742105,1.253163,input,track,joystick_y,0
221299.74216,1.253163,performance,track,joystick_x,0
221299.742195,1.253163,performance,track,joystick_y,0
221299.742274,1.253163,performance,track,cursor_in_target,1
221299.742318,1.253163,performance,track,center_deviation,3.60659
221299.742913,1.253163,performance,resman,a_in_tolerance,1
221299.74295,1.253163,performance,resman,a_deviation,-10
221299.743026,1.253163,performance,resman,b_in_tolerance,1
221299.743061,1.253163,performance,resman,b_deviation,-10
221299.792506,1.303324,performance,sysmon,event_occured,0
221299.792675,1.303324,performance,sysmon,response_time,0
221299.79335,1.303324,state,sysmon,scale1,6
221299.793412,1.303324,state,sysmon,scale2,4
221299.79346,1.303324,state,sysmon,scale3,4
221299.793505,1.303324,state,sysmon,scale4,6
221299.842024,1.353291,input,track,joystick_x,0
221299.842154,1.353291,input,track,joystick_y,0
221299.842211,1.353291,performance,track,joystick_x,0
221299.84225,1.353291,performance,track,joystick_y,0
221299.84242,1.353291,performance,track,cursor_in_target,1
221299.84247,1.353291,performance,track,center_deviation,4.79018
221299.843066,1.353291,performance,resman,a_in_tolerance,1
221299.843107,1.353291,performance,resman,a_deviation,-11
221299.843192,1.353291,performance,resman,b_in_tolerance,1
221299.843231,1.353291,performance,resman,b_deviation,-11
221299.909079,1.419943,performance,sysmon,event_occured,0
221299.909245,1.419943,performance,sysmon,response_time,0
221299.909813,1.419943,state,sysmon,scale1,7
221299.909869,1.419943,state,sysmon,scale2,3
221299.909914,1.419943,state,sysmon,scale3,3
221299.909957,1.419943,state,sysmon,scale4,5
221299.942162,1.453331,input,track,joystick_x,0
221299.942366,1.453331,input,track,joystick_y,0
221299.942422,1.453331,performance,track,joystick_x,0
221299.942457,1.453331,performance,track,joystick_y,0
221299.94255,1.453331,performance,track,cursor_in_target,1
221299.942605,1.453331,performance,track,center_deviation,5.984735
221299.943236,1.453331,performance,resman,a_in_tolerance,1
221299.943273,1.453331,performance,resman,a_deviation,-12
221299.943346,1.453331,performance,resman,b_in_tolerance,1
221299.94338,1.453331,performance,resman,b_deviation,-12
221300.009282,1.520184,performance,sysmon,event_occured,0
221300.009463,1.520184,performance,sysmon,response_time,0
221300.010219,1.520184,state,sysmon,scale1,6
221300.010285,1.520184,state,sysmon,scale2,4
221300.010338,1.520184,state,sysmon,scale3,4
221300.010387,1.520184,state,sysmon,scale4,6
221300.058727,1.569963,input,track,joystick_x,0
221300.058908,1.569963,input,track,joystick_y,0
221300.058971,1.569963,performance,track,joystick_x,0
221300.059011,1.569963,performance,track,joystick_y,0
221300.059092,1.569963,performance,track,cursor_in_target,1
221300.059146,1.569963,performance,track,center_deviation,7.184518
221300.059726,1.569963,performance,resman,a_in_tolerance,1
