logtime,scenario_time,type_attribute,module,address,value
98846.912403,1.004096,performance,sysmon,event_occured,0
98846.91319,1.004096,state,sysmon,scale1,4
98846.913255,1.004096,state,sysmon,scale2,4
98846.913305,1.004096,state,sysmon,scale3,4
98846.913356,1.004096,state,sysmon,scale4,6
98847.012451,1.104127,performance,sysmon,event_occured,0
98847.013281,1.104127,state,sysmon,scale1,5
98847.013339,1.104127,state,sysmon,scale2,3
98847.013385,1.104127,state,sysmon,scale3,5
98847.013426,1.104127,state,sysmon,scale4,5
98847.013578,1.104127,performance,resman,a_in_tolerance,1
98847.013619,1.104127,performance,resman,a_deviation,-8
98847.013694,1.104127,performance,resman,b_in_tolerance,1
98847.013728,1.104127,performance,resman,b_deviation,-8
98847.014985,1.104127,input,track,joystick_x,0.0
98847.015044,1.104127,input,track,joystick_y,-6.0
98847.015094,1.104127,performance,track,joystick_x,0.0
98847.015129,1.104127,performance,track,joystick_y,-6.0
98847.01519,1.104127,performance,track,cursor_in_target,1
98847.015233,1.104127,performance,track,center_deviation,1.394005
98847.128926,1.220634,performance,sysmon,event_occured,0
98847.129716,1.220634,state,sysmon,scale1,4
98847.129774,1.220634,state,sysmon,scale2,4
98847.12982,1.220634,state,sysmon,scale3,6
98847.129865,1.220634,state,sysmon,scale4,4
98847.130018,1.220634,performance,resman,a_in_tolerance,1
98847.130057,1.220634,performance,resman,a_deviation,-9
98847.130204,1.220634,performance,resman,b_in_tolerance,1
98847.13024,1.220634,performance,resman,b_deviation,-9
98847.131508,1.220634,input,track,joystick_x,0.0
98847.131565,1.220634,input,track,joystick_y,-6.0
98847.131614,1.220634,performance,track,joystick_x,0.0
98847.131649,1.220634,performance,track,joystick_y,-6.0
98847.131707,1.220634,performance,track,cursor_in_target,1
98847.131746,1.220634,performance,track,center_deviation,3.754778
98847.245287,1.337006,performance,sysmon,event_occured,0
98847.246239,1.337006,state,sysmon,scale1,3
98847.246323,1.337006,state,sysmon,scale2,5
98847.246381,1.337006,state,sysmon,scale3,5
98847.246426,1.337006,state,sysmon,scale4,3
98847.246582,1.337006,performance,resman,a_in_tolerance,1
98847.246619,1.337006,performance,resman,a_deviation,-10
98847.246695,1.337006,performance,resman,b_in_tolerance,1
98847.246729,1.337006,performance,resman,b_deviation,-10
98847.248151,1.337006,input,track,joystick_x,0.0
98847.248212,1.337006,input,track,joystick_y,-6.0
98847.248259,1.337006,performance,track,joystick_x,0.0
98847.248295,1.337006,performance,track,joystick_y,-6.0
