logtime,scenario_time,type,module,address,value
115197.218413,0,scenario_path,,,includes/scenarios/scenario_easy_1.txt
115197.220152,0,version,,,1.3.0
115203.504668,0,dialog,,,OpenMATB end
115203.511098,0.017008,event,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
115205.287623,0.017008,dialog,,,Warning end
115205.288034,0.034067,event,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
115205.304035,0.050139,event,track,cursorcolor,"(0, 153, 0, 255)"
115205.321906,0.066908,aoi,sysmon,foreground,"(0, 1026.0, 672, 540.0)"
115205.322385,0.066908,aoi,sysmon,overdue,"(0, 1026.0, 672, 540.0)"
115205.329738,0.066908,aoi,sysmon,task_title,"(0, 1080.0, 672, 1026.0)"
115205.330398,0.066908,aoi,sysmon,automode,"(285.6, 592.65, 386.40000000000003, 565.65)"
115205.331947,0.066908,aoi,sysmon,scale1,"(50.4, 855.9, 117.6, 612.9)"
115205.33439,0.066908,aoi,sysmon,scale2,"(218.4, 855.9, 285.6, 612.9)"
115205.335907,0.066908,aoi,sysmon,scale3,"(386.4, 855.9, 453.59999999999997, 612.9)"
115205.337321,0.066908,aoi,sysmon,scale4,"(554.4, 855.9, 621.6, 612.9)"
115205.353142,0.066908,aoi,sysmon,light1,"(33.599999999999994, 977.4, 302.4, 904.5)"
115205.354888,0.066908,aoi,sysmon,light2,"(369.6, 977.4, 638.4000000000001, 904.5)"
115205.354942,0.066908,parameter,sysmon,title,System monitoring
115205.354964,0.066908,parameter,sysmon,taskplacement,topleft
115205.354984,0.066908,parameter,sysmon,taskupdatetime,100
115205.355004,0.066908,parameter,sysmon,taskfeedback-overdue-active,0
115205.355021,0.066908,parameter,sysmon,taskfeedback-overdue-color,"(241, 100, 100, 255)"
115205.355039,0.066908,parameter,sysmon,taskfeedback-overdue-delayms,2000
115205.355055,0.066908,parameter,sysmon,taskfeedback-overdue-blinkdurationms,1000
115205.355072,0.066908,parameter,sysmon,taskfeedback-overdue-_nexttoggletime,0
115205.355087,0.066908,parameter,sysmon,taskfeedback-overdue-_is_visible,0
115205.355104,0.066908,parameter,sysmon,taskfeedback-overdue-widget,<core.widgets.frame.Frame object at 0x7fbeda9a5130>
115205.35513,0.066908,parameter,sysmon,alerttimeout,10000
115205.355145,0.066908,parameter,sysmon,automaticsolver,0
115205.35516,0.066908,parameter,sysmon,automaticsolverdelay,1000
115205.355175,0.066908,parameter,sysmon,displayautomationstate,1
115205.35519,0.066908,parameter,sysmon,allowanykey,0
115205.355205,0.066908,parameter,sysmon,feedbackduration,1500
115205.355221,0.066908,parameter,sysmon,feedbacks-positive-active,1
115205.355237,0.066908,parameter,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
115205.355255,0.066908,parameter,sysmon,feedbacks-negative-active,1
115205.35527,0.066908,parameter,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
115205.355288,0.066908,parameter,sysmon,lights-1-name,5
115205.355305,0.066908,parameter,sysmon,lights-1-failure,0
115205.355319,0.066908,parameter,sysmon,lights-1-default,on
115205.355334,0.066908,parameter,sysmon,lights-1-oncolor,"(142, 219, 176, 255)"
115205.35535,0.066908,parameter,sysmon,lights-1-key,_5
115205.355364,0.066908,parameter,sysmon,lights-1-on,1
115205.355379,0.066908,parameter,sysmon,lights-1-_failuretimer,
115205.355394,0.066908,parameter,sysmon,lights-1-_onfailure,0
115205.355409,0.066908,parameter,sysmon,lights-1-_milliresponsetime,0
115205.355424,0.066908,parameter,sysmon,lights-1-_freezetimer,
115205.35544,0.066908,parameter,sysmon,lights-1-widget,<core.widgets.light.Light object at 0x7fbeda99fa30>
115205.355458,0.066908,parameter,sysmon,lights-2-name,6
115205.355473,0.066908,parameter,sysmon,lights-2-failure,0
115205.355488,0.066908,parameter,sysmon,lights-2-default,off
115205.355502,0.066908,parameter,sysmon,lights-2-oncolor,"(241, 100, 100, 255)"
115205.355517,0.066908,parameter,sysmon,lights-2-key,_6
115205.355531,0.066908,parameter,sysmon,lights-2-on,0
115205.355546,0.066908,parameter,sysmon,lights-2-_failuretimer,
115205.35556,0.066908,parameter,sysmon,lights-2-_onfailure,0
115205.355574,0.066908,parameter,sysmon,lights-2-_milliresponsetime,0
115205.355589,0.066908,parameter,sysmon,lights-2-_freezetimer,
115205.355603,0.066908,parameter,sysmon,lights-2-widget,<core.widgets.light.Light object at 0x7fbeda99f6d0>
115205.355621,0.066908,parameter,sysmon,scales-1-name,1
115205.355636,0.066908,parameter,sysmon,scales-1-failure,0
115205.355651,0.066908,parameter,sysmon,scales-1-side,0
115205.355665,0.066908,parameter,sysmon,scales-1-key,_1
115205.355679,0.066908,parameter,sysmon,scales-1-_failuretimer,
115205.355693,0.066908,parameter,sysmon,scales-1-_onfailure,0
115205.355708,0.066908,parameter,sysmon,scales-1-_milliresponsetime,0
115205.355723,0.066908,parameter,sysmon,scales-1-_freezetimer,
115205.355737,0.066908,parameter,sysmon,scales-1-_pos,5
115205.355752,0.066908,parameter,sysmon,scales-1-_zone,0
115205.355767,0.066908,parameter,sysmon,scales-1-_feedbacktimer,
115205.355781,0.066908,parameter,sysmon,scales-1-_feedbacktype,
115205.355796,0.066908,parameter,sysmon,scales-1-widget,<core.widgets.scale.Scale object at 0x7fbeda9a33a0>
115205.355817,0.066908,parameter,sysmon,scales-2-name,2
115205.35583,0.066908,parameter,sysmon,scales-2-failure,0
115205.355844,0.066908,parameter,sysmon,scales-2-side,0
115205.35586,0.066908,parameter,sysmon,scales-2-key,_2
115205.355938,0.066908,parameter,sysmon,scales-2-_failuretimer,
115205.355956,0.066908,parameter,sysmon,scales-2-_onfailure,0
115205.355973,0.066908,parameter,sysmon,scales-2-_milliresponsetime,0
115205.355988,0.066908,parameter,sysmon,scales-2-_freezetimer,
115205.356009,0.066908,parameter,sysmon,scales-2-_pos,5
115205.356024,0.066908,parameter,sysmon,scales-2-_zone,0
115205.356039,0.066908,parameter,sysmon,scales-2-_feedbacktimer,
115205.356053,0.066908,parameter,sysmon,scales-2-_feedbacktype,
115205.356067,0.066908,parameter,sysmon,scales-2-widget,<core.widgets.scale.Scale object at 0x7fbeda9a36a0>
115205.356085,0.066908,parameter,sysmon,scales-3-name,3
115205.3561,0.066908,parameter,sysmon,scales-3-failure,0
115205.356115,0.066908,parameter,sysmon,scales-3-side,0
115205.356129,0.066908,parameter,sysmon,scales-3-key,_3
115205.356143,0.066908,parameter,sysmon,scales-3-_failuretimer,
115205.356158,0.066908,parameter,sysmon,scales-3-_onfailure,0
115205.356172,0.066908,parameter,sysmon,scales-3-_milliresponsetime,0
115205.356187,0.066908,parameter,sysmon,scales-3-_freezetimer,
115205.356203,0.066908,parameter,sysmon,scales-3-_pos,5
115205.356217,0.066908,parameter,sysmon,scales-3-_zone,0
115205.356231,0.066908,parameter,sysmon,scales-3-_feedbacktimer,
115205.356245,0.066908,parameter,sysmon,scales-3-_feedbacktype,
115205.35626,0.066908,parameter,sysmon,scales-3-widget,<core.widgets.scale.Scale object at 0x7fbeda9a0850>
115205.356278,0.066908,parameter,sysmon,scales-4-name,4
115205.356292,0.066908,parameter,sysmon,scales-4-failure,0
115205.356306,0.066908,parameter,sysmon,scales-4-side,0
115205.35632,0.066908,parameter,sysmon,scales-4-key,_4
115205.356336,0.066908,parameter,sysmon,scales-4-_failuretimer,
115205.35635,0.066908,parameter,sysmon,scales-4-_onfailure,0
115205.356364,0.066908,parameter,sysmon,scales-4-_milliresponsetime,0
115205.356379,0.066908,parameter,sysmon,scales-4-_freezetimer,
115205.356393,0.066908,parameter,sysmon,scales-4-_pos,5
115205.356407,0.066908,parameter,sysmon,scales-4-_zone,0
115205.356421,0.066908,parameter,sysmon,scales-4-_feedbacktimer,
115205.356436,0.066908,parameter,sysmon,scales-4-_feedbacktype,
115205.35645,0.066908,parameter,sysmon,scales-4-widget,<core.widgets.scale.Scale object at 0x7fbeda9b3430>
115205.358716,0.066908,state,sysmon,"foreground, visibility",1
115205.358894,0.066908,state,sysmon,"overdue, visibility",1
115205.362131,0.066908,event,sysmon,self,start
115205.364223,0.110367,performance,sysmon,event_occured,0
115205.364275,0.110367,performance,sysmon,response_time,0
115205.364455,0.110367,seed_value,sysmon,,
115205.364476,0.110367,seed_output,sysmon,,-1
115205.36452,0.110367,seed_value,sysmon,,
115205.364538,0.110367,seed_output,sysmon,,1
115205.364566,0.110367,seed_value,sysmon,,
115205.36458,0.110367,seed_output,sysmon,,1
115205.364608,0.110367,seed_value,sysmon,,
115205.364622,0.110367,seed_output,sysmon,,1
115205.364808,0.110367,state,sysmon,"foreground, visibility",0
115205.36617,0.110367,state,sysmon,"automode, text",MANUAL
115205.366225,0.110367,state,sysmon,"overdue, visibility",0
115205.366275,0.110367,state,sysmon,"scale1, arrow",4
115205.366305,0.110367,state,sysmon,"scale2, arrow",6
115205.366363,0.110367,state,sysmon,"scale3, arrow",6
115205.366389,0.110367,state,sysmon,"scale4, arrow",6
115205.367055,0.110367,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
115205.367837,0.110367,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
115205.37044,0.110367,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
115205.371023,0.110367,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
115205.371492,0.110367,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
115205.373488,0.110367,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
115205.374993,0.110367,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
