joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
0.0,0.5,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
0.0,0.5,2.929366,1,1,-9,1,-9,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
0.0,0.5,4.530037,1,1,-10,1,-10,0,0,0,0,0,0,0,0,5,5,3,3,0,0,1,0,0
0.0,0.5,6.144846,1,1,-11,1,-11,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
0.0,0.5,7.764671,1,1,-12,1,-12,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
0.0,0.5,9.386635,1,1,-13,1,-13,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
0.0,0.5,11.009531,1,1,-14,1,-14,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
0.0,0.5,12.632751,1,1,-15,1,-15,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
0.0,0.5,14.255948,1,1,-16,1,-16,0,0,0,0,0,0,0,0,3,7,5,5,0,0,1,0,0
0.0,0.5,15.8789,1,1,-17,1,-17,0,0,0,0,0,0,0,0,4,6,6,6,0,0,1,0,0
0.0,0.5,17.501453,1,1,-18,1,-18,0,0,0,0,0,0,0,0,5,7,5,7,0,0,1,0,0
0.0,0.5,19.123492,1,1,-19,1,-19,0,0,0,0,0,0,0,0,6,6,4,6,0,0,1,0,0
0.0,0.5,20.744927,1,1,-20,1,-20,0,0,0,0,0,0,0,0,5,5,3,7,0,0,1,0,0
-0.25,0.0,22.365682,1,1,-21,1,-21,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-0.75,-1.0,23.426684,1,1,-22,1,-22,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
-1.25,-1.5,23.368896,1,1,-23,1,-23,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-1.25,-1.5,22.63825,1,1,-24,1,-24,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-1.25,-1.5,21.907905,1,1,-25,1,-25,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-1.25,-1.5,21.177955,1,1,-26,1,-26,0,0,0,0,0,0,0,0,3,5,5,3,0,0,1,0,0
-1.25,-1.5,20.448514,1,1,-27,1,-27,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-1.25,-1.5,19.719717,1,1,-28,1,-28,0,0,0,0,0,0,0,0,5,3,5,3,0,0,1,0,0
-1.25,-1.5,18.991727,1,1,-29,1,-29,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
-1.25,-1.5,18.264741,1,1,-30,1,-30,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
-1.25,-1.5,17.538992,1,1,-31,1,-31,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
-1.25,-1.5,16.814763,1,1,-32,1,-32,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
-1.25,-1.5,16.092393,1,1,-33,1,-33,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1,0,0
-1.25,-1.5,15.372292,1,1,-34,1,-34,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
-1.25,-1.5,14.654961,1,1,-35,1,-35,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-1.25,-1.5,13.941006,1,1,-36,1,-36,0,0,0,0,0,0,0,0,5,7,3,3,0,0,1,0,0
-1.25,-1.5,13.231175,1,1,-37,1,-37,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-1.25,-1.5,12.52639,1,1,-38,1,-38,0,0,0,0,0,0,0,0,5,7,5,5,0,0,1,0,0
-1.25,-1.5,11.827796,1,1,-39,1,-39,0,0,0,0,0,0,0,0,6,6,4,4,0,0,1,0,0
-1.25,-1.5,11.13683,1,1,-40,1,-40,0,0,0,0,0,0,0,0,7,7,5,3,0,0,1,0,0
-1.25,-1.5,10.455303,1,1,-41,1,-41,0,0,0,0,0,0,0,0,6,6,6,4,0,0,1,0,0
-1.25,-1.5,9.785521,1,1,-42,1,-42,0,0,0,0,0,0,0,0,7,7,5,5,0,0,1,0,0
