joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_FA,signal_detection_HIT,signal_detection_MISS
-0.75,0.5,3.016611,1,1,-223,1,-88,0,0,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0,0
-0.75,0.5,3.509227,1,1,-224,1,-88,0,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
-0.75,0.5,4.10872,1,1,-225,1,-88,0,0,0,1,0,0,0,0,5,3,5,7,0,0,1,0,0,0
-0.75,0.5,4.773516,1,1,-226,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,5.478629,1,1,-227,1,-88,0,0,0,1,0,0,0,0,7,3,3,7,0,0,1,0,0,0
-0.75,0.5,6.209236,1,1,-228,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,6.956343,1,1,-229,1,-88,0,0,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0,0
-0.75,0.5,7.714303,1,1,-230,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,8.479441,1,1,-231,1,-88,0,0,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0,0
-0.75,0.5,9.249289,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.75,0.5,10.022141,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0,0
-0.75,0.5,10.796787,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,11.57235,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,3,5,0,0,1,0,0,0
-0.75,0.5,12.348186,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-0.75,0.5,13.123811,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
1.5,2.0,13.898859,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
1.5,2.0,14.47287,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,7,3,0,0,1,0,0,0
1.5,2.0,15.52493,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
1.5,2.0,16.96312,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0,0
1.5,2.0,18.695631,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
1.5,2.0,20.645868,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,5,5,0,0,1,0,0,0
1.5,2.0,22.755529,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
1.5,2.0,24.982084,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,5,3,0,0,1,0,0,0
1.5,2.0,27.294948,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
1.5,2.0,29.672118,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,5,0,0,1,0,0,0
1.25,1.5,32.097618,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
-0.75,-0.5,34.009372,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0,0
-0.75,-0.5,33.449458,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
-0.75,-0.5,32.88726,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0,0
-0.75,-0.5,32.323059,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
-0.75,-0.5,31.757163,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,7,7,0,0,1,0,0,0
-0.75,-0.5,31.189905,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-0.75,-0.5,30.621647,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,7,7,0,0,1,0,0,0
-0.75,-0.5,30.052785,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-0.75,-0.5,29.483751,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,7,5,0,0,1,0,0,0
-0.75,-0.5,28.915014,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-0.75,-0.5,28.347088,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0,0
-0.75,-0.5,27.780536,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-0.75,-0.5,27.215969,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,7,0,0,1,0,0,0
-0.75,-0.5,26.65406,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
-0.75,-0.5,26.095542,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0,0
-0.75,-0.5,25.541217,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-0.75,-0.5,24.991965,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
-0.75,-0.5,24.448745,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.75,-0.5,23.912609,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
-0.75,-0.5,23.384701,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
-0.75,-0.5,22.866274,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
-0.75,-0.5,22.358691,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-0.75,-0.5,21.863433,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0,0
-0.75,-0.5,21.382105,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
-0.75,-0.5,20.916442,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,3,5,0,0,1,0,0,0
-0.75,-0.5,20.46831,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
-0.75,-0.5,20.039707,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,3,7,0,0,1,0,0,0
-0.75,-0.5,19.632757,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0,0
-0.75,-0.5,19.249702,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,7,0,0,1,0,0,0
-0.75,-0.5,18.892892,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.75,-0.5,18.564755,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0,0
-0.75,-0.5,18.267776,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0,0
-0.75,-0.5,18.00446,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,5,5,0,0,1,0,0,0
-0.75,-0.5,17.777282,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0,0
-0.75,-0.5,17.588643,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,5,5,0,0,1,0,0,0
-0.75,-0.5,17.440809,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,-0.5,17.335854,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,5,7,0,0,1,0,0,0
-0.75,-0.5,17.2756,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,-0.5,17.261565,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,5,7,0,0,1,0,0,0
-0.75,-0.5,17.294917,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,-0.5,17.37644,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
-0.75,-0.5,17.506519,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-0.75,-0.5,17.685136,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0,0
0.0,0.0,17.911887,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0,0
0.0,0.0,17.755726,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
0.0,0.0,17.601069,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
0.0,0.0,17.448083,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,3,3,0,0,1,0,0,0
0.0,0.0,17.296946,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
0.0,0.0,17.147851,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,3,5,0,0,1,0,0,0
0.0,0.0,17.001002,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
0.0,0.0,16.856621,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0,0
0.75,1.0,16.71494,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
1.0,1.5,16.365909,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
1.0,1.5,16.160693,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
1.0,1.5,16.121612,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
1.0,1.5,16.247852,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
1.0,1.5,16.53366,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,7,0,0,1,0,0,0
1.25,0.75,16.969072,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
1.25,0.25,16.760505,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0,0
1.75,-1.75,16.200027,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
1.75,-2.0,13.668413,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,7,3,0,0,1,0,0,0
1.75,-2.0,10.961023,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
1.75,-2.0,8.360827,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0,0
1.75,-2.0,6.01131,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
1.75,-2.0,4.344367,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
1.75,-2.0,4.260136,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-1.25,1.0,5.830432,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,7,5,0,0,1,0,0,0
-1.5,1.25,4.507999,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
-1.5,1.25,3.08677,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0,0
-1.5,1.25,2.250559,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-1.5,1.25,2.634071,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,3,0,0,1,0,0,0
-1.5,1.25,3.892829,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
-1.5,1.25,5.451489,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,5,3,0,0,1,0,0,0
-0.5,0.5,7.116099,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0,0
-0.25,0.25,7.594449,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,3,5,0,0,1,0,0,0
0.0,0.25,7.728839,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
0.0,0.25,7.691221,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,3,0,0,1,0,0,0
0.0,0.25,7.654167,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,7.617976,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0,0
0.0,0.25,7.582969,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,7.54949,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,7,3,3,0,0,1,0,0,0
0.0,0.25,7.517903,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,7.488591,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,3,5,0,0,1,0,0,0
0.0,0.25,7.46196,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,7.438432,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
0.0,0.25,7.418447,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,7.402462,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0,0
0.0,0.25,7.390945,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.0,0.25,7.384376,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0,0
0.0,0.25,7.383242,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
0.0,0.25,7.388033,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,3,5,0,0,1,0,0,0
0.0,0.25,7.399241,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0,0
0.0,0.25,7.417353,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,3,7,0,0,1,0,0,0
0.0,0.25,7.442844,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
0.0,0.25,7.476182,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,7,0,0,1,0,0,0
0.0,0.25,7.517811,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
0.0,0.25,7.568157,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
0.0,0.25,7.627616,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
0.0,0.25,7.696555,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,3,5,0,0,1,0,0,0
0.0,0.25,7.775308,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
0.0,0.25,7.864171,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,5,7,0,0,1,0,0,0
0.0,0.25,7.963401,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
0.0,0.25,8.073215,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
0.0,0.25,8.193792,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.0,0.25,8.325268,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,7,5,3,0,0,1,0,0,0
0.0,0.25,8.467739,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.0,0.25,8.621268,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,7,7,3,0,0,1,0,0,0
0.0,0.25,8.785877,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.0,0.25,8.961558,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,7,5,3,0,0,1,0,0,0
0.0,0.25,9.148273,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.0,0.25,9.345957,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0,0
0.0,0.25,9.55452,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.0,0.25,9.773854,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0,0
0.0,0.25,10.003832,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
0.0,0.25,10.244313,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,5,5,0,0,1,0,0,0
0.0,0.25,10.495145,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0,0
0.0,0.25,10.756169,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,5,0,0,1,0,0,0
0.0,0.25,11.027215,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
0.0,0.25,11.308114,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,5,7,0,0,1,0,0,0
0.0,0.25,11.598692,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
0.0,0.25,11.898773,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
0.0,0.25,12.208185,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
0.0,0.25,12.526754,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,3,0,0,1,0,0,0
0.0,0.25,12.854311,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.0,0.25,13.190689,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,3,0,0,1,0,0,0
0.0,0.25,13.535726,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
0.0,0.25,13.889264,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,3,3,0,0,1,0,0,0
0.0,0.25,14.251149,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
0.0,0.25,14.621232,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,3,3,0,0,1,0,0,0
0.0,0.25,14.99937,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
0.0,0.25,15.385425,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,5,3,0,0,1,0,0,0
0.0,0.25,15.779262,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.0,0.25,16.180754,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,3,0,0,1,0,0,0
0.0,0.25,16.589777,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,4,0,0,1,0,0,0
0.0,0.25,17.006212,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,3,5,0,0,1,0,0,0
0.0,0.25,17.429945,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
0.0,0.25,17.860867,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0,0
0.0,0.25,18.298872,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
0.0,0.25,18.74386,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
0.0,0.25,19.195733,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
0.0,0.25,19.654397,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0,0
0.75,1.75,20.119764,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
0.75,1.75,19.133205,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,7,7,0,0,1,0,0,0
0.75,1.75,18.175675,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
0.75,1.75,17.250956,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
0.75,1.75,16.363508,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
0.75,1.75,15.518579,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,7,7,0,0,1,0,0,0
0.75,1.75,14.722297,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
0.75,1.75,13.981728,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0,0
0.75,1.75,13.304884,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.75,12.700618,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,3,0,0,1,0,0,0
0.75,1.75,12.178356,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.75,11.747625,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,7,7,5,0,0,1,0,0,0
0.75,1.75,11.417349,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.75,11.194973,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,7,5,0,0,1,0,0,0
0.75,1.75,11.085547,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.75,11.090985,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0,0
0.75,1.75,11.209728,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0,0
0.75,1.75,11.436897,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
0.75,1.75,11.76492,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.75,1.75,12.184419,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,7,3,0,0,1,0,0,0
0.75,1.75,12.685152,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.75,1.75,13.256814,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,5,5,0,0,1,0,0,0
0.75,1.75,13.88961,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
0.75,1.75,14.574599,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,5,0,0,1,0,0,0
0.75,1.75,15.303856,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
0.75,1.75,16.070493,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,7,5,0,0,1,0,0,0
0.75,1.75,16.868603,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.75,1.75,17.693164,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,3,7,3,0,0,1,0,0,0
0.75,1.75,18.53993,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.75,1.75,19.405319,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
0.75,1.75,20.286311,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.75,1.75,21.180357,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,3,3,0,0,1,0,0,0
0.75,1.75,22.085305,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
0.75,1.75,22.99933,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,7,5,3,0,0,1,0,0,0
0.75,1.75,23.920884,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.75,1.75,24.848646,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,3,0,0,1,0,0,0
0.75,1.75,25.781489,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.75,26.718446,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,3,0,0,1,0,0,0
0.75,1.75,27.658687,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,-3.25,28.601495,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0,0
0.75,-3.25,24.549856,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,-3.25,20.496371,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,5,3,0,0,1,0,0,0
0.75,-3.25,16.441694,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
0.75,-3.25,12.387301,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,7,5,0,0,1,0,0,0
0.75,-3.25,8.337492,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
0.75,-2.75,4.312655,1,1,-232,1,-88,1,0,0,1,0,0,0,0,3,5,5,3,0,0,1,0,0,0
1.0,-1.75,1.110803,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0,0
1.0,-1.5,2.311039,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
1.0,-1.5,4.587612,1,1,-232,1,-88,1,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
1.0,-1.5,6.933959,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,7,7,0,0,1,0,0,0
1.0,-1.5,9.298861,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0,0
1.0,-1.5,11.672187,1,1,-232,1,-88,1,0,0,1,0,0,0,0,5,3,7,5,0,0,1,0,0,0
1.0,-1.5,14.050604,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,6,0,0,1,0,0,0
1.0,-1.25,16.43269,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,3,7,5,0,0,1,0,0,0
-0.5,1.0,18.577438,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
-0.5,1.0,18.167617,1,1,-232,1,-88,1,0,0,1,0,0,0,0,7,5,7,3,0,0,1,0,0,0
-0.5,1.0,17.805282,1,1,-232,1,-88,1,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
