joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_FA,signal_detection_HIT,signal_detection_MISS
-7.5,2.0,100.977734,0,1,-121,1,-88,0,0,0,1,0,0,0,0,8,7,3,5,1,0,1,0,0,0
-6.5,0.25,106.171052,0,1,-122,1,-88,0,0,0,1,0,0,0,0,9,6,4,6,1,0,1,0,0,0
-3.25,-5.5,109.593858,0,1,-123,1,-88,0,0,0,1,0,0,0,0,8,7,3,5,1,0,1,0,0,0
0.25,-9.0,106.618087,0,1,-124,1,-88,0,0,0,1,0,0,0,0,9,6,4,6,1,0,1,0,0,0
3.25,-12.0,99.020099,0,1,-125,1,-88,0,0,0,1,0,0,0,0,10,7,3,5,1,0,1,0,0,0
3.25,-12.0,87.392603,0,1,-126,1,-88,0,0,0,1,0,0,0,0,9,6,4,6,1,0,1,0,0,0
3.25,-12.0,75.86942,0,1,-127,1,-88,0,0,0,1,0,0,0,0,10,7,5,7,1,0,1,0,0,0
3.0,-11.75,64.508085,0,1,-128,1,-88,0,0,0,1,0,0,0,0,9,6,6,6,1,0,1,0,0,0
2.0,-10.25,53.767341,0,1,-129,1,-88,0,0,0,1,0,0,0,0,8,5,7,5,1,0,1,0,0,0
1.75,-10.0,45.236397,1,1,-130,1,-88,0,0,0,1,0,0,0,0,9,6,6,4,1,0,1,0,0,0
1.25,-8.75,37.75232,1,1,-131,1,-88,0,0,0,1,0,0,0,0,8,7,5,5,1,0,1,0,0,0
1.25,-8.75,32.379304,1,1,-132,1,-88,0,0,0,1,0,0,0,0,9,6,6,4,1,0,1,0,0,0
1.25,-8.75,28.45619,1,1,-133,1,-88,0,0,0,1,0,0,0,0,8,5,7,3,1,1,0,0,1,0
1.25,-8.75,26.634807,1,1,-134,1,-88,0,0,0,1,0,0,0,0,5,4,6,4,1,0,1,0,0,0
1.25,-8.75,27.341623,1,1,-135,1,-88,0,0,0,1,0,0,0,0,0,3,7,5,0,0,1,0,0,0
1.25,-8.75,30.403632,1,1,-136,1,-88,0,0,0,1,0,0,0,0,0,4,6,6,0,0,1,0,0,0
1.25,-8.75,35.21414,1,1,-137,1,-88,0,0,0,1,0,0,0,0,0,3,7,7,0,0,1,0,0,0
1.25,-8.75,41.166775,1,1,-138,1,-88,0,0,0,1,0,0,0,0,0,4,6,6,0,0,1,0,0,0
1.25,-8.75,47.838898,1,1,-139,1,-88,0,0,0,1,0,0,0,0,0,3,7,7,0,0,1,0,0,0
1.25,-7.75,54.970749,0,1,-140,1,-88,0,0,0,1,0,0,0,0,0,4,6,6,0,0,1,0,0,0
1.75,-3.25,61.42996,0,1,-141,1,-88,0,0,0,1,0,0,0,0,0,5,5,5,0,0,1,0,0,0
1.75,-3.25,63.559353,0,1,-142,1,-88,0,0,0,1,0,0,0,0,0,4,6,4,0,0,1,0,0,0
1.75,-3.25,65.813303,0,1,-143,1,-88,0,0,0,1,0,0,0,0,0,3,7,5,0,0,1,0,0,0
1.75,-3.25,68.179712,0,1,-144,1,-88,0,0,0,1,0,0,0,0,0,4,6,6,0,0,1,0,0,0
1.75,-3.25,70.647526,0,1,-145,1,-88,0,0,0,1,0,0,0,0,0,5,7,5,0,0,1,0,0,0
1.25,-0.75,73.206731,0,1,-146,1,-88,0,0,0,1,0,0,0,0,0,6,6,4,0,0,1,0,0,0
1.25,-0.75,73.345906,0,1,-147,1,-88,0,0,0,1,0,0,0,0,0,7,5,5,0,0,1,0,0,0
1.25,-0.5,73.534772,0,1,-148,1,-88,0,0,0,1,0,0,0,0,4,6,4,4,0,0,1,0,0,0
1.25,-0.5,73.523127,0,1,-149,1,-88,0,0,0,1,0,0,0,0,5,5,5,3,0,0,1,0,0,0
0.75,1.0,73.560804,0,1,-150,1,-88,0,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.75,1.0,72.105765,0,1,-151,1,-88,0,0,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0,0
0.75,1.0,70.684356,0,1,-152,1,-88,0,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
0.5,1.25,69.298212,0,1,-153,1,-88,0,0,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0,0
0.5,1.25,67.662743,0,1,-154,1,-88,0,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
0.5,1.25,66.057238,0,1,-155,1,-88,0,0,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0,0
0.5,1.25,64.483442,0,1,-156,1,-88,0,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.5,1.25,62.943225,0,1,-157,1,-88,0,0,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0,0
0.5,1.25,61.438591,0,1,-158,1,-88,0,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.5,1.25,59.971681,0,1,-159,1,-88,0,0,0,1,0,0,0,0,7,7,5,3,0,0,1,0,0,0
0.5,1.25,58.54478,0,1,-160,1,-88,0,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.5,1.25,57.160315,0,1,-161,1,-88,0,0,0,1,0,0,0,0,7,5,5,3,0,0,1,0,0,0
0.5,1.25,55.820861,0,1,-162,1,-88,0,0,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0,0
0.5,1.25,54.529136,0,1,-163,1,-88,0,0,0,1,0,0,0,0,5,5,7,3,0,0,1,0,0,0
0.5,1.25,53.287997,0,1,-164,1,-88,0,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
0.5,1.25,52.100427,0,1,-165,1,-88,0,0,0,1,0,0,0,0,7,3,5,5,0,0,1,0,0,0
0.5,1.25,50.969525,0,1,-166,1,-88,0,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
0.5,1.25,49.898481,0,1,-167,1,-88,0,0,0,1,0,0,0,0,5,3,5,3,0,0,1,0,0,0
0.5,1.25,48.89055,0,1,-168,1,-88,0,0,0,1,0,0,0,0,6,4,6,4,0,0,1,0,0,0
0.25,1.25,47.949019,1,1,-169,1,-88,0,0,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0,0
0.0,1.25,46.933692,1,1,-170,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.5,1.25,45.82652,1,1,-171,1,-88,0,0,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0,0
-0.5,1.25,44.457138,1,1,-172,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.5,1.25,43.115246,1,1,-173,1,-88,0,0,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0,0
-0.5,1.25,41.802901,1,1,-174,1,-88,0,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
-0.5,1.25,40.522361,1,1,-175,1,-88,0,0,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0,0
-0.5,1.25,39.276107,1,1,-176,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,1.0,38.066855,1,1,-177,1,-88,0,0,0,1,0,0,0,0,5,3,3,5,0,0,1,0,0,0
-0.75,1.0,36.881929,1,1,-178,1,-88,0,0,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0,0
-0.75,1.0,35.719231,1,1,-179,1,-88,0,0,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0,0
-1.25,1.0,34.580458,1,1,-180,1,-88,0,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
-1.75,0.75,33.076264,1,1,-181,1,-88,0,0,0,1,0,0,0,0,5,7,7,7,0,0,1,0,0,0
-1.75,0.75,31.345655,1,1,-182,1,-88,0,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-1.75,0.75,29.61623,1,1,-183,1,-88,0,0,0,1,0,0,0,0,7,7,7,7,0,0,1,0,0,0
-1.75,0.75,27.888004,1,1,-184,1,-88,0,0,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0,0
-1.75,0.75,26.160998,1,1,-185,1,-88,0,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
-1.75,0.75,24.435246,1,1,-186,1,-88,0,0,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0,0
-1.75,0.75,22.710794,1,1,-187,1,-88,0,0,0,1,0,0,0,0,3,5,5,7,0,0,1,0,0,0
-1.75,0.75,20.987707,1,1,-188,1,-88,0,0,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0,0
-1.75,0.75,19.266078,1,1,-189,1,-88,0,0,0,1,0,0,0,0,3,5,5,5,0,0,1,0,0,0
-1.75,0.75,17.546046,1,1,-190,1,-88,0,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
-1.75,0.75,15.82781,1,1,-191,1,-88,0,0,0,1,0,0,0,0,5,7,5,3,0,0,1,0,0,0
-1.75,0.5,14.111677,1,1,-192,1,-88,0,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-1.75,0.5,12.539413,1,1,-193,1,-88,0,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
-1.75,0.5,10.967569,1,1,-194,1,-88,0,0,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0,0
-1.75,0.5,9.396276,1,1,-195,1,-88,0,0,0,1,0,0,0,0,5,7,5,3,0,0,1,0,0,0
-1.75,0.5,7.825785,1,1,-196,1,-88,0,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-1.5,0.5,6.256617,1,1,-197,1,-88,0,0,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0,0
-1.5,0.5,4.889344,1,1,-198,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,3.522929,1,1,-199,1,-88,0,0,0,1,0,0,0,0,7,3,5,7,0,0,1,0,0,0
-0.75,0.5,2.809758,1,1,-200,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,2.232472,1,1,-201,1,-88,0,0,0,1,0,0,0,0,7,3,3,7,0,0,1,0,0,0
-0.75,0.5,1.912875,1,1,-202,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,1.975066,1,1,-203,1,-88,0,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
-0.75,0.5,2.385407,1,1,-204,1,-88,0,0,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0,0
-0.75,0.5,3.001329,1,1,-205,1,-88,0,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
-0.75,0.5,3.719614,1,1,-206,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.75,0.5,4.489349,1,1,-207,1,-88,0,0,0,1,0,0,0,0,7,3,5,7,0,0,1,0,0,0
-0.5,-0.25,5.286375,1,1,-208,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.5,-1.0,5.330484,1,1,-209,1,-88,0,0,0,1,0,0,0,0,7,5,3,5,0,0,1,0,0,0
-0.5,-1.0,4.625032,1,1,-210,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
-0.5,-1.0,3.922452,1,1,-211,1,-88,0,0,0,1,0,0,0,0,7,5,5,5,0,0,1,0,0,0
-0.5,-1.0,3.228576,1,1,-212,1,-88,0,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.5,-1.0,2.555571,1,1,-213,1,-88,0,0,0,1,0,0,0,0,5,7,3,5,0,0,1,0,0,0
-0.5,-1.0,1.932221,1,1,-214,1,-88,0,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.5,-1.0,1.43448,1,1,-215,1,-88,0,0,0,1,0,0,0,0,7,5,3,7,0,0,1,0,0,0
-0.5,-1.0,1.237115,1,1,-216,1,-88,0,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.5,-1.0,1.476038,1,1,-217,1,-88,0,0,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0,0
-0.5,-0.75,2.007435,1,1,-218,1,-88,0,0,0,1,0,0,0,0,6,6,4,4,0,0,1,0,0,0
-0.5,-0.5,2.475122,1,1,-219,1,-88,0,0,0,1,0,0,0,0,5,5,3,5,0,0,1,0,0,0
-0.75,0.5,2.777455,1,1,-220,1,-88,0,0,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0,0
-0.75,0.5,2.604794,1,1,-221,1,-88,0,0,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0,0
-0.75,0.5,2.692919,1,1,-222,1,-88,0,0,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0,0
