logtime,scenario_time,type,module,address,value
118603.321017,0,scenario_path,,,includes/scenarios/scenario_hard.txt
118603.321976,0,seed_value,communications,,
118603.322034,0,seed_output,communications,,HQR233
118603.322229,0,seed_value,communications,,
118603.322259,0,seed_output,communications,,IBX875
118603.322438,0,seed_value,communications,,
118603.322465,0,seed_output,communications,,EOR477
118603.322632,0,seed_value,communications,,
118603.322657,0,seed_output,communications,,CGE412
118603.322828,0,seed_value,communications,,
118603.322856,0,seed_output,communications,,BLS903
118603.323025,0,seed_value,communications,,
118603.323049,0,seed_output,communications,,HCU702
118603.323224,0,seed_value,communications,,
118603.323249,0,seed_output,communications,,PFR354
118603.323418,0,seed_value,communications,,
118603.323443,0,seed_output,communications,,OOJ471
118603.323602,0,seed_value,communications,,
118603.323628,0,seed_output,communications,,PDU968
118603.323703,0,seed_value,communications,,
118603.323721,0,seed_output,communications,,109.939635
118603.323757,0,seed_value,communications,,
118603.323775,0,seed_output,communications,,122.42856
118603.323808,0,seed_value,communications,,
118603.323823,0,seed_output,communications,,115.062015
118603.323855,0,seed_value,communications,,
118603.323872,0,seed_output,communications,,136.372291
118603.32712,0,version,,,1.3.0
118605.061872,0,dialog,,,OpenMATB end
118605.07875,0.017417,event,sysmon,feedbacks-positive-color,"(0, 255, 0, 255)"
118605.977615,0.017417,dialog,,,Warning end
118605.978106,0.034464,event,sysmon,feedbacks-negative-color,"(255, 0, 0, 255)"
118605.994054,0.050463,event,track,cursorcolor,"(0, 153, 0, 255)"
118606.010899,0.067312,event,communications,callsignregex,[A-Z][A-Z]\d\d
118606.027462,0.08384,event,communications,othercallsignnumber,5
118606.044278,0.100636,event,communications,voicegender,male
118606.06088,0.117272,event,communications,voiceidiom,english
118606.0789,0.133684,aoi,resman,foreground,"(576, 486.0, 1632, 0.0)"
118606.079855,0.133684,aoi,resman,overdue,"(576, 486.0, 1632, 0.0)"
118606.098272,0.133684,aoi,resman,task_title,"(576, 540.0, 1632, 486.0)"
118606.099556,0.133684,aoi,resman,automode,"(1006.848, 309.15000000000003, 1165.248, 282.15000000000003)"
118606.100838,0.133684,aoi,resman,status_foreground,"(1632, 486.0, 1920, 0.0)"
118606.105302,0.133684,aoi,resman,status_title,"(1632, 540.0, 1920, 486.0)"
118606.109106,0.133684,aoi,resman,pump_1_flow,"(1632, 486.0, 1920, 432.0)"
118606.114591,0.133684,aoi,resman,pump_2_flow,"(1632, 432.00000000000006, 1920, 378.00000000000006)"
118606.118252,0.133684,aoi,resman,pump_3_flow,"(1632, 378.00000000000006, 1920, 324.00000000000006)"
118606.122564,0.133684,aoi,resman,pump_4_flow,"(1632, 324.0, 1920, 270.0)"
118606.146609,0.133684,aoi,resman,pump_5_flow,"(1632, 270.0, 1920, 216.0)"
118606.148704,0.133684,aoi,resman,pump_6_flow,"(1632, 216.00000000000003, 1920, 162.00000000000003)"
