logtime,scenario_time,type_attribute,module,address,value
246176.721516,1.021276,performance,resman,a_in_tolerance,1
246176.72156,1.021276,performance,resman,a_deviation,-8
246176.72164,1.021276,performance,resman,b_in_tolerance,1
246176.721675,1.021276,performance,resman,b_deviation,-8
246176.72329,1.021276,input,track,joystick_x,0.25
246176.723354,1.021276,input,track,joystick_y,-16.5
246176.723405,1.021276,performance,track,joystick_x,0.25
246176.723441,1.021276,performance,track,joystick_y,-16.5
246176.7235,1.021276,performance,track,cursor_in_target,1
246176.72354,1.021276,performance,track,center_deviation,1.394005
246176.771804,1.071375,performance,sysmon,event_occured,0
246176.772582,1.071375,state,sysmon,scale1,4
246176.772637,1.071375,state,sysmon,scale2,6
246176.772682,1.071375,state,sysmon,scale3,6
246176.772725,1.071375,state,sysmon,scale4,4
246176.82154,1.121313,performance,resman,a_in_tolerance,1
246176.821586,1.121313,performance,resman,a_deviation,-9
246176.821667,1.121313,performance,resman,b_in_tolerance,1
246176.821705,1.121313,performance,resman,b_deviation,-9
246176.823223,1.121313,input,track,joystick_x,1.0
246176.82328,1.121313,input,track,joystick_y,-16.5
246176.823329,1.121313,performance,track,joystick_x,1.0
246176.823363,1.121313,performance,track,joystick_y,-16.5
246176.823419,1.121313,performance,track,cursor_in_target,1
246176.82346,1.121313,performance,track,center_deviation,14.211249
246176.888675,1.188244,performance,sysmon,event_occured,0
246176.889422,1.188244,state,sysmon,scale1,3
246176.889473,1.188244,state,sysmon,scale2,7
246176.889517,1.188244,state,sysmon,scale3,5
246176.889557,1.188244,state,sysmon,scale4,5
246176.921624,1.221407,performance,resman,a_in_tolerance,1
246176.921668,1.221407,performance,resman,a_deviation,-10
246176.921746,1.221407,performance,resman,b_in_tolerance,1
246176.92178,1.221407,performance,resman,b_deviation,-10
246176.923326,1.221407,input,track,joystick_x,2.0
246176.923388,1.221407,input,track,joystick_y,-18.75
246176.923439,1.221407,performance,track,joystick_x,2.0
246176.923474,1.221407,performance,track,joystick_y,-18.75
246176.92353,1.221407,performance,track,cursor_in_target,1
246176.923572,1.221407,performance,track,center_deviation,29.874568
246177.005526,1.304988,performance,sysmon,event_occured,0
246177.006296,1.304988,state,sysmon,scale1,4
246177.006349,1.304988,state,sysmon,scale2,6
246177.006394,1.304988,state,sysmon,scale3,4
246177.006436,1.304988,state,sysmon,scale4,4
246177.021761,1.321545,performance,resman,a_in_tolerance,1
246177.021806,1.321545,performance,resman,a_deviation,-11
246177.021884,1.321545,performance,resman,b_in_tolerance,1
246177.021918,1.321545,performance,resman,b_deviation,-11
246177.023513,1.321545,input,track,joystick_x,2.75
246177.023573,1.321545,input,track,joystick_y,-20.25
246177.023624,1.321545,performance,track,joystick_x,2.75
246177.023727,1.321545,performance,track,joystick_y,-20.25
246177.023788,1.321545,performance,track,cursor_in_target,1
246177.02383,1.321545,performance,track,center_deviation,47.887924
246177.121696,1.421292,performance,sysmon,event_occured,0
246177.12238,1.421292,state,sysmon,scale1,5
246177.122432,1.421292,state,sysmon,scale2,5
246177.122476,1.421292,state,sysmon,scale3,5
246177.122519,1.421292,state,sysmon,scale4,5
246177.138145,1.437889,performance,resman,a_in_tolerance,1
246177.138192,1.437889,performance,resman,a_deviation,-12
246177.138274,1.437889,performance,resman,b_in_tolerance,1
246177.138308,1.437889,performance,resman,b_deviation,-12
246177.139889,1.437889,input,track,joystick_x,2.0
246177.139948,1.437889,input,track,joystick_y,-14.25
246177.139999,1.437889,performance,track,joystick_x,2.0
246177.140055,1.437889,performance,track,joystick_y,-14.25
246177.140113,1.437889,performance,track,cursor_in_target,0
246177.140156,1.437889,performance,track,center_deviation,67.498202
246177.221722,1.521322,performance,sysmon,event_occured,0
246177.222487,1.521322,state,sysmon,scale1,4
246177.222541,1.521322,state,sysmon,scale2,4
246177.222584,1.521322,state,sysmon,scale3,6
246177.222625,1.521322,state,sysmon,scale4,6
246177.238152,1.537916,performance,resman,a_in_tolerance,1
246177.238196,1.537916,performance,resman,a_deviation,-13
246177.238271,1.537916,performance,resman,b_in_tolerance,1
246177.238306,1.537916,performance,resman,b_deviation,-13
