logtime,scenario_time,type,module,address,value
2827.278739,0.236504,performance,resman,a_in_tolerance,1
2827.278797,0.236504,performance,resman,a_deviation,0
2827.27884,0.236504,performance,resman,b_in_tolerance,1
2827.27887,0.236504,performance,resman,b_deviation,0
2827.284431,0.236504,performance,track,joystick_x,0
2827.284446,0.236504,performance,track,joystick_y,0
2827.288642,0.246362,performance,track,joystick_x,-10.0
2827.288657,0.246362,performance,track,joystick_y,2.75
2827.288683,0.246362,performance,track,cursor_in_target,1
2827.288709,0.246362,performance,track,center_deviation,0.0
2827.309885,0.26749,performance,track,joystick_x,-16.5
2827.309904,0.26749,performance,track,joystick_y,4.5
2827.309952,0.26749,performance,track,cursor_in_target,1
2827.30999,0.26749,performance,track,center_deviation,9.624154
2827.338467,0.296188,performance,track,joystick_x,-20.75
2827.338482,0.296188,performance,track,joystick_y,5.25
2827.338514,0.296188,performance,track,cursor_in_target,1
2827.338535,0.296188,performance,track,center_deviation,26.173353
2827.363753,0.321536,performance,track,cursor_in_target,1
2827.363791,0.321536,performance,track,center_deviation,47.029824
2827.395307,0.353063,performance,track,cursor_in_target,1
2827.395372,0.353063,performance,track,center_deviation,45.341784
2827.431949,0.389611,performance,track,cursor_in_target,1
2827.43211,0.389611,performance,track,center_deviation,43.660969
2827.465807,0.423446,performance,track,cursor_in_target,1
2827.465969,0.423446,performance,track,center_deviation,41.98824
2827.498814,0.456441,performance,track,cursor_in_target,1
2827.498959,0.456441,performance,track,center_deviation,40.324595
2827.532349,0.490004,performance,track,cursor_in_target,1
2827.532502,0.490004,performance,track,center_deviation,38.671191
2827.565548,0.523181,performance,track,cursor_in_target,1
2827.565714,0.523181,performance,track,center_deviation,37.029384
2827.599424,0.557061,performance,track,cursor_in_target,1
2827.599584,0.557061,performance,track,center_deviation,35.400764
2827.632448,0.590086,performance,track,cursor_in_target,1
2827.632601,0.590086,performance,track,center_deviation,33.787211
2827.665984,0.623631,performance,track,cursor_in_target,1
2827.666195,0.623631,performance,track,center_deviation,32.19096
2827.69923,0.656802,performance,track,cursor_in_target,1
2827.699388,0.656802,performance,track,center_deviation,30.614677
2827.732195,0.689853,performance,track,cursor_in_target,1
2827.732343,0.689853,performance,track,center_deviation,29.061569
2827.765999,0.723608,performance,track,cursor_in_target,1
2827.76617,0.723608,performance,track,center_deviation,27.535506
2827.798719,0.756346,performance,track,cursor_in_target,1
2827.798878,0.756346,performance,track,center_deviation,26.041181
2827.832374,0.790038,performance,track,cursor_in_target,1
2827.832526,0.790038,performance,track,center_deviation,24.584317
2827.865742,0.82337,performance,track,cursor_in_target,1
2827.865925,0.82337,performance,track,center_deviation,23.171901
2827.899275,0.856886,performance,track,cursor_in_target,1
