joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,pump_1_flow,pump_2_flow,pump_3_flow,pump_4_flow,pump_5_flow,pump_6_flow,pump_7_flow,pump_8_flow,scale1,scale2,scale3,scale4,event_occured,reacted,signal_detection_0,signal_detection_HIT,signal_detection_MISS
-9.0,-5.75,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,6,6,4,4,0,0,1,0,0
-9.0,-5.75,8.911452,1,1,-9,1,-9,0,0,0,0,0,0,0,0,7,7,3,3,0,0,1,0,0
-9.0,-5.75,18.400411,1,1,-10,1,-10,0,0,0,0,0,0,0,0,6,6,4,4,0,0,1,0,0
-9.0,-5.75,27.918593,1,1,-11,1,-11,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-9.0,-5.75,37.444035,1,1,-12,1,-12,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-9.0,-5.75,46.972601,1,1,-13,1,-13,0,0,0,0,0,0,0,0,3,7,5,3,0,0,1,0,0
-9.0,-5.75,56.502965,0,1,-14,1,-14,0,0,0,0,0,0,0,0,4,6,4,4,0,0,1,0,0
-9.0,-5.75,66.034586,0,1,-15,1,-15,0,0,0,0,0,0,0,0,5,5,3,5,0,0,1,0,0
-9.0,-5.5,75.567214,0,1,-16,1,-16,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-5.75,-1.75,84.97766,0,1,-17,1,-17,0,0,0,0,0,0,0,0,3,3,3,3,0,0,1,0,0
-5.25,-1.5,89.732554,0,1,-18,1,-18,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-2.25,0.75,93.958999,0,1,-19,1,-19,0,0,0,0,0,0,0,0,5,5,5,5,0,0,1,0,0
-2.25,0.75,94.526147,0,1,-20,1,-20,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
-2.25,0.75,95.143031,0,1,-21,1,-21,0,0,0,0,0,0,0,0,3,5,3,5,0,0,1,0,0
-2.0,0.75,95.808703,0,1,-22,1,-22,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0
4.0,1.25,96.290704,0,1,-23,1,-23,0,0,0,0,0,0,0,0,3,5,5,7,0,0,1,0,0
4.0,1.25,91.051708,0,1,-24,1,-24,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
4.0,1.25,85.813999,0,1,-25,1,-25,0,0,0,0,0,0,0,0,5,3,7,5,0,0,1,0,0
4.0,1.25,80.577703,0,1,-26,1,-26,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,0
4.0,1.25,75.342973,0,1,-27,1,-27,0,0,0,0,0,0,0,0,3,3,5,5,0,0,1,0,0
4.0,1.25,70.11,0,1,-28,1,-28,0,0,0,0,0,0,0,0,4,4,6,6,0,0,1,0,0
4.0,1.25,64.879025,0,1,-29,1,-29,0,0,0,0,0,0,0,0,3,5,5,5,0,0,1,0,0
4.0,1.25,59.650364,0,1,-30,1,-30,0,0,0,0,0,0,0,0,4,4,4,4,0,0,1,0,0
4.0,1.25,54.42444,0,1,-31,1,-31,0,0,0,0,0,0,0,0,5,3,5,3,0,0,1,0,0
4.0,1.25,49.201844,0,1,-32,1,-32,0,0,0,0,0,0,0,0,6,4,4,4,0,0,1,0,0
4.0,1.25,43.98343,1,1,-33,1,-33,0,1,0,0,0,0,0,0,5,3,5,5,0,0,1,0,0
4.0,1.25,38.770497,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
4.0,1.25,33.565127,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,3,3,5,0,0,1,0,0
4.0,1.25,28.370904,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
4.0,1.25,23.194579,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,5,3,5,0,0,1,0,0
4.0,1.25,18.050572,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0
4.0,1.25,12.975958,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,5,5,7,0,0,1,0,0
2.75,0.25,8.099838,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0
2.75,0.25,4.828326,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,3,3,7,0,0,1,0,0
2.25,-0.75,2.886249,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.25,-0.75,3.432247,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,3,7,0,0,1,0,0
2.25,-0.75,5.776723,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0
2.25,-0.75,8.548914,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,5,7,0,0,1,0,0
2.25,-0.75,11.44128,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,4,4,6,0,0,1,0,0
2.0,-0.75,14.380868,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,5,5,7,0,0,1,0,0
1.0,-1.25,17.098569,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
0.75,-1.25,18.752918,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0
0.75,-1.25,20.181444,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
0.75,-1.25,21.624867,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,7,5,5,0,0,1,0,0
0.5,-1.25,23.080259,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0
0.5,-1.25,24.296013,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,3,7,0,0,1,0,0
0.5,-1.25,25.519146,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0
0.5,-1.25,26.748555,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,5,3,5,0,0,1,0,0
0.5,-1.25,27.983322,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,6,4,6,0,0,1,0,0
0.5,-1.25,29.222682,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,7,5,5,0,0,1,0,0
0.5,-1.25,30.46599,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
0.5,-1.25,31.712702,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,5,7,5,0,0,1,0,0
0.5,-1.25,32.96235,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
0.5,-1.25,34.214537,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,7,7,3,0,0,1,0,0
0.5,-1.25,35.468918,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,6,6,4,0,0,1,0,0
0.5,-1.25,36.725195,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,7,5,5,0,0,1,0,0
0.5,-1.0,37.983108,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,6,6,6,0,0,1,0,0
0.25,-1.0,39.225632,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0
-1.25,-1.0,40.217668,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0
-1.75,-1.0,39.712298,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,5,5,7,0,0,1,0,0
-2.75,-1.0,38.708027,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0
-3.25,-0.75,36.707341,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,3,5,7,0,0,1,0,0
-3.25,-0.75,34.187748,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,6,6,0,0,1,0,0
-3.25,-0.75,31.667439,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,7,7,0,0,1,0,0
-3.25,-0.75,29.146542,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,6,0,0,1,0,0
-3.25,-0.75,26.625238,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0
-3.25,-0.75,24.103793,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,6,0,0,1,0,0
-3.25,-0.75,21.582606,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,3,5,5,0,0,1,0,0
-3.25,-0.75,19.062298,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0
-3.0,-0.5,16.54388,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,3,5,5,0,0,1,0,0
-3.0,-0.5,14.238394,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,4,4,0,0,1,0,0
-3.0,-0.5,11.931789,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,3,5,3,0,0,1,0,0
-3.0,-0.5,9.624051,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,4,6,4,0,0,1,0,0
-3.0,-0.5,7.315165,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0
-3.0,-0.5,5.005122,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,4,6,0,0,1,0,0
-2.5,-0.5,2.693934,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,5,5,0,0,1,0,0
-2.25,-0.5,0.877661,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
-2.25,-0.5,0.708147,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,5,7,3,0,0,1,0,0
-2.25,-0.5,2.278295,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
-2.25,-0.5,3.853273,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,7,7,5,0,0,1,0,0
-2.25,-0.5,5.429814,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,6,6,4,0,0,1,0,0
-2.0,-0.5,7.007605,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,7,7,5,0,0,1,0,0
-2.0,-0.5,8.342021,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,8,6,6,0,0,1,0,0
-2.0,-0.5,9.67753,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,7,7,1,0,1,0,0
-2.0,-0.5,11.014117,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,10,6,6,1,0,1,0,0
-2.0,-0.5,12.351782,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,7,5,1,0,1,0,0
-2.0,-0.5,13.690528,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,10,6,6,1,0,1,0,0
-0.75,-0.5,15.030367,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,7,7,1,0,1,0,0
-0.75,-0.5,15.152362,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,8,6,6,1,0,1,0,0
-0.75,-0.5,15.279796,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,9,5,7,1,0,1,0,0
-0.75,-0.5,15.412399,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,8,6,6,1,0,1,0,0
-0.75,-0.5,15.549904,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,9,7,5,1,0,1,0,0
-0.75,-0.5,15.692052,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,10,6,6,1,0,1,0,0
-0.75,-0.5,15.83859,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,9,5,7,1,0,1,0,0
-0.75,-0.5,15.989269,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,8,6,6,1,0,1,0,0
-0.75,-0.5,16.14385,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,7,7,1,0,1,0,0
-0.75,-0.5,16.3021,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,10,6,6,1,0,1,0,0
-0.75,-0.5,16.463793,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,5,5,1,0,1,0,0
-0.75,-0.5,16.628712,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,10,4,6,1,0,1,0,0
-0.75,-0.5,16.796647,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,5,7,1,0,1,0,0
-0.75,-0.5,16.967397,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,10,6,6,1,0,1,0,0
-0.75,-0.5,17.140768,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,9,5,7,1,0,1,0,0
-0.75,-0.5,17.316576,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,10,6,6,1,0,1,0,0
-0.75,-0.5,17.494642,1,1,-33,1,-34,0,1,0,1,0,0,0,0,3,9,5,7,1,0,1,0,0
-0.75,-0.5,17.674797,1,1,-33,1,-34,0,1,0,1,0,0,0,0,4,8,6,6,1,0,1,0,0
-0.75,-0.5,17.856879,1,1,-33,1,-34,0,1,0,1,0,0,0,0,5,9,5,5,1,0,1,0,0
-0.75,-0.5,18.040735,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,8,4,4,1,0,1,0,0
-0.75,-0.5,18.226218,1,1,-33,1,-34,0,1,0,1,0,0,0,0,7,9,3,5,1,0,1,0,0
-0.75,-0.5,18.41319,1,1,-33,1,-34,0,1,0,1,0,0,0,0,6,10,4,4,1,0,1,0,0
