logtime,scenario_time,type_attribute,module,address,value
239004.022645,1.053749,input,track,joystick_x,-9.0
239004.022854,1.053749,input,track,joystick_y,-5.75
239004.022944,1.053749,performance,track,joystick_x,-9.0
239004.023001,1.053749,performance,track,joystick_y,-5.75
239004.023117,1.053749,performance,track,cursor_in_target,1
239004.023193,1.053749,performance,track,center_deviation,1.394005
239004.024893,1.053749,performance,resman,a_in_tolerance,1
239004.02493,1.053749,performance,resman,a_deviation,-8
239004.025006,1.053749,performance,resman,b_in_tolerance,1
239004.025041,1.053749,performance,resman,b_deviation,-8
239004.04027,1.071282,performance,sysmon,event_occured,0
239004.041171,1.071282,state,sysmon,scale1,6
239004.041265,1.071282,state,sysmon,scale2,6
239004.041339,1.071282,state,sysmon,scale3,4
239004.041409,1.071282,state,sysmon,scale4,4
239004.139354,1.170458,input,track,joystick_x,-9.0
239004.139484,1.170458,input,track,joystick_y,-5.75
239004.139538,1.170458,performance,track,joystick_x,-9.0
239004.139587,1.170458,performance,track,joystick_y,-5.75
239004.139685,1.170458,performance,track,cursor_in_target,1
239004.139756,1.170458,performance,track,center_deviation,8.911452
239004.140797,1.170458,performance,resman,a_in_tolerance,1
239004.140843,1.170458,performance,resman,a_deviation,-9
239004.141012,1.170458,performance,resman,b_in_tolerance,1
239004.141054,1.170458,performance,resman,b_deviation,-9
239004.15688,1.187827,performance,sysmon,event_occured,0
239004.15789,1.187827,state,sysmon,scale1,7
239004.157992,1.187827,state,sysmon,scale2,7
239004.158063,1.187827,state,sysmon,scale3,3
239004.158132,1.187827,state,sysmon,scale4,3
239004.255965,1.28707,input,track,joystick_x,-9.0
239004.256128,1.28707,input,track,joystick_y,-5.75
239004.256184,1.28707,performance,track,joystick_x,-9.0
239004.25622,1.28707,performance,track,joystick_y,-5.75
239004.256289,1.28707,performance,track,cursor_in_target,1
239004.256358,1.28707,performance,track,center_deviation,18.400411
239004.257355,1.28707,performance,resman,a_in_tolerance,1
239004.257417,1.28707,performance,resman,a_deviation,-10
239004.257539,1.28707,performance,resman,b_in_tolerance,1
239004.257594,1.28707,performance,resman,b_deviation,-10
239004.272623,1.303638,performance,sysmon,event_occured,0
239004.273469,1.303638,state,sysmon,scale1,6
239004.273558,1.303638,state,sysmon,scale2,6
239004.273636,1.303638,state,sysmon,scale3,4
239004.273704,1.303638,state,sysmon,scale4,4
239004.372289,1.403392,input,track,joystick_x,-9.0
239004.372409,1.403392,input,track,joystick_y,-5.75
239004.372464,1.403392,performance,track,joystick_x,-9.0
239004.372588,1.403392,performance,track,joystick_y,-5.75
239004.372658,1.403392,performance,track,cursor_in_target,1
239004.372704,1.403392,performance,track,center_deviation,27.918593
239004.373708,1.403392,performance,resman,a_in_tolerance,1
239004.373772,1.403392,performance,resman,a_deviation,-11
239004.373893,1.403392,performance,resman,b_in_tolerance,1
239004.373945,1.403392,performance,resman,b_deviation,-11
239004.389574,1.42058,performance,sysmon,event_occured,0
239004.390428,1.42058,state,sysmon,scale1,5
239004.390527,1.42058,state,sysmon,scale2,5
239004.390608,1.42058,state,sysmon,scale3,3
239004.390687,1.42058,state,sysmon,scale4,5
239004.472618,1.50371,input,track,joystick_x,-9.0
239004.472762,1.50371,input,track,joystick_y,-5.75
239004.472823,1.50371,performance,track,joystick_x,-9.0
239004.472861,1.50371,performance,track,joystick_y,-5.75
239004.472927,1.50371,performance,track,cursor_in_target,1
239004.472974,1.50371,performance,track,center_deviation,37.444035
239004.473896,1.50371,performance,resman,a_in_tolerance,1
239004.473959,1.50371,performance,resman,a_deviation,-12
239004.474076,1.50371,performance,resman,b_in_tolerance,1
239004.474114,1.50371,performance,resman,b_deviation,-12
239004.505867,1.536871,performance,sysmon,event_occured,0
239004.506917,1.536871,state,sysmon,scale1,4
239004.507013,1.536871,state,sysmon,scale2,6
239004.507086,1.536871,state,sysmon,scale3,4
239004.507153,1.536871,state,sysmon,scale4,4
239004.589305,1.62041,input,track,joystick_x,-9.0
239004.589512,1.62041,input,track,joystick_y,-5.75
239004.589602,1.62041,performance,track,joystick_x,-9.0
239004.589661,1.62041,performance,track,joystick_y,-5.75
239004.589764,1.62041,performance,track,cursor_in_target,1
239004.589838,1.62041,performance,track,center_deviation,46.972601
239004.590808,1.62041,performance,resman,a_in_tolerance,1
239004.590868,1.62041,performance,resman,a_deviation,-13
239004.590973,1.62041,performance,resman,b_in_tolerance,1
239004.59101,1.62041,performance,resman,b_deviation,-13
239004.606162,1.63711,performance,sysmon,event_occured,0
239004.607179,1.63711,state,sysmon,scale1,3
239004.60738,1.63711,state,sysmon,scale2,7
239004.607459,1.63711,state,sysmon,scale3,5
239004.607529,1.63711,state,sysmon,scale4,3
239004.705827,1.736934,input,track,joystick_x,-9.0
239004.705999,1.736934,input,track,joystick_y,-5.75
239004.706088,1.736934,performance,track,joystick_x,-9.0
239004.706147,1.736934,performance,track,joystick_y,-5.75
239004.706253,1.736934,performance,track,cursor_in_target,0
239004.70633,1.736934,performance,track,center_deviation,56.502965
239004.707517,1.736934,performance,resman,a_in_tolerance,1
239004.707561,1.736934,performance,resman,a_deviation,-14
239004.707648,1.736934,performance,resman,b_in_tolerance,1
