logtime,scenario_time,type_attribute,module,address,value
98312.461539,1.054146,performance,resman,a_in_tolerance,1
98312.461585,1.054146,performance,resman,a_deviation,-8
98312.461663,1.054146,performance,resman,b_in_tolerance,1
98312.461699,1.054146,performance,resman,b_deviation,-8
98312.463203,1.054146,input,track,joystick_x,-12.75
98312.463272,1.054146,input,track,joystick_y,-4.0
98312.463323,1.054146,performance,track,joystick_x,-12.75
98312.46336,1.054146,performance,track,joystick_y,-4.0
98312.46342,1.054146,performance,track,cursor_in_target,1
98312.463463,1.054146,performance,track,center_deviation,1.394005
98312.478411,1.070873,performance,sysmon,event_occured,0
98312.479136,1.070873,state,sysmon,scale1,4
98312.479196,1.070873,state,sysmon,scale2,6
98312.479241,1.070873,state,sysmon,scale3,4
98312.479283,1.070873,state,sysmon,scale4,4
98312.577326,1.16992,performance,resman,a_in_tolerance,1
98312.577368,1.16992,performance,resman,a_deviation,-9
98312.577542,1.16992,performance,resman,b_in_tolerance,1
98312.577578,1.16992,performance,resman,b_deviation,-9
98312.579039,1.16992,input,track,joystick_x,89.75
98312.5791,1.16992,input,track,joystick_y,3.25
98312.579146,1.16992,performance,track,joystick_x,89.75
98312.579179,1.16992,performance,track,joystick_y,3.25
98312.579231,1.16992,performance,track,cursor_in_target,1
98312.57927,1.16992,performance,track,center_deviation,12.093712
98312.594917,1.187453,performance,sysmon,event_occured,0
98312.595639,1.187453,state,sysmon,scale1,3
98312.595695,1.187453,state,sysmon,scale2,7
98312.595741,1.187453,state,sysmon,scale3,5
98312.595783,1.187453,state,sysmon,scale4,3
98312.678103,1.270674,performance,resman,a_in_tolerance,1
98312.678149,1.270674,performance,resman,a_deviation,-10
98312.678234,1.270674,performance,resman,b_in_tolerance,1
98312.678269,1.270674,performance,resman,b_deviation,-10
98312.679813,1.270674,input,track,joystick_x,89.75
98312.679878,1.270674,input,track,joystick_y,2.25
98312.679927,1.270674,performance,track,joystick_x,89.75
98312.679963,1.270674,performance,track,joystick_y,2.25
98312.680053,1.270674,performance,track,cursor_in_target,0
98312.680104,1.270674,performance,track,center_deviation,78.589281
98312.694963,1.287479,performance,sysmon,event_occured,0
98312.695693,1.287479,state,sysmon,scale1,4
98312.695749,1.287479,state,sysmon,scale2,6
98312.695793,1.287479,state,sysmon,scale3,4
98312.695834,1.287479,state,sysmon,scale4,4
98312.794461,1.38706,performance,resman,a_in_tolerance,1
98312.794507,1.38706,performance,resman,a_deviation,-11
98312.794698,1.38706,performance,resman,b_in_tolerance,1
98312.794733,1.38706,performance,resman,b_deviation,-11
98312.796453,1.38706,input,track,joystick_x,89.75
98312.796582,1.38706,input,track,joystick_y,2.25
98312.796635,1.38706,performance,track,joystick_x,89.75
98312.796725,1.38706,performance,track,joystick_y,2.25
98312.796858,1.38706,performance,track,cursor_in_target,0
98312.796905,1.38706,performance,track,center_deviation,169.171245
98312.811702,1.404195,performance,sysmon,event_occured,0
98312.812522,1.404195,state,sysmon,scale1,5
98312.812577,1.404195,state,sysmon,scale2,5
98312.812625,1.404195,state,sysmon,scale3,3
98312.812668,1.404195,state,sysmon,scale4,5
98312.894734,1.487332,performance,resman,a_in_tolerance,1
98312.894778,1.487332,performance,resman,a_deviation,-12
98312.894856,1.487332,performance,resman,b_in_tolerance,1
98312.894893,1.487332,performance,resman,b_deviation,-12
98312.896501,1.487332,input,track,joystick_x,89.75
98312.896567,1.487332,input,track,joystick_y,2.25
98312.89662,1.487332,performance,track,joystick_x,89.75
98312.896656,1.487332,performance,track,joystick_y,2.25
98312.896716,1.487332,performance,track,cursor_in_target,0
98312.89676,1.487332,performance,track,center_deviation,194.602174
98312.911923,1.504406,performance,sysmon,event_occured,0
98312.912693,1.504406,state,sysmon,scale1,4
98312.912749,1.504406,state,sysmon,scale2,4
98312.912794,1.504406,state,sysmon,scale3,4
98312.9129,1.504406,state,sysmon,scale4,4
98313.011656,1.604228,performance,resman,a_in_tolerance,1
98313.011707,1.604228,performance,resman,a_deviation,-13
98313.011793,1.604228,performance,resman,b_in_tolerance,1
98313.011842,1.604228,performance,resman,b_deviation,-13
98313.013489,1.604228,input,track,joystick_x,89.5
98313.013554,1.604228,input,track,joystick_y,2.25
98313.013604,1.604228,performance,track,joystick_x,89.5
98313.01364,1.604228,performance,track,joystick_y,2.25
98313.0137,1.604228,performance,track,cursor_in_target,0
98313.013741,1.604228,performance,track,center_deviation,194.773001
98313.028444,1.62087,performance,sysmon,event_occured,0
98313.029225,1.62087,state,sysmon,scale1,5
98313.029285,1.62087,state,sysmon,scale2,3
98313.02933,1.62087,state,sysmon,scale3,3
98313.029372,1.62087,state,sysmon,scale4,3
98313.111915,1.704482,performance,resman,a_in_tolerance,1
98313.111964,1.704482,performance,resman,a_deviation,-14
98313.112079,1.704482,performance,resman,b_in_tolerance,1
98313.112116,1.704482,performance,resman,b_deviation,-14
98313.113708,1.704482,input,track,joystick_x,89.0
98313.113772,1.704482,input,track,joystick_y,2.5
98313.113822,1.704482,performance,track,joystick_x,89.0
98313.113857,1.704482,performance,track,joystick_y,2.5
98313.113917,1.704482,performance,track,cursor_in_target,0
98313.113959,1.704482,performance,track,center_deviation,194.995511
98313.128561,1.721027,performance,sysmon,event_occured,0
98313.129328,1.721027,state,sysmon,scale1,4
98313.129384,1.721027,state,sysmon,scale2,4
98313.129431,1.721027,state,sysmon,scale3,4
98313.129474,1.721027,state,sysmon,scale4,4
98313.227896,1.820427,performance,resman,a_in_tolerance,1
98313.227943,1.820427,performance,resman,a_deviation,-15
98313.228051,1.820427,performance,resman,b_in_tolerance,1
98313.228092,1.820427,performance,resman,b_deviation,-15
98313.229651,1.820427,input,track,joystick_x,83.25
98313.229783,1.820427,input,track,joystick_y,-0.25
98313.22984,1.820427,performance,track,joystick_x,83.25
98313.229877,1.820427,performance,track,joystick_y,-0.25
98313.229935,1.820427,performance,track,cursor_in_target,0
98313.229977,1.820427,performance,track,center_deviation,195.293225
98313.2449,1.837416,performance,sysmon,event_occured,0
98313.245609,1.837416,state,sysmon,scale1,5
98313.245666,1.837416,state,sysmon,scale2,5
98313.245711,1.837416,state,sysmon,scale3,5
98313.245752,1.837416,state,sysmon,scale4,5
98313.328504,1.921058,performance,resman,a_in_tolerance,1
98313.328554,1.921058,performance,resman,a_deviation,-16
98313.32864,1.921058,performance,resman,b_in_tolerance,1
98313.32868,1.921058,performance,resman,b_deviation,-16
98313.330277,1.921058,input,track,joystick_x,77.0
98313.330341,1.921058,input,track,joystick_y,-2.25
98313.330393,1.921058,performance,track,joystick_x,77.0
98313.330428,1.921058,performance,track,joystick_y,-2.25
98313.330487,1.921058,performance,track,cursor_in_target,0
98313.33053,1.921058,performance,track,center_deviation,190.409235
98313.361756,1.954226,performance,sysmon,event_occured,0
98313.362478,1.954226,state,sysmon,scale1,6
98313.362535,1.954226,state,sysmon,scale2,4
98313.36258,1.954226,state,sysmon,scale3,4
98313.36262,1.954226,state,sysmon,scale4,4
98313.444973,2.037571,performance,resman,a_in_tolerance,1
98313.445019,2.037571,performance,resman,a_deviation,-17
98313.445101,2.037571,performance,resman,b_in_tolerance,1
98313.445137,2.037571,performance,resman,b_deviation,-17
98313.446678,2.037571,input,track,joystick_x,73.0
98313.44674,2.037571,input,track,joystick_y,-3.75
98313.446791,2.037571,performance,track,joystick_x,73.0
98313.446827,2.037571,performance,track,joystick_y,-3.75
98313.446886,2.037571,performance,track,cursor_in_target,0
98313.446927,2.037571,performance,track,center_deviation,195.232802
98313.478112,2.070573,performance,sysmon,event_occured,0
98313.478858,2.070573,state,sysmon,scale1,5
98313.478914,2.070573,state,sysmon,scale2,5
98313.478959,2.070573,state,sysmon,scale3,3
98313.479002,2.070573,state,sysmon,scale4,5
98313.54532,2.137914,performance,resman,a_in_tolerance,1
98313.545366,2.137914,performance,resman,a_deviation,-18
98313.545445,2.137914,performance,resman,b_in_tolerance,1
98313.545484,2.137914,performance,resman,b_deviation,-18
98313.547029,2.137914,input,track,joystick_x,73.0
98313.547091,2.137914,input,track,joystick_y,-3.75
98313.547145,2.137914,performance,track,joystick_x,73.0
98313.54718,2.137914,performance,track,joystick_y,-3.75
98313.54724,2.137914,performance,track,cursor_in_target,0
98313.547281,2.137914,performance,track,center_deviation,191.776868
98313.594805,2.187313,performance,sysmon,event_occured,0
98313.595612,2.187313,state,sysmon,scale1,6
98313.595669,2.187313,state,sysmon,scale2,4
98313.595715,2.187313,state,sysmon,scale3,4
98313.595758,2.187313,state,sysmon,scale4,6
98313.66143,2.254002,performance,resman,a_in_tolerance,1
98313.661476,2.254002,performance,resman,a_deviation,-19
98313.661591,2.254002,performance,resman,b_in_tolerance,1
98313.661627,2.254002,performance,resman,b_deviation,-19
98313.66317,2.254002,input,track,joystick_x,73.0
98313.663233,2.254002,input,track,joystick_y,-3.75
98313.663283,2.254002,performance,track,joystick_x,73.0
98313.663318,2.254002,performance,track,joystick_y,-3.75
98313.663377,2.254002,performance,track,cursor_in_target,0
98313.663418,2.254002,performance,track,center_deviation,194.793015
98313.711344,2.303794,performance,sysmon,event_occured,0
98313.712089,2.303794,state,sysmon,scale1,5
98313.712145,2.303794,state,sysmon,scale2,5
98313.712191,2.303794,state,sysmon,scale3,5
98313.712232,2.303794,state,sysmon,scale4,7
98313.761508,2.354071,performance,resman,a_in_tolerance,1
98313.761556,2.354071,performance,resman,a_deviation,-20
98313.761647,2.354071,performance,resman,b_in_tolerance,1
98313.761685,2.354071,performance,resman,b_deviation,-20
98313.763218,2.354071,input,track,joystick_x,71.5
98313.763282,2.354071,input,track,joystick_y,-4.25
98313.763332,2.354071,performance,track,joystick_x,71.5
98313.763367,2.354071,performance,track,joystick_y,-4.25
98313.763425,2.354071,performance,track,cursor_in_target,0
98313.76347,2.354071,performance,track,center_deviation,194.634125
98313.811327,2.403814,performance,sysmon,event_occured,0
98313.812052,2.403814,state,sysmon,scale1,6
98313.812109,2.403814,state,sysmon,scale2,4
98313.812154,2.403814,state,sysmon,scale3,6
98313.812198,2.403814,state,sysmon,scale4,6
98313.877992,2.470541,performance,resman,a_in_tolerance,1
98313.878037,2.470541,performance,resman,a_deviation,-21
