logtime,scenario_time,type,module,address,value
19738.569977,0.191847,performance,resman,a_in_tolerance,1
19738.570021,0.191847,performance,resman,a_deviation,0
19738.570039,0.191847,performance,resman,b_in_tolerance,0
19738.570053,0.191847,performance,resman,b_deviation,1500
19738.579427,0.201076,performance,track,cursor_in_target,1
19738.579453,0.201076,performance,track,center_deviation,0.0
19738.612653,0.234198,performance,track,cursor_in_target,1
19738.612677,0.234198,performance,track,center_deviation,2.429249
19738.638181,0.258561,performance,track,cursor_in_target,1
19738.6382,0.258561,performance,track,center_deviation,3.643778
19738.662007,0.283181,performance,track,cursor_in_target,1
19738.662031,0.283181,performance,track,center_deviation,4.858192
19741.317443,0.289119,performance,genericscales,Exigence mentale,50
19741.317494,0.289119,performance,genericscales,Exigence physique,50
19741.317525,0.289119,performance,genericscales,Exigence temporelle,50
19741.317553,0.289119,performance,genericscales,Effort,50
19741.317577,0.289119,performance,genericscales,Performance,50
19741.317601,0.289119,performance,genericscales,Frustration,50
19741.342639,0.31421,performance,track,cursor_in_target,1
19741.34266,0.31421,performance,track,center_deviation,6.072453
19741.380217,0.351802,performance,track,cursor_in_target,1
19741.380246,0.351802,performance,track,center_deviation,7.286523
19741.465158,0.436231,performance,track,cursor_in_target,1
19741.465183,0.436231,performance,track,center_deviation,8.500364
19741.495594,0.467074,performance,track,cursor_in_target,1
19741.495614,0.467074,performance,track,center_deviation,9.713936
19741.529198,0.500916,performance,track,cursor_in_target,1
19741.529221,0.500916,performance,track,center_deviation,10.927203
19741.566036,0.537475,performance,track,cursor_in_target,1
19741.566099,0.537475,performance,track,center_deviation,12.140126
19741.598722,0.570309,performance,track,cursor_in_target,1
19741.59875,0.570309,performance,track,center_deviation,13.352667
19741.628538,0.600104,performance,track,cursor_in_target,1
19741.628641,0.600104,performance,track,center_deviation,14.564787
19741.664494,0.636081,performance,track,cursor_in_target,1
19741.664524,0.636081,performance,track,center_deviation,15.776448
19741.69716,0.668721,performance,track,cursor_in_target,1
19741.697185,0.668721,performance,track,center_deviation,16.987613
19741.731188,0.702649,performance,track,cursor_in_target,1
19741.731212,0.702649,performance,track,center_deviation,18.198242
19741.764341,0.736018,performance,track,cursor_in_target,1
19741.764365,0.736018,performance,track,center_deviation,19.408299
19741.797303,0.768937,performance,track,cursor_in_target,1
19741.797331,0.768937,performance,track,center_deviation,20.617744
19741.831524,0.802974,performance,track,cursor_in_target,1
19741.83156,0.802974,performance,track,center_deviation,21.826541
19741.864525,0.836056,performance,track,cursor_in_target,1
19741.864552,0.836056,performance,track,center_deviation,23.03465
19741.898171,0.869541,performance,track,cursor_in_target,1
19741.898197,0.869541,performance,track,center_deviation,24.242033
19741.931546,0.903129,performance,track,cursor_in_target,1
19741.931574,0.903129,performance,track,center_deviation,25.433599
19741.964543,0.936086,performance,track,cursor_in_target,1
19741.964575,0.936086,performance,track,center_deviation,26.624369
19741.997961,0.969615,performance,track,cursor_in_target,1
19741.997989,0.969615,performance,track,center_deviation,27.814307
19742.028151,0.999866,performance,track,cursor_in_target,1
19742.028174,0.999866,performance,track,center_deviation,28.96771
19742.064033,1.035618,performance,track,cursor_in_target,1
19742.064061,1.035618,performance,track,center_deviation,30.012796
19742.097599,1.069264,performance,track,cursor_in_target,1
19742.097627,1.069264,performance,track,center_deviation,30.885194
19742.131088,1.102615,performance,track,cursor_in_target,1
19742.13112,1.102615,performance,track,center_deviation,31.511582
19742.163931,1.135447,performance,track,cursor_in_target,1
19742.163957,1.135447,performance,track,center_deviation,31.943801
19742.19756,1.169114,performance,track,cursor_in_target,1
19742.197585,1.169114,performance,track,center_deviation,32.22652
19742.230804,1.202294,performance,track,cursor_in_target,1
19742.230836,1.202294,performance,track,center_deviation,32.38758
19742.264428,1.236082,performance,track,cursor_in_target,1
19742.264455,1.236082,performance,track,center_deviation,32.400562
19742.296926,1.268556,performance,track,cursor_in_target,1
19742.296951,1.268556,performance,track,center_deviation,32.272673
19742.330074,1.301692,performance,track,cursor_in_target,1
19742.330102,1.301692,performance,track,center_deviation,32.066028
19742.364058,1.335573,performance,track,cursor_in_target,1
19742.364091,1.335573,performance,track,center_deviation,31.848213
19742.397658,1.369117,performance,track,cursor_in_target,1
19742.397689,1.369117,performance,track,center_deviation,31.629561
19742.4305,1.40211,performance,track,cursor_in_target,1
19742.430529,1.40211,performance,track,center_deviation,31.410043
19742.464168,1.435813,performance,track,cursor_in_target,1
19742.464196,1.435813,performance,track,center_deviation,31.189627
19742.49695,1.468556,performance,track,cursor_in_target,1
19742.49698,1.468556,performance,track,center_deviation,30.968283
19742.529894,1.501563,performance,track,cursor_in_target,1
19742.529919,1.501563,performance,track,center_deviation,30.745982
19742.563819,1.535271,performance,track,cursor_in_target,1
19742.563847,1.535271,performance,track,center_deviation,30.522693
19742.596983,1.568598,performance,track,cursor_in_target,1
19742.597014,1.568598,performance,track,center_deviation,30.298386
19742.630153,1.601702,performance,track,cursor_in_target,1
19742.630186,1.601702,performance,track,center_deviation,30.073034
19742.663794,1.635302,performance,track,cursor_in_target,1
19742.663821,1.635302,performance,track,center_deviation,29.846606
19742.696786,1.668433,performance,track,cursor_in_target,1
19742.696814,1.668433,performance,track,center_deviation,29.619074
