joystick_x,joystick_y,center_deviation,cursor_in_target,a_in_tolerance,a_deviation,b_in_tolerance,b_deviation,"pump_1_flow, 1","pump_2_flow, 2","pump_3_flow, 3","pump_4_flow, 4","pump_5_flow, 5","pump_6_flow, 6","pump_7_flow, 7","pump_8_flow, 8",scale1,scale2,scale3,scale4,event_occured,response_time
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,0.75,1.394005,1,1,-8,1,-8,0,0,0,0,0,0,0,0,6,6,4,6,0,0
-1.0,0.75,3.083986,1,1,-9,1,-9,0,0,0,0,0,0,0,0,5,5,5,7,0,0
-1.0,0.75,4.778174,1,1,-10,1,-10,0,0,0,0,0,0,0,0,4,4,6,6,0,0
-1.0,0.75,6.472995,1,1,-11,1,-11,0,0,0,0,0,0,0,0,3,3,5,7,0,0
-1.0,0.75,8.167813,1,1,-13,1,-13,0,0,0,0,0,0,0,0,4,4,4,6,0,0
3.5,-4.0,9.862409,1,1,-14,1,-14,0,0,0,0,0,0,0,0,5,5,5,7,0,0
3.5,-4.0,7.430117,1,1,-15,1,-15,0,0,0,0,0,0,0,0,6,6,6,6,0,0
3.5,-4.0,8.27972,1,1,-16,1,-16,0,0,0,0,0,0,0,0,5,5,5,5,0,0
3.5,-4.0,11.717927,1,1,-17,1,-17,0,0,0,0,0,0,0,0,4,6,4,6,0,0
3.5,-4.0,16.170226,1,1,-18,1,-18,0,0,0,0,0,0,0,0,3,5,5,5,0,0
3.0,-4.0,21.001301,1,1,-19,1,-19,0,0,0,0,0,0,0,0,4,6,6,6,0,0
1.25,-3.25,25.529801,1,1,-20,1,-20,0,0,0,0,0,0,0,0,3,7,7,7,0,0
0.25,-1.25,28.25991,1,1,-21,1,-21,0,0,0,0,0,0,0,0,4,6,6,6,0,0
0.25,-1.25,29.329021,1,1,-22,1,-22,0,0,0,0,0,0,0,0,3,7,5,5,0,0
-0.75,-1.25,30.39832,1,1,-23,1,-23,0,0,0,0,0,0,0,0,4,6,4,6,0,0
-1.25,-1.25,30.544801,1,1,-24,1,-24,0,0,0,0,0,0,0,0,5,7,5,7,0,0
-1.25,-1.25,30.236231,1,1,-25,1,-25,0,0,0,0,0,0,0,0,4,6,4,6,0,0
-1.25,-1.25,29.935604,1,1,-26,1,-26,0,0,0,0,0,0,0,0,3,5,3,5,0,0
-1.25,-1.25,29.643211,1,1,-27,1,-27,0,0,0,0,0,0,0,0,4,6,4,6,0,0
-1.25,-1.25,29.359347,1,1,-28,1,-28,0,0,0,0,0,0,0,0,5,5,5,5,0,0
-1.25,-1.25,29.084319,1,1,-29,1,-29,0,0,0,0,0,0,0,0,4,6,6,4,0,0
-1.25,-1.25,28.818438,1,1,-30,1,-30,0,0,0,0,0,0,0,0,5,5,5,3,0,0
-1.25,-1.25,28.562021,1,1,-31,1,-31,0,0,0,0,0,0,0,0,6,4,4,4,0,0
-1.25,-1.25,28.315391,1,1,-32,1,-32,0,0,0,0,0,0,0,0,5,5,5,3,0,0
-1.75,-1.75,28.078875,1,1,-33,1,-33,0,0,0,0,0,0,0,0,4,6,4,4,0,0
-1.75,-1.75,27.716617,1,1,-34,1,-34,0,0,0,0,0,0,0,0,5,7,3,5,0,0
-1.75,-1.75,27.410542,1,1,-35,1,-35,0,0,0,0,0,0,0,0,4,6,4,6,0,0
-1.75,-1.75,27.162731,1,1,-36,1,-36,0,0,0,0,0,0,0,0,5,5,3,5,0,0
-1.75,-1.75,26.97498,1,1,-37,1,-37,0,0,0,0,0,0,0,0,4,4,4,6,0,0
-1.75,-1.75,26.84875,1,1,-38,1,-38,0,0,0,0,0,0,0,0,3,3,3,5,0,0
-1.75,-1.75,26.785116,1,1,-39,1,-39,0,0,0,0,0,0,0,0,4,4,4,6,0,0
-1.75,-1.75,26.784739,1,1,-40,1,-40,0,0,0,0,0,0,0,0,5,5,5,5,0,0
-1.75,-1.75,26.847841,1,1,-40,1,-41,0,1,0,0,0,0,0,0,4,4,6,6,0,0
-1.75,-1.75,26.974203,1,1,-40,1,-42,0,1,0,0,0,0,0,0,5,3,5,7,0,0
-1.75,-1.75,27.163176,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,6,0,0
-1.75,-1.75,27.413699,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,7,5,0,0
-1.75,-1.75,27.724348,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,4,0,0
-1.75,-1.75,28.093371,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,7,7,5,0,0
-1.75,-1.75,28.518751,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-1.75,-1.75,28.998258,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,7,7,0,0
-1.0,-0.75,29.529509,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,6,6,0,0
-1.0,-0.5,29.326758,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,7,7,0,0
-1.0,-0.5,28.885175,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,6,6,0,0
-0.25,2.25,28.445629,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,5,7,0,0
-0.25,2.25,25.570991,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-0.25,2.25,22.778081,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,7,5,0,0
-0.25,2.25,20.10012,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-0.25,2.25,17.588665,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,5,5,0,0
-0.25,2.0,15.32459,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,4,0,0
-0.25,1.75,13.595691,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,3,3,0,0
-0.25,1.75,12.4502,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
-0.25,1.75,11.808665,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,5,5,0,0
-0.25,1.75,11.752437,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,4,0,0
-0.25,1.75,12.28813,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,3,5,5,0,0
-0.25,1.75,13.343312,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,6,0,0
-0.25,1.75,14.806111,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,3,3,5,0,0
-0.25,1.75,16.567797,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,4,0,0
-0.25,1.75,18.542363,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,5,3,0,0
-0.25,1.75,20.667956,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,4,0,0
-0.25,1.75,22.901712,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,3,0,0
-0.25,1.75,25.214111,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
-0.25,1.75,27.58465,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,3,5,0,0
-0.25,1.75,29.998865,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,4,0,0
-0.25,1.75,32.446365,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,5,3,0,0
-0.25,1.75,34.919543,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,6,4,0,0
-0.25,1.75,37.412732,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,3,5,3,0,0
-0.25,1.75,39.921635,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,4,0,0
-1.25,0.5,42.442942,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,3,5,5,0,0
-1.75,-0.25,43.416436,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,6,0,0
-1.75,-0.5,43.524698,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,3,7,0,0
-1.75,-0.5,43.430199,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,6,0,0
-1.75,-0.5,43.359656,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,5,5,0,0
-1.25,-0.5,43.313202,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,4,0,0
-1.25,-0.5,43.446476,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,3,5,5,0,0
-1.25,-0.5,43.585351,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,6,0,0
-0.25,-1.25,43.729739,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,5,5,0,0
0.0,-1.25,43.450765,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
0.0,-2.0,43.255433,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,5,7,0,0
-0.5,-3.0,42.366896,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-0.5,-3.0,40.388632,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,7,0,0
-0.5,-3.0,38.431474,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-0.5,-3.0,36.499264,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,7,0,0
-0.5,-3.0,34.596663,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
-0.5,-3.0,32.729351,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,7,5,1,0
-0.5,-3.0,30.904282,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,4,1,100
-0.5,-3.0,29.129997,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,3,7,5,1,200
-1.75,-3.75,27.417002,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,4,1,300
-1.75,-3.75,24.411376,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,5,5,1,400
-1.75,-3.75,21.443582,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,4,6,1,500
-1.75,-3.75,18.533544,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,3,5,7,1,600
-1.75,-3.75,15.715468,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,6,1,700
-1.75,-3.75,13.051612,1,1,-40,1,-42,0,1,0,1,0,0,0,0,10,3,5,5,1,800
-1.75,-3.75,10.661398,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,4,6,1,900
-1.0,-1.5,8.77534,1,1,-40,1,-42,0,1,0,1,0,0,0,0,10,3,5,5,1,1000
-1.0,-1.5,8.37122,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,6,1,1100
-1.0,-1.5,8.025882,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,7,7,1,1200
-1.0,-1.5,7.748348,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,6,1,1300
-1.0,-1.5,7.547311,1,1,-40,1,-42,0,1,0,1,0,0,0,0,10,7,7,7,1,1400
-1.0,-1.5,7.430231,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,6,1,1500
-1.0,-1.5,7.402364,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,7,7,1,1600
-1.0,-1.5,7.465991,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,6,1,1700
-1.0,-1.5,7.620093,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,3,5,7,1,1800
-1.0,-1.5,7.860604,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,4,6,6,1,1900
-1.0,-1.5,8.181131,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,7,5,1,2000
-1.0,-1.5,8.573887,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,6,1,2100
-1.0,-1.5,9.030594,1,1,-40,1,-42,0,1,0,1,0,0,0,0,10,7,7,5,1,2200
-1.0,-1.5,9.543171,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,4,1,2300
-1.0,-1.5,10.104169,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,5,7,3,1,2400
-1.0,-1.5,10.706985,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,4,1,2500
-1.0,-1.5,11.345918,1,1,-40,1,-42,0,1,0,1,0,0,0,0,8,7,5,3,1,2600
-1.0,-1.5,12.016131,1,1,-40,1,-42,0,1,0,1,0,0,0,0,9,6,6,4,1,2700
-1.0,-1.5,12.713561,1,1,-40,1,-42,0,1,0,1,0,0,0,0,10,7,5,3,1,2800
-1.0,-1.5,13.434818,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,6,4,4,0,0
-1.0,-1.5,14.177081,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,7,5,5,0,0
-1.0,-1.5,14.938004,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,6,6,6,0,0
-1.0,-1.5,15.71563,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,5,5,7,0,0
-1.0,-1.5,16.508329,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,6,6,6,0,0
-1.0,-1.5,17.314734,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,5,7,5,0,0
-1.0,-1.5,18.133698,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,6,6,4,0,0
-1.0,-1.5,18.964254,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,5,7,3,0,0
-1.0,-1.5,19.805584,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,4,6,4,0,0
-1.0,-1.5,20.656992,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,3,5,5,0,0
-1.0,-1.5,21.517887,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,4,4,6,0,0
-1.0,-1.5,22.387762,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,3,3,7,0,0
0.25,0.75,23.266182,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,4,4,6,0,0
0.25,0.75,21.800841,1,1,-40,1,-42,0,1,0,1,0,0,0,0,0,3,3,7,0,0
0.25,0.75,20.366724,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,6,0,0
0.25,0.75,18.96972,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,3,5,0,0
0.25,0.75,17.617368,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,4,0,0
0.25,0.75,16.319366,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,3,5,5,0,0
0.25,0.75,15.088223,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,6,0,0
0.25,0.75,13.940006,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,3,5,7,0,0
0.25,0.75,12.89508,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,6,0,0
0.25,0.75,11.978557,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,7,5,0,0
0.25,0.75,11.219854,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,4,0,0
0.25,0.75,10.650537,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,5,5,0,0
0.25,0.75,10.299758,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,4,0,0
0.25,0.75,10.187785,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,7,3,0,0
0.25,0.75,10.320085,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,4,0,0
0.25,0.75,10.685354,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,5,0,0
0.25,0.75,11.258816,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
0.25,0.75,12.008682,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,7,5,0,0
0.25,0.75,12.902366,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
0.25,0.75,13.910438,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,7,7,0,0
0.25,0.75,15.00825,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,6,0,0
0.25,0.75,16.176037,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,5,0,0
0.25,0.75,17.398311,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,6,0,0
0.25,0.75,18.663057,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,5,5,0,0
0.25,0.75,19.960972,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,6,4,0,0
0.25,0.75,21.284834,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,5,5,0,0
0.25,0.75,22.628997,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
0.25,0.75,23.989017,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,3,3,0,0
0.25,0.75,25.361367,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,4,0,0
0.25,0.75,26.743217,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,3,3,0,0
0.25,0.75,28.132284,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,4,0,0
0.25,0.75,29.526702,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,7,3,5,0,0
0.25,0.75,30.924941,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,6,0,0
0.25,0.75,32.32573,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,7,0,0
0.25,0.75,33.728007,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,6,0,0
-7.25,-2.75,35.130879,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,3,5,0,0
-7.75,-2.75,28.729472,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,4,0,0
-7.75,-2.75,22.462435,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,5,3,3,0,0
-3.75,0.0,17.276017,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,6,4,4,0,0
-3.5,0.0,17.088493,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,3,3,0,0
-3.0,0.25,17.500193,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
-2.25,0.75,18.544011,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,5,0,0
-2.25,0.75,20.13421,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,6,0,0
-2.0,0.0,21.813324,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,7,7,0,0
-1.0,-2.25,22.773425,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,6,0,0
-1.0,-2.25,21.334302,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,7,7,7,0,0
-1.0,-2.25,19.96362,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,6,6,0,0
-1.0,-2.25,18.678116,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,5,5,0,0
-1.0,-2.25,17.498362,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,6,0,0
-0.75,-2.25,16.449048,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,3,7,0,0
-0.5,-2.0,15.370858,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,6,0,0
-0.5,-2.0,14.393409,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,3,5,0,0
-0.5,-2.0,13.529858,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
-0.5,-2.0,12.805153,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,7,5,3,0,0
-0.5,-2.0,12.245955,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,6,4,4,0,0
-0.5,-2.0,11.877729,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,3,5,0,0
0.5,-1.0,11.720595,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,6,0,0
0.5,-0.75,10.747792,1,1,-40,1,-42,0,1,0,1,0,0,0,0,3,5,5,5,0,0
0.5,-0.75,9.801547,1,1,-40,1,-42,0,1,0,1,0,0,0,0,4,4,4,4,0,0
0.5,-0.75,8.874668,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,3,5,5,0,0
0.5,-0.75,7.9735,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,6,0,0
0.5,-0.75,7.107377,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,3,5,7,0,0
0.5,-0.75,6.290297,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,6,0,0
0.5,-0.75,5.54344,1,1,-40,1,-42,0,1,0,1,0,0,0,0,5,5,5,5,0,0
0.5,-0.75,4.89843,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,4,4,0,0
0.5,-0.75,4.399636,1,1,-40,1,-42,0,1,0,1,0,0,0,0,7,3,5,3,0,0
0.5,-0.75,4.100093,1,1,-40,1,-42,0,1,0,1,0,0,0,0,6,4,6,4,0,0
