logtime,scenario_time,type_attribute,module,address,value
219550.042867,1.037748,performance,sysmon,event_occured,0
219550.043011,1.037748,performance,sysmon,response_time,0
219550.043584,1.037748,state,sysmon,scale1,6
219550.04364,1.037748,state,sysmon,scale2,6
219550.043685,1.037748,state,sysmon,scale3,4
219550.043727,1.037748,state,sysmon,scale4,6
219550.059561,1.054537,performance,resman,a_in_tolerance,1
219550.059609,1.054537,performance,resman,a_deviation,-8
219550.05969,1.054537,performance,resman,b_in_tolerance,1
219550.059726,1.054537,performance,resman,b_deviation,-8
219550.061663,1.054537,input,track,joystick_x,-1.0
219550.061728,1.054537,input,track,joystick_y,0.75
219550.061779,1.054537,performance,track,joystick_x,-1.0
219550.061815,1.054537,performance,track,joystick_y,0.75
219550.061876,1.054537,performance,track,cursor_in_target,1
219550.06192,1.054537,performance,track,center_deviation,1.394005
219550.14318,1.13799,performance,sysmon,event_occured,0
219550.14335,1.13799,performance,sysmon,response_time,0
219550.14395,1.13799,state,sysmon,scale1,5
219550.144021,1.13799,state,sysmon,scale2,5
219550.144068,1.13799,state,sysmon,scale3,5
219550.14411,1.13799,state,sysmon,scale4,7
219550.161142,1.156106,performance,resman,a_in_tolerance,1
219550.161187,1.156106,performance,resman,a_deviation,-9
219550.16127,1.156106,performance,resman,b_in_tolerance,1
219550.161306,1.156106,performance,resman,b_deviation,-9
219550.162877,1.156106,input,track,joystick_x,-1.0
219550.16294,1.156106,input,track,joystick_y,0.75
219550.162992,1.156106,performance,track,joystick_x,-1.0
219550.163028,1.156106,performance,track,joystick_y,0.75
219550.163085,1.156106,performance,track,cursor_in_target,1
219550.163125,1.156106,performance,track,center_deviation,3.083986
219550.259501,1.254335,performance,sysmon,event_occured,0
219550.259654,1.254335,performance,sysmon,response_time,0
219550.260247,1.254335,state,sysmon,scale1,4
219550.260303,1.254335,state,sysmon,scale2,4
219550.260348,1.254335,state,sysmon,scale3,6
219550.26039,1.254335,state,sysmon,scale4,6
219550.276332,1.271284,performance,resman,a_in_tolerance,1
219550.276379,1.271284,performance,resman,a_deviation,-10
219550.276459,1.271284,performance,resman,b_in_tolerance,1
219550.276498,1.271284,performance,resman,b_deviation,-10
219550.278091,1.271284,input,track,joystick_x,-1.0
219550.278156,1.271284,input,track,joystick_y,0.75
219550.278207,1.271284,performance,track,joystick_x,-1.0
219550.278241,1.271284,performance,track,joystick_y,0.75
219550.278297,1.271284,performance,track,cursor_in_target,1
219550.278339,1.271284,performance,track,center_deviation,4.778174
219550.376293,1.371114,performance,sysmon,event_occured,0
219550.376439,1.371114,performance,sysmon,response_time,0
219550.377008,1.371114,state,sysmon,scale1,3
219550.377065,1.371114,state,sysmon,scale2,3
219550.37711,1.371114,state,sysmon,scale3,5
219550.377153,1.371114,state,sysmon,scale4,7
219550.392344,1.387345,performance,resman,a_in_tolerance,1
219550.392389,1.387345,performance,resman,a_deviation,-11
219550.392471,1.387345,performance,resman,b_in_tolerance,1
219550.392507,1.387345,performance,resman,b_deviation,-11
219550.394071,1.387345,input,track,joystick_x,-1.0
219550.394135,1.387345,input,track,joystick_y,0.75
219550.394186,1.387345,performance,track,joystick_x,-1.0
219550.394298,1.387345,performance,track,joystick_y,0.75
219550.394359,1.387345,performance,track,cursor_in_target,1
219550.3944,1.387345,performance,track,center_deviation,6.472995
219550.476592,1.471385,performance,sysmon,event_occured,0
219550.47675,1.471385,performance,sysmon,response_time,0
219550.477426,1.471385,state,sysmon,scale1,4
219550.477484,1.471385,state,sysmon,scale2,4
219550.477529,1.471385,state,sysmon,scale3,4
219550.477572,1.471385,state,sysmon,scale4,6
219550.492889,1.487847,performance,resman,a_in_tolerance,1
219550.492935,1.487847,performance,resman,a_deviation,-12
219550.493018,1.487847,performance,resman,b_in_tolerance,1
219550.493053,1.487847,performance,resman,b_deviation,-12
219550.494611,1.487847,input,track,joystick_x,-1.0
219550.494676,1.487847,input,track,joystick_y,0.75
219550.494728,1.487847,performance,track,joystick_x,-1.0
219550.494764,1.487847,performance,track,joystick_y,0.75
219550.494824,1.487847,performance,track,cursor_in_target,1
219550.494867,1.487847,performance,track,center_deviation,8.167813
219550.593016,1.587974,performance,resman,a_in_tolerance,1
219550.593064,1.587974,performance,resman,a_deviation,-13
219550.593145,1.587974,performance,resman,b_in_tolerance,1
219550.59318,1.587974,performance,resman,b_deviation,-13
219550.594649,1.587974,performance,sysmon,event_occured,0
219550.594695,1.587974,performance,sysmon,response_time,0
219550.59521,1.587974,state,sysmon,scale1,5
219550.595267,1.587974,state,sysmon,scale2,5
219550.595313,1.587974,state,sysmon,scale3,5
219550.595356,1.587974,state,sysmon,scale4,7
219550.595444,1.587974,input,track,joystick_x,3.5
