logtime,scenario_time,type_attribute,module,address,value
239348.891291,1.0871,input,track,joystick_x,0
239348.891495,1.0871,input,track,joystick_y,0
239348.891571,1.0871,performance,track,joystick_x,0
239348.891623,1.0871,performance,track,joystick_y,0
239348.891717,1.0871,performance,track,cursor_in_target,1
239348.891781,1.0871,performance,track,center_deviation,1.394005
239348.893309,1.0871,performance,resman,a_in_tolerance,1
239348.893349,1.0871,performance,resman,a_deviation,-8
239348.893427,1.0871,performance,resman,b_in_tolerance,1
239348.893462,1.0871,performance,resman,b_deviation,-8
239348.908452,1.104401,performance,sysmon,event_occured,0
239348.909251,1.104401,state,sysmon,scale1,6
239348.909333,1.104401,state,sysmon,scale2,4
239348.909399,1.104401,state,sysmon,scale3,4
239348.909462,1.104401,state,sysmon,scale4,6
239348.992067,1.187861,input,track,joystick_x,0
239348.992219,1.187861,input,track,joystick_y,0
239348.992269,1.187861,performance,track,joystick_x,0
239348.992304,1.187861,performance,track,joystick_y,0
239348.992377,1.187861,performance,track,cursor_in_target,1
239348.992424,1.187861,performance,track,center_deviation,2.450629
239348.993194,1.187861,performance,resman,a_in_tolerance,1
239348.99325,1.187861,performance,resman,a_deviation,-9
239348.993356,1.187861,performance,resman,b_in_tolerance,1
239348.993405,1.187861,performance,resman,b_deviation,-9
239349.00884,1.204712,performance,sysmon,event_occured,0
239349.010013,1.204712,state,sysmon,scale1,7
239349.010118,1.204712,state,sysmon,scale2,3
239349.0102,1.204712,state,sysmon,scale3,3
239349.01028,1.204712,state,sysmon,scale4,7
239349.108103,1.303826,input,track,joystick_x,0
239349.108301,1.303826,input,track,joystick_y,0
239349.108377,1.303826,performance,track,joystick_x,0
239349.108428,1.303826,performance,track,joystick_y,0
239349.108518,1.303826,performance,track,cursor_in_target,1
239349.108585,1.303826,performance,track,center_deviation,3.60659
239349.109336,1.303826,performance,resman,a_in_tolerance,1
239349.10939,1.303826,performance,resman,a_deviation,-10
239349.109479,1.303826,performance,resman,b_in_tolerance,1
239349.10952,1.303826,performance,resman,b_deviation,-10
239349.124986,1.320935,performance,sysmon,event_occured,0
239349.125936,1.320935,state,sysmon,scale1,6
239349.126019,1.320935,state,sysmon,scale2,4
239349.126088,1.320935,state,sysmon,scale3,4
239349.126162,1.320935,state,sysmon,scale4,6
239349.208133,1.403939,input,track,joystick_x,0
239349.208346,1.403939,input,track,joystick_y,0
239349.208428,1.403939,performance,track,joystick_x,0
239349.208485,1.403939,performance,track,joystick_y,0
239349.208718,1.403939,performance,track,cursor_in_target,1
239349.208794,1.403939,performance,track,center_deviation,4.79018
239349.2095,1.403939,performance,resman,a_in_tolerance,1
