logtime,scenario_time,type,module,address,value
1.333295,0,scenario_path,,,includes\scenarios\basic.txt
1.366684,0,seed_value,communications,,
1.366743,0,seed_output,communications,,SBN790
1.366881,0,seed_value,communications,,
1.366904,0,seed_output,communications,,PIV852
1.367026,0,seed_value,communications,,
1.36705,0,seed_output,communications,,DTW834
1.367173,0,seed_value,communications,,
1.367193,0,seed_output,communications,,LPP463
1.367308,0,seed_value,communications,,
1.367328,0,seed_output,communications,,QNZ454
1.367442,0,seed_value,communications,,
1.367463,0,seed_output,communications,,FDV753
1.367586,0,seed_value,communications,,
1.367606,0,seed_output,communications,,XVZ241
1.367727,0,seed_value,communications,,
1.367747,0,seed_output,communications,,EHA972
1.367794,0,seed_value,communications,,
1.367811,0,seed_output,communications,,114.57447
1.367848,0,seed_value,communications,,
1.367864,0,seed_output,communications,,121.427213
1.3679,0,seed_value,communications,,
1.367916,0,seed_output,communications,,124.570675
1.367948,0,seed_value,communications,,
1.367962,0,seed_output,communications,,121.119007
1.387046,0,version,,,1.3.0
