logtime,scenario_time,type_attribute,module,address,value
9309.050543,1.023757,performance,sysmon,event_occured,0
9309.050636,1.023757,performance,sysmon,signal_detection,NONE
9309.051181,1.023757,state,sysmon,scale1,3
9309.051237,1.023757,state,sysmon,scale2,7
9309.051283,1.023757,state,sysmon,scale3,7
9309.051324,1.023757,state,sysmon,scale4,5
9309.132693,1.107174,input,track,joystick_x,-8.25
9309.132953,1.107174,input,track,joystick_y,-0.25
9309.133032,1.107174,performance,track,joystick_x,-8.25
9309.133076,1.107174,performance,track,joystick_y,-0.25
9309.133165,1.107174,performance,track,cursor_in_target,1
9309.133222,1.107174,performance,track,center_deviation,1.394005
9309.135452,1.107174,performance,resman,a_in_tolerance,1
9309.135491,1.107174,performance,resman,a_deviation,-8
9309.135567,1.107174,performance,resman,b_in_tolerance,1
9309.135602,1.107174,performance,resman,b_deviation,-8
9309.150609,1.123814,performance,sysmon,event_occured,0
9309.150703,1.123814,performance,sysmon,signal_detection,NONE
9309.151231,1.123814,state,sysmon,scale1,4
9309.151285,1.123814,state,sysmon,scale2,6
9309.151329,1.123814,state,sysmon,scale3,6
9309.151371,1.123814,state,sysmon,scale4,4
9309.232691,1.207191,input,track,joystick_x,-8.25
9309.232929,1.207191,input,track,joystick_y,-0.25
9309.233012,1.207191,performance,track,joystick_x,-8.25
9309.233064,1.207191,performance,track,joystick_y,-0.25
9309.233158,1.207191,performance,track,cursor_in_target,1
9309.233207,1.207191,performance,track,center_deviation,7.759977
9309.234821,1.207191,performance,resman,a_in_tolerance,1
9309.23486,1.207191,performance,resman,a_deviation,-9
9309.234934,1.207191,performance,resman,b_in_tolerance,1
9309.234967,1.207191,performance,resman,b_deviation,-9
9309.250801,1.223996,performance,sysmon,event_occured,0
9309.2509,1.223996,performance,sysmon,signal_detection,NONE
9309.251526,1.223996,state,sysmon,scale1,3
9309.251582,1.223996,state,sysmon,scale2,7
9309.251628,1.223996,state,sysmon,scale3,5
9309.251672,1.223996,state,sysmon,scale4,3
9309.349235,1.323759,input,track,joystick_x,-8.25
9309.34946,1.323759,input,track,joystick_y,-0.25
9309.34954,1.323759,performance,track,joystick_x,-8.25
9309.349588,1.323759,performance,track,joystick_y,-0.25
9309.349689,1.323759,performance,track,cursor_in_target,1
9309.349742,1.323759,performance,track,center_deviation,15.202767
