logtime,scenario_time,type_attribute,module,address,value
245912.92428,1.038069,performance,sysmon,event_occured,0
245912.925044,1.038069,state,sysmon,scale1,4
245912.925101,1.038069,state,sysmon,scale2,4
245912.925147,1.038069,state,sysmon,scale3,6
245912.925191,1.038069,state,sysmon,scale4,6
245912.941132,1.054759,input,track,joystick_x,30.25
245912.941299,1.054759,input,track,joystick_y,54.5
245912.941355,1.054759,performance,track,joystick_x,30.25
245912.941393,1.054759,performance,track,joystick_y,54.5
245912.941465,1.054759,performance,track,cursor_in_target,1
245912.941512,1.054759,performance,track,center_deviation,2.139936
245912.942689,1.054759,performance,resman,a_in_tolerance,1
245912.942726,1.054759,performance,resman,a_deviation,-8
245912.9428,1.054759,performance,resman,b_in_tolerance,1
245912.942834,1.054759,performance,resman,b_deviation,-8
245913.040436,1.154223,performance,sysmon,event_occured,0
245913.04121,1.154223,state,sysmon,scale1,3
245913.041272,1.154223,state,sysmon,scale2,3
245913.041318,1.154223,state,sysmon,scale3,7
245913.041362,1.154223,state,sysmon,scale4,5
245913.057094,1.170751,input,track,joystick_x,72.5
245913.057242,1.170751,input,track,joystick_y,35.0
245913.057298,1.170751,performance,track,joystick_x,72.5
245913.057335,1.170751,performance,track,joystick_y,35.0
245913.057406,1.170751,performance,track,cursor_in_target,0
245913.057453,1.170751,performance,track,center_deviation,65.663398
245913.058099,1.170751,performance,resman,a_in_tolerance,1
245913.058137,1.170751,performance,resman,a_deviation,-9
245913.058212,1.170751,performance,resman,b_in_tolerance,1
245913.058246,1.170751,performance,resman,b_deviation,-9
245913.140798,1.25459,performance,sysmon,event_occured,0
245913.141536,1.25459,state,sysmon,scale1,4
245913.141593,1.25459,state,sysmon,scale2,4
245913.141644,1.25459,state,sysmon,scale3,6
245913.141688,1.25459,state,sysmon,scale4,4
245913.157583,1.271147,input,track,joystick_x,62.25
245913.157743,1.271147,input,track,joystick_y,42.75
245913.1578,1.271147,performance,track,joystick_x,62.25
245913.157838,1.271147,performance,track,joystick_y,42.75
245913.157915,1.271147,performance,track,cursor_in_target,0
245913.157965,1.271147,performance,track,center_deviation,140.658394
245913.158489,1.271147,performance,resman,a_in_tolerance,1
245913.158527,1.271147,performance,resman,a_deviation,-10
245913.158602,1.271147,performance,resman,b_in_tolerance,1
245913.158636,1.271147,performance,resman,b_deviation,-10
245913.25735,1.371121,performance,sysmon,event_occured,0
245913.258322,1.371121,state,sysmon,scale1,3
245913.258379,1.371121,state,sysmon,scale2,5
245913.258428,1.371121,state,sysmon,scale3,5
245913.258471,1.371121,state,sysmon,scale4,5
245913.273974,1.387576,input,track,joystick_x,51.75
245913.274295,1.387576,input,track,joystick_y,40.25
245913.274355,1.387576,performance,track,joystick_x,51.75
245913.274395,1.387576,performance,track,joystick_y,40.25
245913.274467,1.387576,performance,track,cursor_in_target,0
245913.274518,1.387576,performance,track,center_deviation,216.991845
245913.275027,1.387576,performance,resman,a_in_tolerance,1
245913.275063,1.387576,performance,resman,a_deviation,-11
245913.275135,1.387576,performance,resman,b_in_tolerance,1
245913.275168,1.387576,performance,resman,b_deviation,-11
245913.373911,1.487692,performance,sysmon,event_occured,0
245913.37468,1.487692,state,sysmon,scale1,4
245913.374736,1.487692,state,sysmon,scale2,4
245913.374781,1.487692,state,sysmon,scale3,4
245913.374824,1.487692,state,sysmon,scale4,6
245913.374917,1.487692,input,track,joystick_x,47.0
245913.374978,1.487692,input,track,joystick_y,25.5
245913.375028,1.487692,performance,track,joystick_x,47.0
245913.375063,1.487692,performance,track,joystick_y,25.5
245913.375122,1.487692,performance,track,cursor_in_target,0
245913.375162,1.487692,performance,track,center_deviation,263.661669
245913.375635,1.487692,performance,resman,a_in_tolerance,1
245913.375672,1.487692,performance,resman,a_deviation,-12
245913.375745,1.487692,performance,resman,b_in_tolerance,1
245913.375778,1.487692,performance,resman,b_deviation,-12
245913.473962,1.587739,performance,sysmon,event_occured,0
245913.474825,1.587739,state,sysmon,scale1,5
245913.474885,1.587739,state,sysmon,scale2,3
245913.47493,1.587739,state,sysmon,scale3,5
245913.474973,1.587739,state,sysmon,scale4,5
245913.475065,1.587739,input,track,joystick_x,-11.75
245913.475129,1.587739,input,track,joystick_y,7.75
245913.475177,1.587739,performance,track,joystick_x,-11.75
245913.475212,1.587739,performance,track,joystick_y,7.75
245913.475269,1.587739,performance,track,cursor_in_target,0
245913.47531,1.587739,performance,track,center_deviation,272.127463
245913.475776,1.587739,performance,resman,a_in_tolerance,1
245913.475813,1.587739,performance,resman,a_deviation,-13
245913.475888,1.587739,performance,resman,b_in_tolerance,1
245913.475922,1.587739,performance,resman,b_deviation,-13
245913.574199,1.687978,performance,sysmon,event_occured,0
245913.575013,1.687978,state,sysmon,scale1,4
245913.575075,1.687978,state,sysmon,scale2,4
245913.575128,1.687978,state,sysmon,scale3,6
245913.575175,1.687978,state,sysmon,scale4,4
245913.575273,1.687978,input,track,joystick_x,-10.0
245913.575338,1.687978,input,track,joystick_y,5.0
245913.575392,1.687978,performance,track,joystick_x,-10.0
245913.57543,1.687978,performance,track,joystick_y,5.0
245913.575492,1.687978,performance,track,cursor_in_target,0
245913.575538,1.687978,performance,track,center_deviation,252.462492
245913.576082,1.687978,performance,resman,a_in_tolerance,1
245913.576123,1.687978,performance,resman,a_deviation,-14
245913.576202,1.687978,performance,resman,b_in_tolerance,1
245913.576238,1.687978,performance,resman,b_deviation,-14
245913.69049,1.804276,performance,sysmon,event_occured,0
245913.691285,1.804276,state,sysmon,scale1,3
245913.691343,1.804276,state,sysmon,scale2,5
245913.69139,1.804276,state,sysmon,scale3,5
245913.691438,1.804276,state,sysmon,scale4,3
245913.691532,1.804276,input,track,joystick_x,-12.75
245913.691591,1.804276,input,track,joystick_y,1.75
245913.69164,1.804276,performance,track,joystick_x,-12.75
245913.69174,1.804276,performance,track,joystick_y,1.75
245913.691804,1.804276,performance,track,cursor_in_target,0
245913.691845,1.804276,performance,track,center_deviation,250.304907
