logtime,scenario_time,type_attribute,module,address,value
222973.216043,1.037592,performance,resman,a_in_tolerance,1
222973.2161,1.037592,performance,resman,a_deviation,-8
222973.216195,1.037592,performance,resman,b_in_tolerance,1
222973.21624,1.037592,performance,resman,b_deviation,-8
222973.218081,1.037592,input,track,joystick_x,-0.75
222973.218149,1.037592,input,track,joystick_y,9.75
222973.218203,1.037592,performance,track,joystick_x,-0.75
222973.218239,1.037592,performance,track,joystick_y,9.75
222973.218307,1.037592,performance,track,cursor_in_target,1
222973.218352,1.037592,performance,track,center_deviation,2.644002
222973.2658,1.087289,performance,sysmon,event_occured,0
222973.265967,1.087289,performance,sysmon,response_time,0
222973.266686,1.087289,state,sysmon,scale1,4
222973.266752,1.087289,state,sysmon,scale2,4
222973.266807,1.087289,state,sysmon,scale3,6
222973.266857,1.087289,state,sysmon,scale4,4
222973.332516,1.154108,performance,resman,a_in_tolerance,1
222973.332579,1.154108,performance,resman,a_deviation,-9
222973.332683,1.154108,performance,resman,b_in_tolerance,1
222973.332729,1.154108,performance,resman,b_deviation,-9
222973.334436,1.154108,input,track,joystick_x,-0.75
222973.334502,1.154108,input,track,joystick_y,9.75
222973.334552,1.154108,performance,track,joystick_x,-0.75
222973.334588,1.154108,performance,track,joystick_y,9.75
222973.334646,1.154108,performance,track,cursor_in_target,1
222973.334688,1.154108,performance,track,center_deviation,13.325622
222973.36582,1.187304,performance,sysmon,event_occured,0
222973.366005,1.187304,performance,sysmon,response_time,0
222973.36672,1.187304,state,sysmon,scale1,3
222973.366786,1.187304,state,sysmon,scale2,3
222973.36684,1.187304,state,sysmon,scale3,5
222973.366882,1.187304,state,sysmon,scale4,5
222973.432898,1.254499,performance,resman,a_in_tolerance,1
222973.432951,1.254499,performance,resman,a_deviation,-10
222973.433044,1.254499,performance,resman,b_in_tolerance,1
222973.433085,1.254499,performance,resman,b_deviation,-10
222973.434783,1.254499,input,track,joystick_x,-0.75
222973.434851,1.254499,input,track,joystick_y,9.75
222973.434903,1.254499,performance,track,joystick_x,-0.75
222973.434939,1.254499,performance,track,joystick_y,9.75
222973.434996,1.254499,performance,track,cursor_in_target,1
222973.43504,1.254499,performance,track,center_deviation,24.00692
222973.466316,1.287711,performance,sysmon,event_occured,0
222973.466505,1.287711,performance,sysmon,response_time,0
